trial,practice,block,trial_in_block,word,letters,interrupt_pos,interruption_condition,n_back,stim_list,stim_durations,match_positions,isi_times,num_stims,nback_total_duration,short_break,long_break
3,False,1,3,TOGETHER,"[""T"", ""O"", ""G"", ""E"", ""T"", ""H"", ""E"", ""R""]",[],sequential,1,"[""0"", ""4"", ""1"", ""1"", ""2"", ""0"", ""2"", ""5"", ""5""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[3, 8]","[0.33, 0.3, 0.32, 0.33, 0.32, 0.36, 0.33, 0.34, 0.32]",9,13.75,False,False
4,False,1,4,RESEARCH,"[""R"", ""E"", ""S"", ""E"", ""A"", ""R"", ""C"", ""H""]",[],sequential,1,"[""8"", ""0"", ""0"", ""9"", ""9"", ""3"", ""2""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[2, 4]","[0.25, 0.26, 0.25, 0.25, 0.26, 0.25, 0.25]",7,10.17,False,False
5,False,1,5,CHILDREN,"[""C"", ""H"", ""I"", ""L"", ""D"", ""R"", ""E"", ""N""]",[],sequential,1,"[""8"", ""8"", ""2"", ""2"", ""1"", ""3""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[1, 3]","[0.26, 0.27, 0.25, 0.25, 0.25, 0.26]",6,8.74,False,False
6,False,1,6,BEAUTIFUL,"[""B"", ""E"", ""A"", ""U"", ""T"", ""I"", ""F"", ""U"", ""L""]",[],sequential,2,"[""4"", ""6"", ""4"", ""9"", ""5"", ""8"", ""9"", ""8"", ""1""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[2, 7]","[0.3, 0.3, 0.33, 0.3, 0.29, 0.36, 0.33, 0.3, 0.29]",9,13.6,False,False
7,False,1,7,BEFORE,"[""B"", ""E"", ""F"", ""O"", ""R"", ""E""]",[2],interrupted,1,"[""4"", ""2"", ""2"", ""6"", ""6"", ""9"", ""3""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[2, 4]","[0.28, 0.31, 0.34, 0.32, 0.27, 0.32, 0.29]",7,10.53,False,False
8,False,1,8,ALREADY,"[""A"", ""L"", ""R"", ""E"", ""A"", ""D"", ""Y""]",[],sequential,1,"[""4"", ""2"", ""8"", ""8"", ""5"", ""5""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[3, 5]","[0.36, 0.32, 0.33, 0.39, 0.32, 0.35]",6,9.27,True,False
9,False,2,1,DURING,"[""D"", ""U"", ""R"", ""I"", ""N"", ""G""]",[4],interrupted,2,"[""8"", ""3"", ""9"", ""8"", ""9"", ""1"", ""9""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[4, 6]","[0.25, 0.25, 0.25, 0.25, 0.26, 0.25, 0.25]",7,10.16,False,False
10,False,2,2,SHOULD,"[""S"", ""H"", ""O"", ""U"", ""L"", ""D""]",[2],interrupted,1,"[""7"", ""0"", ""2"", ""2"", ""5"", ""5"", ""2"", ""8""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[3, 5]","[0.37, 0.33, 0.34, 0.39, 0.34, 0.35, 0.37, 0.3]",8,12.39,False,False
11,False,2,3,IMPORTANT,"[""I"", ""M"", ""P"", ""O"", ""R"", ""T"", ""A"", ""N"", ""T""]",[2],interrupted,1,"[""2"", ""2"", ""8"", ""7"", ""6"", ""6""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[1, 5]","[0.33, 0.4, 0.4, 0.4, 0.37, 0.4]",6,9.5,False,False
12,False,2,4,SOMETHING,"[""S"", ""O"", ""M"", ""E"", ""T"", ""H"", ""I"", ""N"", ""G""]",[6],interrupted,2,"[""8"", ""8"", ""1"", ""6"", ""1"", ""4""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2]",[4],"[0.34, 0.31, 0.26, 0.36, 0.29, 0.28]",6,9.04,False,False
13,False,2,5,ALWAYS,"[""A"", ""L"", ""W"", ""A"", ""Y"", ""S""]",[3],interrupted,2,"[""5"", ""8"", ""5"", ""6"", ""4"", ""6"", ""5""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[2, 5]","[0.35, 0.33, 0.37, 0.35, 0.37, 0.34, 0.4]",7,10.91,False,False
14,False,2,6,SECOND,"[""S"", ""E"", ""C"", ""O"", ""N"", ""D""]",[4],interrupted,2,"[""1"", ""7"", ""1"", ""2"", ""0"", ""4""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2]",[2],"[0.36, 0.31, 0.39, 0.39, 0.33, 0.4]",6,9.38,False,False
15,False,2,7,PLEASE,"[""P"", ""L"", ""E"", ""A"", ""S"", ""E""]",[],sequential,2,"[""6"", ""2"", ""6"", ""6"", ""7"", ""3"", ""7""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[2, 6]","[0.29, 0.36, 0.34, 0.3, 0.33, 0.33, 0.3]",7,10.65,False,False
16,False,2,8,AGAINST,"[""A"", ""G"", ""A"", ""I"", ""N"", ""S"", ""T""]",[],sequential,2,"[""9"", ""3"", ""9"", ""6"", ""9"", ""7"", ""7"", ""1"", ""2""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[2, 4]","[0.35, 0.32, 0.36, 0.35, 0.4, 0.34, 0.32, 0.29, 0.32]",9,13.85,True,False
17,False,3,1,POLITICAL,"[""P"", ""O"", ""L"", ""I"", ""T"", ""I"", ""C"", ""A"", ""L""]",[],sequential,2,"[""7"", ""3"", ""9"", ""0"", ""7"", ""0"", ""1"", ""0""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[5, 7]","[0.3, 0.29, 0.28, 0.31, 0.32, 0.27, 0.32, 0.34]",8,12.03,False,False
18,False,3,2,COMPANIES,"[""C"", ""O"", ""M"", ""P"", ""A"", ""N"", ""I"", ""E"", ""S""]",[8],interrupted,2,"[""9"", ""8"", ""4"", ""3"", ""4""]","[1.2, 1.2, 1.2, 1.2, 1.2]",[4],"[0.31, 0.37, 0.28, 0.31, 0.31]",5,7.58,False,False
19,False,3,3,COMPANY,"[""C"", ""O"", ""M"", ""P"", ""A"", ""N"", ""Y""]",[6],interrupted,2,"[""9"", ""6"", ""3"", ""0"", ""3"", ""1""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2]",[4],"[0.4, 0.4, 0.34, 0.4, 0.37, 0.4]",6,9.51,False,False
20,False,3,4,FAMILY,"[""F"", ""A"", ""M"", ""I"", ""L"", ""Y""]",[2],interrupted,2,"[""5"", ""6"", ""7"", ""2"", ""2"", ""2"", ""6"", ""8"", ""6""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[5, 8]","[0.32, 0.29, 0.35, 0.36, 0.33, 0.33, 0.35, 0.31, 0.4]",9,13.84,False,True
21,False,3,5,AVAILABLE,"[""A"", ""V"", ""A"", ""I"", ""L"", ""A"", ""B"", ""L"", ""E""]",[5],interrupted,2,"[""7"", ""8"", ""6"", ""8"", ""9"", ""7"", ""5"", ""7""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[3, 7]","[0.33, 0.4, 0.4, 0.38, 0.36, 0.38, 0.4, 0.37]",8,12.62,False,False
22,False,3,6,SOMETIMES,"[""S"", ""O"", ""M"", ""E"", ""T"", ""I"", ""M"", ""E"", ""S""]",[],sequential,2,"[""1"", ""1"", ""4"", ""6"", ""4"", ""8"", ""3"", ""8""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[4, 7]","[0.4, 0.4, 0.4, 0.4, 0.4, 0.37, 0.4, 0.4]",8,12.77,False,False
23,False,3,7,HOWEVER,"[""H"", ""O"", ""W"", ""E"", ""V"", ""E"", ""R""]",[],sequential,2,"[""5"", ""9"", ""5"", ""5""]","[1.2, 1.2, 1.2, 1.2]",[2],"[0.36, 0.34, 0.4, 0.4]",4,6.3,False,False
24,False,3,8,THROUGH,"[""T"", ""H"", ""R"", ""O"", ""U"", ""G"", ""H""]",[],sequential,2,"[""5"", ""4"", ""5"", ""9"", ""6"", ""8"", ""6"", ""4"", ""7""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[2, 6]","[0.36, 0.34, 0.34, 0.35, 0.4, 0.33, 0.34, 0.29, 0.3]",9,13.85,True,False
25,False,4,1,NATIONAL,"[""N"", ""A"", ""T"", ""I"", ""O"", ""N"", ""A"", ""L""]",[6],interrupted,1,"[""6"", ""7"", ""7"", ""8"", ""3"", ""3""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[2, 5]","[0.28, 0.33, 0.27, 0.27, 0.28, 0.31]",6,8.94,False,False
26,False,4,2,AROUND,"[""A"", ""R"", ""O"", ""U"", ""N"", ""D""]",[3],interrupted,1,"[""5"", ""0"", ""0"", ""2"", ""1""]","[1.2, 1.2, 1.2, 1.2, 1.2]",[2],"[0.37, 0.38, 0.35, 0.32, 0.33]",5,7.75,False,False
27,False,4,3,ANOTHER,"[""A"", ""N"", ""O"", ""T"", ""H"", ""E"", ""R""]",[],sequential,1,"[""6"", ""3"", ""3"", ""4"", ""4"", ""0"", ""2"", ""7""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[2, 4]","[0.3, 0.35, 0.39, 0.34, 0.4, 0.38, 0.37, 0.38]",8,12.51,False,False
28,False,4,4,PROBABLY,"[""P"", ""R"", ""O"", ""B"", ""A"", ""B"", ""L"", ""Y""]",[3],interrupted,1,"[""8"", ""8"", ""9"", ""0"", ""5""]","[1.2, 1.2, 1.2, 1.2, 1.2]",[1],"[0.33, 0.39, 0.33, 0.4, 0.35]",5,7.8,False,False
29,False,4,5,THOUGHT,"[""T"", ""H"", ""O"", ""U"", ""G"", ""H"", ""T""]",[],sequential,1,"[""1"", ""3"", ""8"", ""3"", ""7"", ""7"", ""3"", ""3"", ""9""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[5, 7]","[0.27, 0.25, 0.28, 0.27, 0.27, 0.25, 0.31, 0.28, 0.27]",9,13.25,False,False
30,False,4,6,WITHOUT,"[""W"", ""I"", ""T"", ""H"", ""O"", ""U"", ""T""]",[4],interrupted,2,"[""3"", ""4"", ""7"", ""8"", ""3"", ""8"", ""7"", ""8"", ""9""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[5, 7]","[0.26, 0.28, 0.27, 0.29, 0.27, 0.27, 0.26, 0.28, 0.28]",9,13.26,False,False
31,False,4,7,REMEMBER,"[""R"", ""E"", ""M"", ""E"", ""M"", ""B"", ""E"", ""R""]",[],sequential,1,"[""2"", ""2"", ""8"", ""0"", ""1"", ""1"", ""0""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[1, 5]","[0.4, 0.32, 0.38, 0.39, 0.35, 0.4, 0.4]",7,11.04,False,False
32,False,4,8,AMERICAN,"[""A"", ""M"", ""E"", ""R"", ""I"", ""C"", ""A"", ""N""]",[],sequential,1,"[""8"", ""8"", ""3"", ""1"", ""0"", ""6"", ""1"", ""1"", ""8""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[1, 7]","[0.31, 0.31, 0.32, 0.34, 0.28, 0.3, 0.3, 0.31, 0.29]",9,13.56,True,False
33,False,5,1,ANYTHING,"[""A"", ""N"", ""Y"", ""T"", ""H"", ""I"", ""N"", ""G""]",[3],interrupted,2,"[""2"", ""4"", ""9"", ""2"", ""9""]","[1.2, 1.2, 1.2, 1.2, 1.2]",[4],"[0.39, 0.36, 0.37, 0.35, 0.38]",5,7.85,False,False
34,False,5,2,SOMEONE,"[""S"", ""O"", ""M"", ""E"", ""O"", ""N"", ""E""]",[3],interrupted,1,"[""4"", ""2"", ""4"", ""4"", ""1"", ""1"", ""3""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[3, 5]","[0.26, 0.25, 0.27, 0.29, 0.26, 0.26, 0.26]",7,10.25,False,False
35,False,5,3,EDUCATION,"[""E"", ""D"", ""U"", ""C"", ""A"", ""T"", ""I"", ""O"", ""N""]",[],sequential,2,"[""4"", ""1"", ""9"", ""6"", ""9""]","[1.2, 1.2, 1.2, 1.2, 1.2]",[4],"[0.35, 0.4, 0.4, 0.4, 0.4]",5,7.95,False,False
36,False,5,4,THINGS,"[""T"", ""H"", ""I"", ""N"", ""G"", ""S""]",[5],interrupted,1,"[""1"", ""8"", ""2"", ""2"", ""0"", ""7"", ""6"", ""6""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[3, 7]","[0.27, 0.34, 0.3, 0.32, 0.31, 0.33, 0.32, 0.27]",8,12.06,False,False
37,False,5,5,QUESTION,"[""Q"", ""U"", ""E"", ""S"", ""T"", ""I"", ""O"", ""N""]",[],sequential,2,"[""1"", ""2"", ""5"", ""1"", ""5"", ""5""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2]",[4],"[0.27, 0.28, 0.26, 0.29, 0.25, 0.27]",6,8.82,False,False
38,False,5,6,PRESIDENT,"[""P"", ""R"", ""E"", ""S"", ""I"", ""D"", ""E"", ""N"", ""T""]",[8],interrupted,1,"[""1"", ""1"", ""5"", ""4""]","[1.2, 1.2, 1.2, 1.2]",[1],"[0.4, 0.4, 0.36, 0.33]",4,6.29,False,False
39,False,5,7,INCLUDING,"[""I"", ""N"", ""C"", ""L"", ""U"", ""D"", ""I"", ""N"", ""G""]",[8],interrupted,1,"[""2"", ""1"", ""1"", ""0"", ""0"", ""6""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[2, 4]","[0.33, 0.36, 0.32, 0.32, 0.32, 0.3]",6,9.15,False,False
40,False,5,8,BECAUSE,"[""B"", ""E"", ""C"", ""A"", ""U"", ""S"", ""E""]",[],sequential,1,"[""5"", ""0"", ""3"", ""8"", ""8"", ""1"", ""1"", ""2""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[4, 6]","[0.27, 0.27, 0.26, 0.25, 0.25, 0.28, 0.26, 0.27]",8,11.71,False,False
