trial,practice,block,trial_in_block,word,letters,interrupt_pos,interruption_condition,n_back,stim_list,stim_durations,match_positions,isi_times,num_stims,nback_total_duration,short_break,long_break
3,False,1,3,ANOTHER,"[""A"", ""N"", ""O"", ""T"", ""H"", ""E"", ""R""]",[2],interrupted,1,"[""1"", ""4"", ""6"", ""8"", ""8"", ""0"", ""0"", ""2""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[4, 6]","[0.28, 0.28, 0.28, 0.27, 0.29, 0.27, 0.29, 0.28]",8,11.84,False,False
4,False,1,4,RESEARCH,"[""R"", ""E"", ""S"", ""E"", ""A"", ""R"", ""C"", ""H""]",[],sequential,1,"[""3"", ""3"", ""5"", ""5"", ""3"", ""7"", ""9"", ""3""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[1, 3]","[0.28, 0.28, 0.29, 0.33, 0.33, 0.28, 0.27, 0.3]",8,11.96,False,False
5,False,1,5,IMPORTANT,"[""I"", ""M"", ""P"", ""O"", ""R"", ""T"", ""A"", ""N"", ""T""]",[],sequential,1,"[""4"", ""4"", ""5"", ""5"", ""1"", ""3""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[1, 3]","[0.25, 0.26, 0.27, 0.27, 0.26, 0.26]",6,8.77,False,False
6,False,1,6,QUESTION,"[""Q"", ""U"", ""E"", ""S"", ""T"", ""I"", ""O"", ""N""]",[],sequential,1,"[""9"", ""7"", ""7"", ""9"", ""6""]","[1.2, 1.2, 1.2, 1.2, 1.2]",[2],"[0.31, 0.28, 0.3, 0.29, 0.31]",5,7.49,False,False
7,False,1,7,HOWEVER,"[""H"", ""O"", ""W"", ""E"", ""V"", ""E"", ""R""]",[2],interrupted,2,"[""6"", ""6"", ""4"", ""7"", ""4"", ""6"", ""3"", ""5"", ""3""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[4, 8]","[0.32, 0.31, 0.26, 0.36, 0.35, 0.29, 0.3, 0.31, 0.29]",9,13.59,False,False
8,False,1,8,AGAINST,"[""A"", ""G"", ""A"", ""I"", ""N"", ""S"", ""T""]",[],sequential,2,"[""8"", ""3"", ""0"", ""3""]","[1.2, 1.2, 1.2, 1.2]",[3],"[0.33, 0.36, 0.33, 0.38]",4,6.2,True,False
9,False,2,1,SOMETIMES,"[""S"", ""O"", ""M"", ""E"", ""T"", ""I"", ""M"", ""E"", ""S""]",[5],interrupted,2,"[""5"", ""3"", ""5"", ""6"", ""5"", ""5"", ""6""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[2, 4]","[0.36, 0.4, 0.36, 0.39, 0.4, 0.4, 0.4]",7,11.11,False,False
10,False,2,2,SHOULD,"[""S"", ""H"", ""O"", ""U"", ""L"", ""D""]",[3],interrupted,2,"[""5"", ""6"", ""1"", ""6"", ""0"", ""6"", ""7""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[3, 5]","[0.25, 0.25, 0.25, 0.26, 0.25, 0.25, 0.25]",7,10.16,False,False
11,False,2,3,FAMILY,"[""F"", ""A"", ""M"", ""I"", ""L"", ""Y""]",[5],interrupted,1,"[""8"", ""8"", ""6"", ""2"", ""2"", ""0""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[1, 4]","[0.3, 0.33, 0.31, 0.33, 0.36, 0.35]",6,9.18,False,False
12,False,2,4,REMEMBER,"[""R"", ""E"", ""M"", ""E"", ""M"", ""B"", ""E"", ""R""]",[],sequential,1,"[""9"", ""2"", ""6"", ""6"", ""7""]","[1.2, 1.2, 1.2, 1.2, 1.2]",[3],"[0.25, 0.25, 0.25, 0.26, 0.26]",5,7.27,False,False
13,False,2,5,WITHOUT,"[""W"", ""I"", ""T"", ""H"", ""O"", ""U"", ""T""]",[5],interrupted,2,"[""3"", ""2"", ""4"", ""2"", ""7"", ""6"", ""7"", ""2""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[3, 6]","[0.33, 0.32, 0.31, 0.33, 0.31, 0.31, 0.38, 0.32]",8,12.21,False,False
14,False,2,6,EDUCATION,"[""E"", ""D"", ""U"", ""C"", ""A"", ""T"", ""I"", ""O"", ""N""]",[],sequential,2,"[""3"", ""5"", ""9"", ""5"", ""2"", ""9"", ""2"", ""2""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[3, 6]","[0.4, 0.4, 0.39, 0.39, 0.4, 0.38, 0.36, 0.4]",8,12.72,False,False
15,False,2,7,PRESIDENT,"[""P"", ""R"", ""E"", ""S"", ""I"", ""D"", ""E"", ""N"", ""T""]",[2],interrupted,2,"[""7"", ""9"", ""4"", ""4"", ""4"", ""0"", ""4"", ""9"", ""0""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[4, 6]","[0.39, 0.29, 0.36, 0.36, 0.32, 0.33, 0.37, 0.33, 0.32]",9,13.87,False,False
16,False,2,8,THROUGH,"[""T"", ""H"", ""R"", ""O"", ""U"", ""G"", ""H""]",[6],interrupted,2,"[""7"", ""8"", ""7"", ""3"", ""7"", ""7"", ""5"", ""1"", ""1""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[2, 4]","[0.36, 0.31, 0.31, 0.29, 0.33, 0.27, 0.29, 0.33, 0.31]",9,13.6,True,False
17,False,3,1,POLITICAL,"[""P"", ""O"", ""L"", ""I"", ""T"", ""I"", ""C"", ""A"", ""L""]",[6],interrupted,2,"[""7"", ""0"", ""2"", ""3"", ""8"", ""1"", ""8"", ""0"", ""8""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[6, 8]","[0.28, 0.28, 0.3, 0.26, 0.3, 0.27, 0.28, 0.3, 0.27]",9,13.34,False,False
18,False,3,2,AMERICAN,"[""A"", ""M"", ""E"", ""R"", ""I"", ""C"", ""A"", ""N""]",[],sequential,2,"[""1"", ""2"", ""3"", ""8"", ""3"", ""6""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2]",[4],"[0.39, 0.37, 0.36, 0.39, 0.39, 0.33]",6,9.43,False,False
19,False,3,3,PLEASE,"[""P"", ""L"", ""E"", ""A"", ""S"", ""E""]",[3],interrupted,1,"[""9"", ""4"", ""4"", ""8"", ""2""]","[1.2, 1.2, 1.2, 1.2, 1.2]",[2],"[0.35, 0.35, 0.31, 0.35, 0.33]",5,7.69,False,False
20,False,3,4,AVAILABLE,"[""A"", ""V"", ""A"", ""I"", ""L"", ""A"", ""B"", ""L"", ""E""]",[],sequential,1,"[""4"", ""4"", ""2"", ""6"", ""6"", ""2""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[1, 4]","[0.33, 0.31, 0.29, 0.3, 0.3, 0.29]",6,9.02,False,True
21,False,3,5,BEFORE,"[""B"", ""E"", ""F"", ""O"", ""R"", ""E""]",[],sequential,1,"[""8"", ""8"", ""6"", ""4"", ""4"", ""5""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[1, 4]","[0.3, 0.28, 0.27, 0.3, 0.32, 0.32]",6,8.99,False,False
22,False,3,6,ALREADY,"[""A"", ""L"", ""R"", ""E"", ""A"", ""D"", ""Y""]",[5],interrupted,2,"[""2"", ""8"", ""2"", ""2"", ""2"", ""8"", ""7""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[2, 4]","[0.26, 0.26, 0.27, 0.25, 0.26, 0.26, 0.27]",7,10.23,False,False
23,False,3,7,TOGETHER,"[""T"", ""O"", ""G"", ""E"", ""T"", ""H"", ""E"", ""R""]",[],sequential,1,"[""3"", ""1"", ""1"", ""3""]","[1.2, 1.2, 1.2, 1.2]",[2],"[0.31, 0.29, 0.28, 0.34]",4,6.02,False,False
24,False,3,8,PROBABLY,"[""P"", ""R"", ""O"", ""B"", ""A"", ""B"", ""L"", ""Y""]",[],sequential,2,"[""6"", ""1"", ""6"", ""2"", ""7""]","[1.2, 1.2, 1.2, 1.2, 1.2]",[2],"[0.39, 0.38, 0.4, 0.36, 0.33]",5,7.86,True,False
25,False,4,1,THINGS,"[""T"", ""H"", ""I"", ""N"", ""G"", ""S""]",[],sequential,2,"[""1"", ""8"", ""9"", ""4"", ""9"", ""1"", ""9""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[4, 6]","[0.33, 0.27, 0.32, 0.31, 0.34, 0.29, 0.32]",7,10.58,False,False
26,False,4,2,INCLUDING,"[""I"", ""N"", ""C"", ""L"", ""U"", ""D"", ""I"", ""N"", ""G""]",[5],interrupted,2,"[""8"", ""3"", ""8"", ""9"", ""4"", ""6"", ""1"", ""8"", ""1""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[2, 8]","[0.27, 0.28, 0.29, 0.28, 0.28, 0.28, 0.27, 0.27, 0.27]",9,13.29,False,False
27,False,4,3,SOMEONE,"[""S"", ""O"", ""M"", ""E"", ""O"", ""N"", ""E""]",[5],interrupted,1,"[""5"", ""2"", ""2"", ""5"", ""6"", ""1"", ""1""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[2, 6]","[0.31, 0.28, 0.32, 0.3, 0.31, 0.29, 0.27]",7,10.48,False,False
28,False,4,4,SECOND,"[""S"", ""E"", ""C"", ""O"", ""N"", ""D""]",[],sequential,1,"[""8"", ""6"", ""6"", ""4"", ""4"", ""3""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[2, 4]","[0.36, 0.34, 0.37, 0.33, 0.37, 0.31]",6,9.28,False,False
29,False,4,5,COMPANIES,"[""C"", ""O"", ""M"", ""P"", ""A"", ""N"", ""I"", ""E"", ""S""]",[],sequential,2,"[""1"", ""2"", ""1"", ""5"", ""0"", ""5"", ""8"", ""2"", ""3""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[2, 5]","[0.26, 0.25, 0.28, 0.27, 0.26, 0.26, 0.28, 0.25, 0.26]",9,13.17,False,False
30,False,4,6,DURING,"[""D"", ""U"", ""R"", ""I"", ""N"", ""G""]",[4],interrupted,1,"[""2"", ""9"", ""9"", ""3"", ""3"", ""6""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[2, 4]","[0.3, 0.28, 0.31, 0.31, 0.33, 0.29]",6,9.02,False,False
31,False,4,7,SOMETHING,"[""S"", ""O"", ""M"", ""E"", ""T"", ""H"", ""I"", ""N"", ""G""]",[],sequential,1,"[""2"", ""2"", ""1"", ""9""]","[1.2, 1.2, 1.2, 1.2]",[1],"[0.3, 0.39, 0.4, 0.37]",4,6.26,False,False
32,False,4,8,EVERYONE,"[""E"", ""V"", ""E"", ""R"", ""Y"", ""O"", ""N"", ""E""]",[3],interrupted,1,"[""5"", ""6"", ""6"", ""0"", ""7"", ""7""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[2, 5]","[0.32, 0.28, 0.34, 0.31, 0.28, 0.31]",6,9.04,True,False
33,False,5,1,AROUND,"[""A"", ""R"", ""O"", ""U"", ""N"", ""D""]",[3],interrupted,2,"[""9"", ""6"", ""9"", ""8"", ""1"", ""8"", ""5""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[2, 5]","[0.32, 0.31, 0.31, 0.33, 0.32, 0.32, 0.35]",7,10.66,False,False
34,False,5,2,NATIONAL,"[""N"", ""A"", ""T"", ""I"", ""O"", ""N"", ""A"", ""L""]",[],sequential,1,"[""1"", ""0"", ""2"", ""2"", ""9"", ""9"", ""4"", ""7""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[3, 5]","[0.33, 0.31, 0.38, 0.37, 0.37, 0.32, 0.37, 0.39]",8,12.44,False,False
35,False,5,3,COMPANY,"[""C"", ""O"", ""M"", ""P"", ""A"", ""N"", ""Y""]",[],sequential,1,"[""8"", ""8"", ""1"", ""4"", ""1"", ""7"", ""7"", ""5""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[1, 6]","[0.31, 0.31, 0.31, 0.29, 0.3, 0.3, 0.29, 0.34]",8,12.05,False,False
36,False,5,4,ANYTHING,"[""A"", ""N"", ""Y"", ""T"", ""H"", ""I"", ""N"", ""G""]",[4],interrupted,1,"[""1"", ""4"", ""4"", ""9"", ""5"", ""4"", ""4"", ""1""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[2, 6]","[0.26, 0.3, 0.28, 0.28, 0.27, 0.31, 0.29, 0.28]",8,11.87,False,False
37,False,5,5,PEOPLE,"[""P"", ""E"", ""O"", ""P"", ""L"", ""E""]",[],sequential,2,"[""8"", ""3"", ""3"", ""9"", ""8"", ""9"", ""1"", ""9""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[5, 7]","[0.38, 0.31, 0.29, 0.36, 0.31, 0.37, 0.33, 0.33]",8,12.28,False,False
38,False,5,6,THOUGHT,"[""T"", ""H"", ""O"", ""U"", ""G"", ""H"", ""T""]",[5],interrupted,2,"[""5"", ""5"", ""5"", ""1"", ""2"", ""0"", ""2"", ""5"", ""7""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[2, 6]","[0.35, 0.34, 0.39, 0.3, 0.34, 0.3, 0.33, 0.39, 0.4]",9,13.94,False,False
39,False,5,7,BEAUTIFUL,"[""B"", ""E"", ""A"", ""U"", ""T"", ""I"", ""F"", ""U"", ""L""]",[],sequential,2,"[""4"", ""4"", ""4"", ""3"", ""0"", ""3"", ""6""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[2, 5]","[0.34, 0.29, 0.34, 0.3, 0.28, 0.29, 0.3]",7,10.54,False,False
40,False,5,8,BECAUSE,"[""B"", ""E"", ""C"", ""A"", ""U"", ""S"", ""E""]",[],sequential,1,"[""5"", ""5"", ""4"", ""0"", ""9""]","[1.2, 1.2, 1.2, 1.2, 1.2]",[1],"[0.33, 0.29, 0.31, 0.3, 0.36]",5,7.59,False,False
