trial,practice,block,trial_in_block,word,letters,interrupt_pos,interruption_condition,n_back,stim_list,stim_durations,match_positions,isi_times,num_stims,nback_total_duration,short_break,long_break
1,True,0,1,ANYTHING,"[""A"", ""N"", ""Y"", ""T"", ""H"", ""I"", ""N"", ""G""]",[4],interrupted,2,"[""3"", ""4"", ""9"", ""4"", ""5"", ""0"", ""5"", ""4"", ""4""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[3, 6]","[0.26, 0.26, 0.28, 0.27, 0.26, 0.25, 0.25, 0.27, 0.26]",9,13.16,False,False
2,True,0,2,INCLUDING,"[""I"", ""N"", ""C"", ""L"", ""U"", ""D"", ""I"", ""N"", ""G""]",[4],interrupted,2,"[""3"", ""5"", ""2"", ""9"", ""0"", ""9"", ""3"", ""9""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[5, 7]","[0.28, 0.27, 0.28, 0.27, 0.29, 0.3, 0.31, 0.29]",8,11.89,False,False
3,True,0,3,PEOPLE,"[""P"", ""E"", ""O"", ""P"", ""L"", ""E""]",[],sequential,1,"[""4"", ""0"", ""0"", ""8"", ""7"", ""3"", ""3""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[2, 6]","[0.36, 0.4, 0.4, 0.4, 0.31, 0.32, 0.37]",7,10.96,False,False
4,True,0,4,NATIONAL,"[""N"", ""A"", ""T"", ""I"", ""O"", ""N"", ""A"", ""L""]",[],sequential,1,"[""1"", ""1"", ""0"", ""8"", ""7""]","[1.2, 1.2, 1.2, 1.2, 1.2]",[1],"[0.35, 0.38, 0.36, 0.37, 0.4]",5,7.86,False,False
5,True,0,5,SOMETHING,"[""S"", ""O"", ""M"", ""E"", ""T"", ""H"", ""I"", ""N"", ""G""]",[],sequential,2,"[""3"", ""7"", ""3"", ""8""]","[1.2, 1.2, 1.2, 1.2]",[2],"[0.29, 0.29, 0.36, 0.31]",4,6.05,False,False
6,True,0,6,SHOULD,"[""S"", ""H"", ""O"", ""U"", ""L"", ""D""]",[3],interrupted,1,"[""0"", ""0"", ""1"", ""4""]","[1.2, 1.2, 1.2, 1.2]",[1],"[0.37, 0.33, 0.4, 0.4]",4,6.3,False,False
7,True,0,7,THROUGH,"[""T"", ""H"", ""R"", ""O"", ""U"", ""G"", ""H""]",[3],interrupted,2,"[""7"", ""2"", ""5"", ""2"", ""1"", ""7"", ""1"", ""2""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[3, 6]","[0.29, 0.31, 0.29, 0.33, 0.32, 0.29, 0.35, 0.34]",8,12.12,False,False
8,True,0,8,BECAUSE,"[""B"", ""E"", ""C"", ""A"", ""U"", ""S"", ""E""]",[],sequential,1,"[""7"", ""7"", ""4"", ""4"", ""8"", ""1"", ""9""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[1, 3]","[0.25, 0.28, 0.27, 0.28, 0.28, 0.26, 0.26]",7,10.28,False,False
1,False,1,1,CHILDREN,"[""C"", ""H"", ""I"", ""L"", ""D"", ""R"", ""E"", ""N""]",[5],interrupted,1,"[""9"", ""6"", ""6"", ""7"", ""5"", ""0"", ""0""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[2, 6]","[0.25, 0.26, 0.25, 0.25, 0.25, 0.25, 0.25]",7,10.16,False,False
2,False,1,2,BECAUSE,"[""B"", ""E"", ""C"", ""A"", ""U"", ""S"", ""E""]",[5],interrupted,2,"[""9"", ""9"", ""1"", ""9"", ""8"", ""6"", ""4"", ""6""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[3, 7]","[0.36, 0.4, 0.4, 0.34, 0.37, 0.34, 0.36, 0.34]",8,12.51,False,False
3,False,1,3,PEOPLE,"[""P"", ""E"", ""O"", ""P"", ""L"", ""E""]",[],sequential,1,"[""7"", ""2"", ""2"", ""7"", ""7"", ""6"", ""1"", ""3""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[2, 4]","[0.36, 0.31, 0.34, 0.37, 0.34, 0.36, 0.28, 0.34]",8,12.3,False,False
4,False,1,4,FAMILY,"[""F"", ""A"", ""M"", ""I"", ""L"", ""Y""]",[],sequential,1,"[""0"", ""9"", ""9"", ""2"", ""0"", ""0"", ""3"", ""7""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[2, 5]","[0.38, 0.4, 0.36, 0.34, 0.4, 0.4, 0.37, 0.35]",8,12.6,False,False
5,False,1,5,COMPANIES,"[""C"", ""O"", ""M"", ""P"", ""A"", ""N"", ""I"", ""E"", ""S""]",[],sequential,1,"[""2"", ""7"", ""3"", ""3"", ""0"", ""0"", ""8""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[3, 5]","[0.4, 0.37, 0.4, 0.4, 0.38, 0.4, 0.4]",7,11.15,False,False
6,False,1,6,THOUGHT,"[""T"", ""H"", ""O"", ""U"", ""G"", ""H"", ""T""]",[3],interrupted,1,"[""2"", ""2"", ""0"", ""0"", ""2"", ""0""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[1, 3]","[0.26, 0.25, 0.25, 0.25, 0.25, 0.25]",6,8.71,False,False
7,False,1,7,HOWEVER,"[""H"", ""O"", ""W"", ""E"", ""V"", ""E"", ""R""]",[],sequential,2,"[""5"", ""1"", ""7"", ""1"", ""6"", ""0"", ""6""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[3, 6]","[0.32, 0.35, 0.34, 0.35, 0.37, 0.34, 0.35]",7,10.82,False,False
