trial,practice,block,trial_in_block,word,letters,interrupt_pos,interruption_condition,n_back,stim_list,stim_durations,match_positions,isi_times,num_stims,nback_total_duration,short_break,long_break
3,False,1,3,FAMILY,"[""F"", ""A"", ""M"", ""I"", ""L"", ""Y""]",[],sequential,1,"[""2"", ""9"", ""9"", ""7"", ""3"", ""0"", ""5"", ""0"", ""0""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[2, 8]","[0.25, 0.29, 0.31, 0.3, 0.3, 0.29, 0.26, 0.27, 0.29]",9,13.36,False,False
4,False,1,4,AMERICAN,"[""A"", ""M"", ""E"", ""R"", ""I"", ""C"", ""A"", ""N""]",[],sequential,1,"[""7"", ""5"", ""5"", ""0"", ""6""]","[1.2, 1.2, 1.2, 1.2, 1.2]",[2],"[0.38, 0.4, 0.38, 0.4, 0.4]",5,7.96,False,False
5,False,1,5,EVERYONE,"[""E"", ""V"", ""E"", ""R"", ""Y"", ""O"", ""N"", ""E""]",[],sequential,1,"[""6"", ""9"", ""6"", ""6"", ""4""]","[1.2, 1.2, 1.2, 1.2, 1.2]",[3],"[0.34, 0.31, 0.33, 0.3, 0.35]",5,7.63,False,False
6,False,1,6,WITHOUT,"[""W"", ""I"", ""T"", ""H"", ""O"", ""U"", ""T""]",[],sequential,2,"[""3"", ""6"", ""9"", ""8"", ""9""]","[1.2, 1.2, 1.2, 1.2, 1.2]",[4],"[0.4, 0.37, 0.35, 0.4, 0.36]",5,7.88,False,False
7,False,1,7,COMPANY,"[""C"", ""O"", ""M"", ""P"", ""A"", ""N"", ""Y""]",[4],interrupted,1,"[""4"", ""4"", ""7"", ""7"", ""8"", ""7"", ""1""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[1, 3]","[0.4, 0.4, 0.39, 0.4, 0.4, 0.4, 0.4]",7,11.19,False,False
8,False,1,8,PROBABLY,"[""P"", ""R"", ""O"", ""B"", ""A"", ""B"", ""L"", ""Y""]",[],sequential,2,"[""2"", ""9"", ""2"", ""0"", ""4"", ""5"", ""4""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[2, 6]","[0.31, 0.34, 0.34, 0.35, 0.33, 0.31, 0.31]",7,10.69,True,False
9,False,2,1,SHOULD,"[""S"", ""H"", ""O"", ""U"", ""L"", ""D""]",[3],interrupted,2,"[""6"", ""6"", ""6"", ""8"", ""3"", ""3"", ""6"", ""3""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[2, 7]","[0.4, 0.37, 0.35, 0.37, 0.4, 0.37, 0.35, 0.37]",8,12.58,False,False
10,False,2,2,AROUND,"[""A"", ""R"", ""O"", ""U"", ""N"", ""D""]",[],sequential,2,"[""2"", ""6"", ""2"", ""0"", ""1""]","[1.2, 1.2, 1.2, 1.2, 1.2]",[2],"[0.25, 0.27, 0.27, 0.27, 0.32]",5,7.38,False,False
11,False,2,3,COMPANIES,"[""C"", ""O"", ""M"", ""P"", ""A"", ""N"", ""I"", ""E"", ""S""]",[],sequential,1,"[""5"", ""2"", ""4"", ""8"", ""3"", ""3"", ""9"", ""9"", ""8""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[5, 7]","[0.26, 0.27, 0.25, 0.26, 0.25, 0.25, 0.28, 0.27, 0.25]",9,13.14,False,False
12,False,2,4,THINGS,"[""T"", ""H"", ""I"", ""N"", ""G"", ""S""]",[],sequential,2,"[""6"", ""5"", ""6"", ""9"", ""6"", ""3"", ""7"", ""5""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[2, 4]","[0.35, 0.37, 0.32, 0.38, 0.39, 0.38, 0.34, 0.32]",8,12.45,False,False
13,False,2,5,IMPORTANT,"[""I"", ""M"", ""P"", ""O"", ""R"", ""T"", ""A"", ""N"", ""T""]",[6],interrupted,1,"[""7"", ""6"", ""6"", ""7"", ""1"", ""1""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[2, 5]","[0.26, 0.27, 0.26, 0.26, 0.29, 0.25]",6,8.79,False,False
14,False,2,6,AVAILABLE,"[""A"", ""V"", ""A"", ""I"", ""L"", ""A"", ""B"", ""L"", ""E""]",[],sequential,1,"[""2"", ""2"", ""7"", ""9""]","[1.2, 1.2, 1.2, 1.2]",[1],"[0.31, 0.29, 0.28, 0.35]",4,6.03,False,False
15,False,2,7,ALREADY,"[""A"", ""L"", ""R"", ""E"", ""A"", ""D"", ""Y""]",[6],interrupted,2,"[""5"", ""2"", ""6"", ""9"", ""7"", ""9"", ""6"", ""9""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[5, 7]","[0.26, 0.28, 0.27, 0.3, 0.29, 0.26, 0.27, 0.28]",8,11.81,False,False
16,False,2,8,RESEARCH,"[""R"", ""E"", ""S"", ""E"", ""A"", ""R"", ""C"", ""H""]",[],sequential,1,"[""7"", ""0"", ""5"", ""2"", ""0"", ""0"", ""5"", ""2"", ""2""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[5, 8]","[0.29, 0.26, 0.32, 0.31, 0.31, 0.32, 0.28, 0.3, 0.29]",9,13.48,True,False
17,False,3,1,INCLUDING,"[""I"", ""N"", ""C"", ""L"", ""U"", ""D"", ""I"", ""N"", ""G""]",[8],interrupted,1,"[""1"", ""1"", ""3"", ""3"", ""9"", ""1"", ""0"", ""1""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[1, 3]","[0.3, 0.35, 0.29, 0.33, 0.31, 0.34, 0.32, 0.34]",8,12.18,False,False
18,False,3,2,ANYTHING,"[""A"", ""N"", ""Y"", ""T"", ""H"", ""I"", ""N"", ""G""]",[3],interrupted,2,"[""3"", ""1"", ""7"", ""9"", ""7"", ""3"", ""7""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[4, 6]","[0.4, 0.4, 0.35, 0.37, 0.34, 0.36, 0.36]",7,10.98,False,False
19,False,3,3,SOMEONE,"[""S"", ""O"", ""M"", ""E"", ""O"", ""N"", ""E""]",[6],interrupted,2,"[""6"", ""5"", ""3"", ""5"", ""1"", ""5"", ""0""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[3, 5]","[0.4, 0.32, 0.37, 0.34, 0.34, 0.34, 0.39]",7,10.9,False,False
20,False,3,4,PRESIDENT,"[""P"", ""R"", ""E"", ""S"", ""I"", ""D"", ""E"", ""N"", ""T""]",[],sequential,2,"[""3"", ""8"", ""4"", ""8"", ""5"", ""0"", ""7"", ""0""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[3, 7]","[0.35, 0.34, 0.33, 0.38, 0.32, 0.32, 0.36, 0.36]",8,12.36,False,True
21,False,3,5,ANOTHER,"[""A"", ""N"", ""O"", ""T"", ""H"", ""E"", ""R""]",[],sequential,2,"[""3"", ""6"", ""5"", ""6"", ""8""]","[1.2, 1.2, 1.2, 1.2, 1.2]",[3],"[0.25, 0.29, 0.25, 0.26, 0.28]",5,7.33,False,False
22,False,3,6,REMEMBER,"[""R"", ""E"", ""M"", ""E"", ""M"", ""B"", ""E"", ""R""]",[4],interrupted,1,"[""2"", ""4"", ""4"", ""5"", ""3"", ""3"", ""1""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[2, 5]","[0.34, 0.31, 0.3, 0.29, 0.33, 0.36, 0.32]",7,10.65,False,False
23,False,3,7,EDUCATION,"[""E"", ""D"", ""U"", ""C"", ""A"", ""T"", ""I"", ""O"", ""N""]",[7],interrupted,1,"[""7"", ""2"", ""2"", ""3"", ""1"", ""2"", ""2""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[2, 6]","[0.26, 0.27, 0.28, 0.3, 0.28, 0.27, 0.26]",7,10.32,False,False
24,False,3,8,CHILDREN,"[""C"", ""H"", ""I"", ""L"", ""D"", ""R"", ""E"", ""N""]",[],sequential,1,"[""3"", ""9"", ""9"", ""3"", ""7"", ""7"", ""1""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[2, 5]","[0.31, 0.36, 0.36, 0.34, 0.33, 0.32, 0.36]",7,10.78,True,False
25,False,4,1,QUESTION,"[""Q"", ""U"", ""E"", ""S"", ""T"", ""I"", ""O"", ""N""]",[2],interrupted,2,"[""9"", ""6"", ""9"", ""0"", ""1"", ""2"", ""5"", ""2""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[2, 7]","[0.33, 0.3, 0.36, 0.37, 0.31, 0.3, 0.28, 0.34]",8,12.19,False,False
26,False,4,2,DURING,"[""D"", ""U"", ""R"", ""I"", ""N"", ""G""]",[5],interrupted,2,"[""5"", ""8"", ""0"", ""8""]","[1.2, 1.2, 1.2, 1.2]",[3],"[0.34, 0.33, 0.35, 0.31]",4,6.13,False,False
27,False,4,3,BEFORE,"[""B"", ""E"", ""F"", ""O"", ""R"", ""E""]",[4],interrupted,1,"[""2"", ""2"", ""4"", ""5"", ""0"", ""7"", ""7""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[1, 6]","[0.27, 0.26, 0.28, 0.27, 0.27, 0.27, 0.25]",7,10.27,False,False
28,False,4,4,NATIONAL,"[""N"", ""A"", ""T"", ""I"", ""O"", ""N"", ""A"", ""L""]",[],sequential,2,"[""3"", ""7"", ""9"", ""7"", ""7"", ""1"", ""7"", ""4""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[3, 6]","[0.3, 0.26, 0.26, 0.29, 0.27, 0.26, 0.26, 0.3]",8,11.8,False,False
29,False,4,5,SOMETIMES,"[""S"", ""O"", ""M"", ""E"", ""T"", ""I"", ""M"", ""E"", ""S""]",[],sequential,2,"[""3"", ""0"", ""3"", ""6"", ""3"", ""2"", ""9""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[2, 4]","[0.28, 0.31, 0.26, 0.29, 0.27, 0.27, 0.27]",7,10.35,False,False
30,False,4,6,AGAINST,"[""A"", ""G"", ""A"", ""I"", ""N"", ""S"", ""T""]",[6],interrupted,1,"[""3"", ""0"", ""0"", ""5"", ""3"", ""0"", ""0""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[2, 6]","[0.38, 0.38, 0.4, 0.4, 0.4, 0.4, 0.4]",7,11.16,False,False
31,False,4,7,SOMETHING,"[""S"", ""O"", ""M"", ""E"", ""T"", ""H"", ""I"", ""N"", ""G""]",[5],interrupted,1,"[""8"", ""8"", ""1"", ""5"", ""3"", ""8"", ""7"", ""7"", ""8""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[1, 7]","[0.29, 0.27, 0.26, 0.37, 0.3, 0.27, 0.3, 0.29, 0.28]",9,13.43,False,False
32,False,4,8,THROUGH,"[""T"", ""H"", ""R"", ""O"", ""U"", ""G"", ""H""]",[4],interrupted,1,"[""5"", ""5"", ""2"", ""4"", ""2"", ""9"", ""9"", ""2"", ""7""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[1, 6]","[0.36, 0.36, 0.33, 0.4, 0.37, 0.33, 0.32, 0.31, 0.4]",9,13.98,True,False
33,False,5,1,PEOPLE,"[""P"", ""E"", ""O"", ""P"", ""L"", ""E""]",[],sequential,1,"[""0"", ""9"", ""0"", ""7"", ""7"", ""9"", ""9""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[4, 6]","[0.35, 0.37, 0.4, 0.38, 0.35, 0.38, 0.39]",7,11.02,False,False
34,False,5,2,HOWEVER,"[""H"", ""O"", ""W"", ""E"", ""V"", ""E"", ""R""]",[3],interrupted,1,"[""7"", ""5"", ""6"", ""8"", ""8"", ""3"", ""3"", ""9""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[4, 6]","[0.32, 0.32, 0.3, 0.29, 0.32, 0.34, 0.32, 0.31]",8,12.12,False,False
35,False,5,3,TOGETHER,"[""T"", ""O"", ""G"", ""E"", ""T"", ""H"", ""E"", ""R""]",[],sequential,2,"[""7"", ""0"", ""7"", ""2"", ""4""]","[1.2, 1.2, 1.2, 1.2, 1.2]",[2],"[0.36, 0.3, 0.32, 0.29, 0.35]",5,7.62,False,False
36,False,5,4,SECOND,"[""S"", ""E"", ""C"", ""O"", ""N"", ""D""]",[3],interrupted,2,"[""4"", ""7"", ""9"", ""4"", ""6"", ""4""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2]",[5],"[0.28, 0.27, 0.29, 0.28, 0.28, 0.28]",6,8.88,False,False
37,False,5,5,POLITICAL,"[""P"", ""O"", ""L"", ""I"", ""T"", ""I"", ""C"", ""A"", ""L""]",[6],interrupted,1,"[""7"", ""3"", ""3"", ""7""]","[1.2, 1.2, 1.2, 1.2]",[2],"[0.34, 0.37, 0.36, 0.4]",4,6.27,False,False
38,False,5,6,THOUGHT,"[""T"", ""H"", ""O"", ""U"", ""G"", ""H"", ""T""]",[],sequential,2,"[""9"", ""5"", ""9"", ""4"", ""8"", ""8"", ""9"", ""8"", ""0""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[2, 7]","[0.33, 0.34, 0.33, 0.36, 0.38, 0.38, 0.38, 0.33, 0.36]",9,13.99,False,False
39,False,5,7,BEAUTIFUL,"[""B"", ""E"", ""A"", ""U"", ""T"", ""I"", ""F"", ""U"", ""L""]",[],sequential,2,"[""5"", ""7"", ""6"", ""7"", ""5"", ""7"", ""2"", ""0""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[3, 5]","[0.39, 0.36, 0.35, 0.4, 0.4, 0.34, 0.4, 0.36]",8,12.6,False,False
40,False,5,8,PLEASE,"[""P"", ""L"", ""E"", ""A"", ""S"", ""E""]",[3],interrupted,2,"[""8"", ""8"", ""8"", ""7"", ""9"", ""2"", ""9""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[2, 6]","[0.29, 0.27, 0.29, 0.34, 0.34, 0.32, 0.31]",7,10.56,False,False
