trial,practice,block,trial_in_block,word,letters,interrupt_pos,interruption_condition,n_back,stim_list,stim_durations,match_positions,isi_times,num_stims,nback_total_duration,short_break,long_break
1,True,0,1,BECAUSE,"[""B"", ""E"", ""C"", ""A"", ""U"", ""S"", ""E""]",[],sequential,1,"[""2"", ""9"", ""9"", ""5"", ""7"", ""9"", ""9"", ""8""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[2, 6]","[0.26, 0.27, 0.26, 0.33, 0.27, 0.28, 0.29, 0.26]",8,11.82,False,False
2,True,0,2,THROUGH,"[""T"", ""H"", ""R"", ""O"", ""U"", ""G"", ""H""]",[6],interrupted,2,"[""3"", ""4"", ""7"", ""4"", ""4"", ""4"", ""0""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[3, 5]","[0.27, 0.29, 0.27, 0.25, 0.25, 0.26, 0.26]",7,10.25,False,False
3,True,0,3,SHOULD,"[""S"", ""H"", ""O"", ""U"", ""L"", ""D""]",[5],interrupted,2,"[""7"", ""0"", ""4"", ""0"", ""3""]","[1.2, 1.2, 1.2, 1.2, 1.2]",[3],"[0.31, 0.33, 0.38, 0.34, 0.29]",5,7.65,False,False
4,True,0,4,SOMETHING,"[""S"", ""O"", ""M"", ""E"", ""T"", ""H"", ""I"", ""N"", ""G""]",[],sequential,1,"[""7"", ""0"", ""0"", ""6"", ""6"", ""5"", ""1"", ""6"", ""2""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[2, 4]","[0.37, 0.33, 0.32, 0.36, 0.33, 0.4, 0.33, 0.32, 0.36]",9,13.92,False,False
5,True,0,5,ANYTHING,"[""A"", ""N"", ""Y"", ""T"", ""H"", ""I"", ""N"", ""G""]",[7],interrupted,1,"[""8"", ""8"", ""6"", ""6"", ""9"", ""2"", ""7"", ""9"", ""2""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[1, 3]","[0.32, 0.32, 0.28, 0.29, 0.29, 0.29, 0.26, 0.29, 0.29]",9,13.43,False,False
6,True,0,6,INCLUDING,"[""I"", ""N"", ""C"", ""L"", ""U"", ""D"", ""I"", ""N"", ""G""]",[],sequential,1,"[""2"", ""0"", ""0"", ""8"", ""8"", ""3"", ""1"", ""5""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[2, 4]","[0.26, 0.29, 0.26, 0.27, 0.25, 0.25, 0.27, 0.25]",8,11.7,False,False
7,True,0,7,NATIONAL,"[""N"", ""A"", ""T"", ""I"", ""O"", ""N"", ""A"", ""L""]",[],sequential,2,"[""2"", ""3"", ""3"", ""3"", ""7"", ""7"", ""7""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[3, 6]","[0.4, 0.31, 0.36, 0.3, 0.3, 0.28, 0.32]",7,10.67,False,False
8,True,0,8,PEOPLE,"[""P"", ""E"", ""O"", ""P"", ""L"", ""E""]",[2],interrupted,2,"[""9"", ""5"", ""5"", ""5"", ""4""]","[1.2, 1.2, 1.2, 1.2, 1.2]",[3],"[0.35, 0.38, 0.38, 0.4, 0.4]",5,7.91,False,False
1,False,1,1,RESEARCH,"[""R"", ""E"", ""S"", ""E"", ""A"", ""R"", ""C"", ""H""]",[3],interrupted,2,"[""7"", ""0"", ""4"", ""0"", ""2""]","[1.2, 1.2, 1.2, 1.2, 1.2]",[3],"[0.34, 0.3, 0.29, 0.3, 0.27]",5,7.5,False,False
2,False,1,2,CHILDREN,"[""C"", ""H"", ""I"", ""L"", ""D"", ""R"", ""E"", ""N""]",[],sequential,2,"[""7"", ""3"", ""0"", ""3"", ""2"", ""3"", ""3""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[3, 5]","[0.4, 0.36, 0.37, 0.35, 0.4, 0.4, 0.36]",7,11.04,False,False
3,False,1,3,PEOPLE,"[""P"", ""E"", ""O"", ""P"", ""L"", ""E""]",[2],interrupted,2,"[""2"", ""7"", ""9"", ""7"", ""1"", ""9"", ""5"", ""9""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[3, 7]","[0.38, 0.31, 0.31, 0.35, 0.34, 0.31, 0.35, 0.36]",8,12.31,False,False
4,False,1,4,THOUGHT,"[""T"", ""H"", ""O"", ""U"", ""G"", ""H"", ""T""]",[],sequential,1,"[""2"", ""5"", ""5"", ""7"", ""3""]","[1.2, 1.2, 1.2, 1.2, 1.2]",[2],"[0.29, 0.29, 0.29, 0.25, 0.27]",5,7.39,False,False
