GLOBAL_TRIAL_NUM,COND_trial,COND_practice,COND_block,COND_trial_in_block,COND_word,COND_letters,COND_interrupt_pos,COND_interruption_condition,COND_nback_level,COND_stim_list,COND_stim_durations,COND_match_positions,COND_isi_times,COND_num_stims,COND_nback_total_duration,COND_short_break,COND_long_break,OUT_experiment_phase,OUT_block_number,OUT_target_word,OUT_target_word_length,OUT_interruption_condition,OUT_interrupt_positions,OUT_resumption_lag,OUT_entered_text,OUT_typing_correct,OUT_time_on_primary_task,OUT_nback_hits,OUT_nback_misses,OUT_nback_false_alarms,OUT_nback_correct_rejections,OUT_nback_accuracy,OUT_time_estimate_seconds,OUT_actual_trial_duration,OUT_actual_trial_duration_sec,OUT_time_estimation_ratio,OUT_gender,OUT_age,OUT_normalized_absolute_error,OUT_estimation_direction,OUT_time_per_letter,OUT_typing_distance
1,1,True,0,1,PEOPLE,"[""P"", ""E"", ""O"", ""P"", ""L"", ""E""]",[],sequential,1,"[""0"", ""0"", ""5"", ""4"", ""5""]","[1.2, 1.2, 1.2, 1.2, 1.2]",[1],"[0.35, 0.32, 0.33, 0.39, 0.34]",5,7.73,False,False,practice,1,PEOPLE,6,sequential,[],,PEOPLE,True,6.198164800000086,1.0,0.0,0.0,4.0,1.0,20,15.54266710000229,16.0,1.25,,,0.25,1,1.033027466666681,0
2,2,True,0,2,NATIONAL,"[""N"", ""A"", ""T"", ""I"", ""O"", ""N"", ""A"", ""L""]",[],sequential,2,"[""0"", ""2"", ""9"", ""0"", ""9"", ""5"", ""9"", ""8""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[4, 6]","[0.25, 0.25, 0.25, 0.26, 0.27, 0.28, 0.25, 0.25]",8,11.66,False,False,practice,1,NATIONAL,8,sequential,[],,NATIONAL,True,7.44814210000186,2.0,0.0,0.0,6.0,1.0,19,20.827676799999608,21.0,0.9047619047619048,,,0.09523809523809523,-1,0.9310177625002325,0
3,3,True,0,3,INCLUDING,"[""I"", ""N"", ""C"", ""L"", ""U"", ""D"", ""I"", ""N"", ""G""]",[],sequential,2,"[""9"", ""2"", ""4"", ""4"", ""4""]","[1.2, 1.2, 1.2, 1.2, 1.2]",[4],"[0.36, 0.36, 0.37, 0.32, 0.32]",5,7.73,False,False,practice,1,INCLUDING,9,sequential,[],,INCLUDING,True,7.850395000001299,1.0,0.0,0.0,4.0,1.0,18,17.211325899999792,17.0,1.0588235294117647,,,0.058823529411764705,1,0.8722661111112555,0
4,4,True,0,4,BECAUSE,"[""B"", ""E"", ""C"", ""A"", ""U"", ""S"", ""E""]",[],sequential,2,"[""3"", ""6"", ""3"", ""0"", ""0"", ""0"", ""5"", ""3""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[2, 5]","[0.35, 0.33, 0.39, 0.4, 0.4, 0.39, 0.39, 0.39]",8,12.64,False,False,practice,1,BECAUSE,7,sequential,[],,BECAUSE,True,6.1357210999995,2.0,0.0,0.0,6.0,1.0,20,20.48954749999757,20.0,1.0,,,0.0,0,0.8765315857142143,0
5,5,True,0,5,SHOULD,"[""S"", ""H"", ""O"", ""U"", ""L"", ""D""]",[3],interrupted,2,"[""6"", ""1"", ""6"", ""4"", ""6"", ""1"", ""4"", ""3""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[2, 4]","[0.37, 0.32, 0.4, 0.33, 0.36, 0.4, 0.3, 0.37]",8,12.45,False,False,practice,1,SHOULD,6,interrupted,[3],1.9918734000020777,SHOOUL,False,8.44778690000021,2.0,0.0,0.0,6.0,1.0,21,22.6173211000023,23.0,0.9130434782608695,,,0.08695652173913043,-1,1.4079644833333684,2
6,6,True,0,6,SOMETHING,"[""S"", ""O"", ""M"", ""E"", ""T"", ""H"", ""I"", ""N"", ""G""]",[5],interrupted,1,"[""2"", ""0"", ""0"", ""9"", ""1"", ""1"", ""9""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[2, 5]","[0.25, 0.26, 0.26, 0.26, 0.25, 0.26, 0.26]",7,10.2,False,False,practice,1,SOMETHING,9,interrupted,[5],1.456448899996758,SOMETHING,True,8.696863199998916,2.0,0.0,0.0,5.0,1.0,17,20.59132909999971,21.0,0.8095238095238095,,,0.19047619047619047,-1,0.9663181333332128,0
7,7,True,0,7,ANYTHING,"[""A"", ""N"", ""Y"", ""T"", ""H"", ""I"", ""N"", ""G""]",[7],interrupted,1,"[""9"", ""3"", ""7"", ""7"", ""0"", ""0""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[3, 5]","[0.29, 0.27, 0.28, 0.26, 0.27, 0.26]",6,8.83,False,False,practice,1,ANYTHING,8,interrupted,[7],0.9382834999996704,ANYTHING,True,7.844744600002741,2.0,0.0,0.0,4.0,1.0,19,18.332352000001265,18.0,1.0555555555555556,,,0.05555555555555555,1,0.9805930750003427,0
8,8,True,0,8,THROUGH,"[""T"", ""H"", ""R"", ""O"", ""U"", ""G"", ""H""]",[4],interrupted,1,"[""9"", ""4"", ""3"", ""3"", ""0""]","[1.2, 1.2, 1.2, 1.2, 1.2]",[3],"[0.34, 0.33, 0.33, 0.29, 0.3]",5,7.59,False,False,practice,1,THROUGH,7,interrupted,[4],1.6991732999995293,THROUGH,True,8.718366700002662,1.0,0.0,0.0,4.0,1.0,20,17.929081499998574,18.0,1.1111111111111112,,,0.1111111111111111,1,1.2454809571432375,0
9,1,False,1,1,INCLUDING,"[""I"", ""N"", ""C"", ""L"", ""U"", ""D"", ""I"", ""N"", ""G""]",[3],interrupted,1,"[""6"", ""9"", ""7"", ""7"", ""8"", ""8"", ""3"", ""2""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[3, 5]","[0.32, 0.3, 0.34, 0.34, 0.29, 0.27, 0.37, 0.32]",8,12.15,False,False,main,1,INCLUDING,9,interrupted,[3],0.9498334999989312,INCLUDING,True,8.56786529999954,2.0,0.0,0.0,6.0,1.0,20,22.446561799999472,22.0,0.9090909090909091,,,0.09090909090909091,-1,0.9519850333332821,0
10,2,False,1,2,REMEMBER,"[""R"", ""E"", ""M"", ""E"", ""M"", ""B"", ""E"", ""R""]",[],sequential,1,"[""6"", ""6"", ""3"", ""2"", ""9""]","[1.2, 1.2, 1.2, 1.2, 1.2]",[1],"[0.27, 0.28, 0.29, 0.28, 0.31]",5,7.43,False,False,main,1,REMEMBER,8,sequential,[],,REMEMBER,True,6.345555600000807,1.0,0.0,0.0,4.0,1.0,18,15.435653299999103,15.0,1.2,,,0.2,1,0.7931944500001009,0
