trial,practice,block,trial_in_block,word,letters,interrupt_pos,interruption_condition,n_back,stim_list,stim_durations,match_positions,isi_times,num_stims,nback_total_duration,short_break,long_break
1,True,0,1,THROUGH,"[""T"", ""H"", ""R"", ""O"", ""U"", ""G"", ""H""]",[],sequential,1,"[""7"", ""9"", ""7"", ""7"", ""4"", ""0"", ""0""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[3, 6]","[0.27, 0.28, 0.27, 0.28, 0.29, 0.29, 0.27]",7,10.35,False,False
2,True,0,2,PEOPLE,"[""P"", ""E"", ""O"", ""P"", ""L"", ""E""]",[4],interrupted,2,"[""3"", ""3"", ""1"", ""5"", ""1"", ""8"", ""7"", ""8""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[4, 7]","[0.34, 0.38, 0.34, 0.35, 0.35, 0.37, 0.39, 0.37]",8,12.49,False,False
3,True,0,3,SHOULD,"[""S"", ""H"", ""O"", ""U"", ""L"", ""D""]",[2],interrupted,2,"[""6"", ""5"", ""1"", ""8"", ""1"", ""3""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2]",[4],"[0.28, 0.26, 0.28, 0.28, 0.27, 0.25]",6,8.82,False,False
4,True,0,4,INCLUDING,"[""I"", ""N"", ""C"", ""L"", ""U"", ""D"", ""I"", ""N"", ""G""]",[],sequential,2,"[""6"", ""8"", ""6"", ""3"", ""4"", ""5"", ""4""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[2, 6]","[0.3, 0.27, 0.3, 0.26, 0.26, 0.3, 0.26]",7,10.35,False,False
5,True,0,5,BECAUSE,"[""B"", ""E"", ""C"", ""A"", ""U"", ""S"", ""E""]",[4],interrupted,2,"[""9"", ""9"", ""8"", ""7"", ""2"", ""7"", ""3"", ""7"", ""5""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[5, 7]","[0.27, 0.34, 0.29, 0.27, 0.3, 0.3, 0.31, 0.32, 0.32]",9,13.52,False,False
6,True,0,6,ANYTHING,"[""A"", ""N"", ""Y"", ""T"", ""H"", ""I"", ""N"", ""G""]",[],sequential,1,"[""2"", ""7"", ""7"", ""9"", ""8"", ""8"", ""4""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[2, 5]","[0.31, 0.33, 0.3, 0.36, 0.36, 0.34, 0.29]",7,10.69,False,False
7,True,0,7,SOMETHING,"[""S"", ""O"", ""M"", ""E"", ""T"", ""H"", ""I"", ""N"", ""G""]",[],sequential,1,"[""6"", ""4"", ""4"", ""2"", ""4"", ""1"", ""1""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[2, 6]","[0.38, 0.36, 0.36, 0.33, 0.34, 0.34, 0.31]",7,10.82,False,False
8,True,0,8,NATIONAL,"[""N"", ""A"", ""T"", ""I"", ""O"", ""N"", ""A"", ""L""]",[4],interrupted,1,"[""2"", ""3"", ""3"", ""8"", ""5"", ""4"", ""4""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[2, 6]","[0.4, 0.4, 0.4, 0.4, 0.38, 0.4, 0.4]",7,11.18,False,False
1,False,1,1,ALWAYS,"[""A"", ""L"", ""W"", ""A"", ""Y"", ""S""]",[],sequential,2,"[""0"", ""0"", ""0"", ""6"", ""6"", ""6"", ""0"", ""8""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[2, 5]","[0.26, 0.25, 0.25, 0.25, 0.27, 0.25, 0.26, 0.25]",8,11.64,False,False
2,False,1,2,QUESTION,"[""Q"", ""U"", ""E"", ""S"", ""T"", ""I"", ""O"", ""N""]",[7],interrupted,1,"[""6"", ""0"", ""0"", ""7"", ""7"", ""0""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[2, 4]","[0.32, 0.35, 0.34, 0.37, 0.35, 0.38]",6,9.31,False,False
3,False,1,3,ANYTHING,"[""A"", ""N"", ""Y"", ""T"", ""H"", ""I"", ""N"", ""G""]",[2],interrupted,2,"[""2"", ""3"", ""1"", ""3"", ""4"", ""3"", ""6""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[3, 5]","[0.4, 0.39, 0.39, 0.34, 0.4, 0.4, 0.39]",7,11.11,False,False
4,False,1,4,INCLUDING,"[""I"", ""N"", ""C"", ""L"", ""U"", ""D"", ""I"", ""N"", ""G""]",[],sequential,2,"[""7"", ""8"", ""4"", ""5"", ""6"", ""0"", ""6"", ""3"", ""6""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[6, 8]","[0.31, 0.32, 0.29, 0.31, 0.31, 0.32, 0.31, 0.29, 0.29]",9,13.55,False,False
5,False,1,5,RESEARCH,"[""R"", ""E"", ""S"", ""E"", ""A"", ""R"", ""C"", ""H""]",[],sequential,2,"[""4"", ""9"", ""4"", ""7"", ""7"", ""4"", ""7""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[2, 6]","[0.33, 0.29, 0.38, 0.32, 0.34, 0.31, 0.32]",7,10.69,False,False
6,False,1,6,COMPANY,"[""C"", ""O"", ""M"", ""P"", ""A"", ""N"", ""Y""]",[],sequential,1,"[""1"", ""6"", ""1"", ""5"", ""5"", ""3"", ""4"", ""3"", ""3""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[4, 8]","[0.26, 0.25, 0.28, 0.26, 0.27, 0.28, 0.3, 0.26, 0.31]",9,13.27,False,False
7,False,1,7,WITHOUT,"[""W"", ""I"", ""T"", ""H"", ""O"", ""U"", ""T""]",[2],interrupted,1,"[""5"", ""5"", ""9"", ""6"", ""7"", ""7""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[1, 5]","[0.25, 0.26, 0.27, 0.28, 0.25, 0.28]",6,8.79,False,False
