trial,practice,block,trial_in_block,word,letters,interrupt_pos,interruption_condition,n_back,stim_list,stim_durations,match_positions,isi_times,num_stims,nback_total_duration,short_break,long_break
1,True,0,1,BECAUSE,"[""B"", ""E"", ""C"", ""A"", ""U"", ""S"", ""E""]",[],sequential,1,"[""3"", ""0"", ""0"", ""4"", ""9"", ""9""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[2, 5]","[0.25, 0.25, 0.26, 0.27, 0.26, 0.26]",6,8.75,False,False
2,True,0,2,ANYTHING,"[""A"", ""N"", ""Y"", ""T"", ""H"", ""I"", ""N"", ""G""]",[2],interrupted,1,"[""5"", ""5"", ""9"", ""9"", ""4"", ""6"", ""7""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[1, 3]","[0.33, 0.31, 0.37, 0.33, 0.36, 0.37, 0.34]",7,10.81,False,False
3,True,0,3,SHOULD,"[""S"", ""H"", ""O"", ""U"", ""L"", ""D""]",[2],interrupted,1,"[""2"", ""6"", ""6"", ""5"", ""3"", ""6"", ""6"", ""9""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[2, 6]","[0.29, 0.28, 0.3, 0.28, 0.25, 0.26, 0.28, 0.29]",8,11.83,False,False
4,True,0,4,NATIONAL,"[""N"", ""A"", ""T"", ""I"", ""O"", ""N"", ""A"", ""L""]",[],sequential,2,"[""1"", ""7"", ""1"", ""3"", ""5"", ""9"", ""5""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[2, 6]","[0.27, 0.27, 0.25, 0.26, 0.25, 0.25, 0.25]",7,10.2,False,False
5,True,0,5,PEOPLE,"[""P"", ""E"", ""O"", ""P"", ""L"", ""E""]",[3],interrupted,2,"[""8"", ""3"", ""8"", ""0"", ""6""]","[1.2, 1.2, 1.2, 1.2, 1.2]",[2],"[0.4, 0.35, 0.33, 0.29, 0.34]",5,7.71,False,False
6,True,0,6,SOMETHING,"[""S"", ""O"", ""M"", ""E"", ""T"", ""H"", ""I"", ""N"", ""G""]",[],sequential,2,"[""0"", ""7"", ""6"", ""2"", ""6"", ""4"", ""4"", ""3"", ""4""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[4, 8]","[0.26, 0.3, 0.27, 0.34, 0.29, 0.35, 0.31, 0.26, 0.32]",9,13.5,False,False
7,True,0,7,THROUGH,"[""T"", ""H"", ""R"", ""O"", ""U"", ""G"", ""H""]",[],sequential,2,"[""3"", ""5"", ""2"", ""1"", ""6"", ""1"", ""7"", ""1""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[5, 7]","[0.4, 0.34, 0.4, 0.4, 0.39, 0.38, 0.4, 0.4]",8,12.71,False,False
8,True,0,8,INCLUDING,"[""I"", ""N"", ""C"", ""L"", ""U"", ""D"", ""I"", ""N"", ""G""]",[5],interrupted,1,"[""7"", ""7"", ""8"", ""6"", ""0"", ""6"", ""6"", ""0""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[1, 6]","[0.31, 0.32, 0.29, 0.29, 0.27, 0.28, 0.3, 0.31]",8,11.97,False,False
1,False,1,1,SOMEONE,"[""S"", ""O"", ""M"", ""E"", ""O"", ""N"", ""E""]",[],sequential,1,"[""3"", ""4"", ""4"", ""2"", ""8"", ""1"", ""1""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[2, 6]","[0.37, 0.37, 0.31, 0.31, 0.33, 0.38, 0.35]",7,10.82,False,False
2,False,1,2,ANYTHING,"[""A"", ""N"", ""Y"", ""T"", ""H"", ""I"", ""N"", ""G""]",[],sequential,2,"[""5"", ""7"", ""6"", ""1"", ""6"", ""2""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2]",[4],"[0.27, 0.3, 0.31, 0.29, 0.3, 0.3]",6,8.97,False,False
