trial,practice,block,trial_in_block,word,letters,interrupt_pos,interruption_condition,n_back,stim_list,stim_durations,match_positions,isi_times,num_stims,nback_total_duration,short_break,long_break
1,True,0,1,SHOULD,"[""S"", ""H"", ""O"", ""U"", ""L"", ""D""]",[3],interrupted,2,"[""3"", ""6"", ""3"", ""3"", ""8"", ""3"", ""3"", ""6"", ""7""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[2, 5]","[0.34, 0.28, 0.34, 0.33, 0.4, 0.33, 0.32, 0.35, 0.35]",9,13.84,False,False
2,True,0,2,NATIONAL,"[""N"", ""A"", ""T"", ""I"", ""O"", ""N"", ""A"", ""L""]",[],sequential,1,"[""3"", ""3"", ""6"", ""4"", ""0"", ""0""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[1, 5]","[0.28, 0.25, 0.25, 0.27, 0.26, 0.28]",6,8.79,False,False
3,True,0,3,SOMETHING,"[""S"", ""O"", ""M"", ""E"", ""T"", ""H"", ""I"", ""N"", ""G""]",[],sequential,2,"[""0"", ""9"", ""6"", ""9"", ""3"", ""5""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2]",[3],"[0.28, 0.33, 0.35, 0.34, 0.31, 0.31]",6,9.12,False,False
4,True,0,4,INCLUDING,"[""I"", ""N"", ""C"", ""L"", ""U"", ""D"", ""I"", ""N"", ""G""]",[],sequential,1,"[""3"", ""3"", ""7"", ""7"", ""4"", ""1""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[1, 3]","[0.4, 0.4, 0.4, 0.4, 0.39, 0.4]",6,9.59,False,False
5,True,0,5,THROUGH,"[""T"", ""H"", ""R"", ""O"", ""U"", ""G"", ""H""]",[5],interrupted,2,"[""0"", ""2"", ""0"", ""1"", ""4"", ""4"", ""4""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[2, 6]","[0.32, 0.37, 0.34, 0.4, 0.36, 0.35, 0.39]",7,10.93,False,False
6,True,0,6,PEOPLE,"[""P"", ""E"", ""O"", ""P"", ""L"", ""E""]",[],sequential,1,"[""8"", ""9"", ""8"", ""8"", ""9"", ""4"", ""9"", ""9""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[3, 7]","[0.29, 0.37, 0.37, 0.35, 0.33, 0.29, 0.36, 0.4]",8,12.36,False,False
7,True,0,7,BECAUSE,"[""B"", ""E"", ""C"", ""A"", ""U"", ""S"", ""E""]",[4],interrupted,1,"[""4"", ""4"", ""9"", ""5"", ""0"", ""9"", ""9""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[1, 6]","[0.32, 0.3, 0.28, 0.32, 0.28, 0.31, 0.29]",7,10.5,False,False
8,True,0,8,ANYTHING,"[""A"", ""N"", ""Y"", ""T"", ""H"", ""I"", ""N"", ""G""]",[5],interrupted,2,"[""5"", ""8"", ""3"", ""0"", ""3"", ""3"", ""3""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[4, 6]","[0.25, 0.26, 0.25, 0.26, 0.25, 0.25, 0.25]",7,10.17,False,False
1,False,1,1,WITHOUT,"[""W"", ""I"", ""T"", ""H"", ""O"", ""U"", ""T""]",[2],interrupted,2,"[""5"", ""0"", ""5"", ""2"", ""3"", ""9"", ""1"", ""9""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[2, 7]","[0.36, 0.34, 0.37, 0.36, 0.36, 0.35, 0.34, 0.38]",8,12.46,False,False
2,False,1,2,THINGS,"[""T"", ""H"", ""I"", ""N"", ""G"", ""S""]",[2],interrupted,2,"[""8"", ""3"", ""8"", ""2"", ""8"", ""4"", ""2"", ""1""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[2, 4]","[0.33, 0.34, 0.31, 0.32, 0.3, 0.34, 0.34, 0.32]",8,12.2,False,False
3,False,1,3,AMERICAN,"[""A"", ""M"", ""E"", ""R"", ""I"", ""C"", ""A"", ""N""]",[],sequential,2,"[""0"", ""9"", ""6"", ""6"", ""6"", ""1"", ""5"", ""1""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[4, 7]","[0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.36, 0.4]",8,12.76,False,False
4,False,1,4,NATIONAL,"[""N"", ""A"", ""T"", ""I"", ""O"", ""N"", ""A"", ""L""]",[4],interrupted,1,"[""8"", ""9"", ""9"", ""2"", ""7"", ""7"", ""2"", ""0"", ""8""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[2, 5]","[0.34, 0.36, 0.4, 0.31, 0.33, 0.32, 0.37, 0.33, 0.33]",9,13.89,False,False
5,False,1,5,PROBABLY,"[""P"", ""R"", ""O"", ""B"", ""A"", ""B"", ""L"", ""Y""]",[],sequential,1,"[""6"", ""6"", ""9"", ""3"", ""3"", ""4"", ""9""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[1, 4]","[0.35, 0.33, 0.32, 0.29, 0.34, 0.37, 0.35]",7,10.75,False,False
6,False,1,6,BEAUTIFUL,"[""B"", ""E"", ""A"", ""U"", ""T"", ""I"", ""F"", ""U"", ""L""]",[4],interrupted,2,"[""0"", ""0"", ""0"", ""2"", ""7""]","[1.2, 1.2, 1.2, 1.2, 1.2]",[2],"[0.39, 0.29, 0.38, 0.35, 0.4]",5,7.81,False,False
7,False,1,7,HOWEVER,"[""H"", ""O"", ""W"", ""E"", ""V"", ""E"", ""R""]",[],sequential,2,"[""9"", ""6"", ""9"", ""2"", ""4"", ""2"", ""2""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[2, 5]","[0.26, 0.27, 0.28, 0.26, 0.28, 0.26, 0.29]",7,10.3,False,False
8,False,1,8,THOUGHT,"[""T"", ""H"", ""O"", ""U"", ""G"", ""H"", ""T""]",[3],interrupted,1,"[""2"", ""3"", ""3"", ""5""]","[1.2, 1.2, 1.2, 1.2]",[2],"[0.37, 0.4, 0.4, 0.4]",4,6.37,True,False
9,False,2,1,POLITICAL,"[""P"", ""O"", ""L"", ""I"", ""T"", ""I"", ""C"", ""A"", ""L""]",[],sequential,1,"[""3"", ""1"", ""8"", ""8"", ""2"", ""9"", ""9"", ""5""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[3, 6]","[0.36, 0.4, 0.4, 0.4, 0.4, 0.4, 0.39, 0.4]",8,12.75,False,False
10,False,2,2,ANOTHER,"[""A"", ""N"", ""O"", ""T"", ""H"", ""E"", ""R""]",[],sequential,1,"[""1"", ""1"", ""0"", ""3"", ""8"", ""8"", ""5"", ""4"", ""0""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[1, 5]","[0.36, 0.32, 0.37, 0.36, 0.31, 0.35, 0.34, 0.39, 0.32]",9,13.92,False,False
11,False,2,3,CHILDREN,"[""C"", ""H"", ""I"", ""L"", ""D"", ""R"", ""E"", ""N""]",[],sequential,1,"[""4"", ""8"", ""0"", ""0"", ""7"", ""8"", ""1"", ""1""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[3, 7]","[0.28, 0.29, 0.31, 0.27, 0.29, 0.27, 0.27, 0.31]",8,11.89,False,False
12,False,2,4,THROUGH,"[""T"", ""H"", ""R"", ""O"", ""U"", ""G"", ""H""]",[],sequential,1,"[""1"", ""4"", ""5"", ""5"", ""2"", ""2""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[3, 5]","[0.25, 0.25, 0.27, 0.27, 0.27, 0.25]",6,8.76,False,False
13,False,2,5,IMPORTANT,"[""I"", ""M"", ""P"", ""O"", ""R"", ""T"", ""A"", ""N"", ""T""]",[3],interrupted,2,"[""0"", ""5"", ""4"", ""9"", ""7"", ""9"", ""4"", ""9""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[5, 7]","[0.37, 0.34, 0.31, 0.32, 0.35, 0.33, 0.31, 0.31]",8,12.24,False,False
14,False,2,6,EDUCATION,"[""E"", ""D"", ""U"", ""C"", ""A"", ""T"", ""I"", ""O"", ""N""]",[2],interrupted,1,"[""8"", ""1"", ""0"", ""1"", ""4"", ""4"", ""6"", ""6""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[5, 7]","[0.28, 0.3, 0.31, 0.27, 0.28, 0.26, 0.25, 0.3]",8,11.85,False,False
15,False,2,7,ANYTHING,"[""A"", ""N"", ""Y"", ""T"", ""H"", ""I"", ""N"", ""G""]",[2],interrupted,1,"[""4"", ""4"", ""3"", ""2"", ""2"", ""4"", ""6""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[1, 4]","[0.29, 0.31, 0.28, 0.3, 0.31, 0.3, 0.33]",7,10.52,False,False
16,False,2,8,BEFORE,"[""B"", ""E"", ""F"", ""O"", ""R"", ""E""]",[],sequential,2,"[""4"", ""6"", ""7"", ""7"", ""3"", ""7""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2]",[5],"[0.3, 0.34, 0.31, 0.34, 0.31, 0.29]",6,9.09,True,False
17,False,3,1,QUESTION,"[""Q"", ""U"", ""E"", ""S"", ""T"", ""I"", ""O"", ""N""]",[4],interrupted,2,"[""4"", ""6"", ""5"", ""6"", ""6"", ""6"", ""3""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[3, 5]","[0.31, 0.33, 0.3, 0.29, 0.31, 0.33, 0.29]",7,10.56,False,False
18,False,3,2,PEOPLE,"[""P"", ""E"", ""O"", ""P"", ""L"", ""E""]",[],sequential,1,"[""4"", ""4"", ""8"", ""4"", ""5"", ""8"", ""8"", ""3""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[1, 6]","[0.33, 0.27, 0.32, 0.27, 0.31, 0.28, 0.32, 0.31]",8,12.01,False,False
19,False,3,3,PRESIDENT,"[""P"", ""R"", ""E"", ""S"", ""I"", ""D"", ""E"", ""N"", ""T""]",[],sequential,1,"[""4"", ""3"", ""3"", ""5"", ""2""]","[1.2, 1.2, 1.2, 1.2, 1.2]",[2],"[0.27, 0.29, 0.29, 0.26, 0.27]",5,7.38,False,False
20,False,3,4,DURING,"[""D"", ""U"", ""R"", ""I"", ""N"", ""G""]",[2],interrupted,1,"[""3"", ""0"", ""2"", ""7"", ""7"", ""2"", ""3"", ""3""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[4, 7]","[0.29, 0.32, 0.3, 0.27, 0.33, 0.35, 0.32, 0.31]",8,12.09,False,True
21,False,3,5,AVAILABLE,"[""A"", ""V"", ""A"", ""I"", ""L"", ""A"", ""B"", ""L"", ""E""]",[4],interrupted,2,"[""7"", ""1"", ""0"", ""1"", ""5""]","[1.2, 1.2, 1.2, 1.2, 1.2]",[3],"[0.35, 0.4, 0.4, 0.37, 0.36]",5,7.88,False,False
