trial,practice,block,trial_in_block,word,letters,interrupt_pos,interruption_condition,n_back,stim_list,stim_durations,match_positions,isi_times,num_stims,nback_total_duration,short_break,long_break
3,False,1,3,THOUGHT,"[""T"", ""H"", ""O"", ""U"", ""G"", ""H"", ""T""]",[],sequential,2,"[""0"", ""4"", ""8"", ""4"", ""2"", ""7"", ""3"", ""4"", ""3""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[3, 8]","[0.25, 0.28, 0.27, 0.25, 0.27, 0.27, 0.27, 0.27, 0.26]",9,13.19,False,False
4,False,1,4,NATIONAL,"[""N"", ""A"", ""T"", ""I"", ""O"", ""N"", ""A"", ""L""]",[6],interrupted,2,"[""2"", ""0"", ""6"", ""7"", ""1"", ""7"", ""2"", ""7""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[5, 7]","[0.26, 0.26, 0.26, 0.25, 0.25, 0.25, 0.29, 0.25]",8,11.67,False,False
5,False,1,5,ALWAYS,"[""A"", ""L"", ""W"", ""A"", ""Y"", ""S""]",[],sequential,1,"[""2"", ""4"", ""8"", ""8"", ""5"", ""5"", ""6"", ""1""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[3, 5]","[0.38, 0.36, 0.33, 0.39, 0.34, 0.31, 0.39, 0.33]",8,12.43,False,False
6,False,1,6,REMEMBER,"[""R"", ""E"", ""M"", ""E"", ""M"", ""B"", ""E"", ""R""]",[],sequential,2,"[""5"", ""1"", ""5"", ""0"", ""4"", ""0"", ""5""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[2, 5]","[0.27, 0.27, 0.27, 0.27, 0.28, 0.28, 0.29]",7,10.33,False,False
7,False,1,7,ANOTHER,"[""A"", ""N"", ""O"", ""T"", ""H"", ""E"", ""R""]",[],sequential,2,"[""7"", ""0"", ""7"", ""9"", ""7"", ""4"", ""2""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[2, 4]","[0.36, 0.31, 0.4, 0.35, 0.35, 0.38, 0.38]",7,10.93,False,False
8,False,1,8,FAMILY,"[""F"", ""A"", ""M"", ""I"", ""L"", ""Y""]",[],sequential,1,"[""0"", ""7"", ""7"", ""4"", ""8"", ""8"", ""0""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[2, 5]","[0.4, 0.35, 0.4, 0.4, 0.4, 0.4, 0.4]",7,11.15,True,False
9,False,2,1,ALREADY,"[""A"", ""L"", ""R"", ""E"", ""A"", ""D"", ""Y""]",[],sequential,2,"[""4"", ""9"", ""7"", ""9""]","[1.2, 1.2, 1.2, 1.2]",[3],"[0.4, 0.37, 0.33, 0.37]",4,6.27,False,False
10,False,2,2,COMPANIES,"[""C"", ""O"", ""M"", ""P"", ""A"", ""N"", ""I"", ""E"", ""S""]",[7],interrupted,2,"[""9"", ""9"", ""5"", ""9"", ""6"", ""9"", ""4"", ""5""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[3, 5]","[0.34, 0.35, 0.3, 0.38, 0.36, 0.37, 0.33, 0.31]",8,12.34,False,False
11,False,2,3,PEOPLE,"[""P"", ""E"", ""O"", ""P"", ""L"", ""E""]",[],sequential,1,"[""8"", ""9"", ""8"", ""4"", ""4"", ""0"", ""0""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[4, 6]","[0.31, 0.33, 0.29, 0.28, 0.31, 0.26, 0.32]",7,10.5,False,False
12,False,2,4,EVERYONE,"[""E"", ""V"", ""E"", ""R"", ""Y"", ""O"", ""N"", ""E""]",[5],interrupted,2,"[""8"", ""5"", ""8"", ""7"", ""6"", ""1"", ""8"", ""1"", ""2""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[2, 7]","[0.26, 0.27, 0.25, 0.27, 0.25, 0.26, 0.27, 0.25, 0.28]",9,13.16,False,False
13,False,2,5,SECOND,"[""S"", ""E"", ""C"", ""O"", ""N"", ""D""]",[],sequential,1,"[""6"", ""5"", ""3"", ""3"", ""0"", ""3"", ""3""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[3, 6]","[0.4, 0.37, 0.34, 0.35, 0.39, 0.38, 0.32]",7,10.95,False,False
14,False,2,6,WITHOUT,"[""W"", ""I"", ""T"", ""H"", ""O"", ""U"", ""T""]",[3],interrupted,1,"[""7"", ""4"", ""3"", ""3"", ""7"", ""3"", ""3""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[3, 6]","[0.27, 0.26, 0.3, 0.27, 0.26, 0.28, 0.29]",7,10.33,False,False
15,False,2,7,AMERICAN,"[""A"", ""M"", ""E"", ""R"", ""I"", ""C"", ""A"", ""N""]",[6],interrupted,2,"[""4"", ""0"", ""2"", ""9"", ""2"", ""6"", ""9"", ""6"", ""1""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[4, 7]","[0.37, 0.34, 0.34, 0.3, 0.32, 0.3, 0.36, 0.3, 0.32]",9,13.75,False,False
16,False,2,8,THINGS,"[""T"", ""H"", ""I"", ""N"", ""G"", ""S""]",[],sequential,1,"[""1"", ""1"", ""2"", ""8"", ""7"", ""7"", ""8"", ""7""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[1, 5]","[0.25, 0.26, 0.26, 0.27, 0.29, 0.28, 0.28, 0.27]",8,11.76,True,False
17,False,3,1,SOMETIMES,"[""S"", ""O"", ""M"", ""E"", ""T"", ""I"", ""M"", ""E"", ""S""]",[6],interrupted,1,"[""1"", ""1"", ""9"", ""4"", ""6"", ""6"", ""1"", ""4""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[1, 5]","[0.34, 0.36, 0.37, 0.31, 0.39, 0.33, 0.33, 0.28]",8,12.31,False,False
18,False,3,2,POLITICAL,"[""P"", ""O"", ""L"", ""I"", ""T"", ""I"", ""C"", ""A"", ""L""]",[],sequential,2,"[""1"", ""2"", ""5"", ""0"", ""5""]","[1.2, 1.2, 1.2, 1.2, 1.2]",[4],"[0.29, 0.3, 0.28, 0.28, 0.27]",5,7.42,False,False
19,False,3,3,HOWEVER,"[""H"", ""O"", ""W"", ""E"", ""V"", ""E"", ""R""]",[],sequential,2,"[""4"", ""6"", ""4"", ""4"", ""2""]","[1.2, 1.2, 1.2, 1.2, 1.2]",[2],"[0.29, 0.29, 0.35, 0.25, 0.29]",5,7.47,False,False
20,False,3,4,BEFORE,"[""B"", ""E"", ""F"", ""O"", ""R"", ""E""]",[],sequential,2,"[""3"", ""2"", ""4"", ""4"", ""4"", ""9"", ""4"", ""8""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[4, 6]","[0.37, 0.4, 0.38, 0.4, 0.38, 0.35, 0.4, 0.4]",8,12.68,False,True
21,False,3,5,BECAUSE,"[""B"", ""E"", ""C"", ""A"", ""U"", ""S"", ""E""]",[],sequential,2,"[""8"", ""2"", ""8"", ""6"", ""3"", ""4"", ""3"", ""5""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[2, 6]","[0.36, 0.32, 0.4, 0.3, 0.37, 0.34, 0.34, 0.33]",8,12.36,False,False
22,False,3,6,PROBABLY,"[""P"", ""R"", ""O"", ""B"", ""A"", ""B"", ""L"", ""Y""]",[6],interrupted,2,"[""8"", ""1"", ""1"", ""1"", ""6"", ""9"", ""6"", ""3""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[3, 6]","[0.36, 0.37, 0.39, 0.4, 0.31, 0.39, 0.32, 0.38]",8,12.52,False,False
23,False,3,7,THROUGH,"[""T"", ""H"", ""R"", ""O"", ""U"", ""G"", ""H""]",[2],interrupted,1,"[""9"", ""9"", ""3"", ""4"", ""9""]","[1.2, 1.2, 1.2, 1.2, 1.2]",[1],"[0.37, 0.34, 0.33, 0.33, 0.29]",5,7.66,False,False
24,False,3,8,SHOULD,"[""S"", ""H"", ""O"", ""U"", ""L"", ""D""]",[3],interrupted,2,"[""9"", ""1"", ""3"", ""0"", ""3"", ""2"", ""3"", ""7""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[4, 6]","[0.33, 0.28, 0.28, 0.31, 0.31, 0.28, 0.29, 0.29]",8,11.97,True,False
25,False,4,1,AGAINST,"[""A"", ""G"", ""A"", ""I"", ""N"", ""S"", ""T""]",[4],interrupted,2,"[""2"", ""6"", ""8"", ""6"", ""9"", ""1"", ""4"", ""1""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[3, 7]","[0.34, 0.4, 0.38, 0.4, 0.33, 0.35, 0.39, 0.36]",8,12.55,False,False
26,False,4,2,AROUND,"[""A"", ""R"", ""O"", ""U"", ""N"", ""D""]",[],sequential,2,"[""0"", ""0"", ""5"", ""7"", ""3"", ""7""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2]",[5],"[0.4, 0.34, 0.31, 0.36, 0.31, 0.34]",6,9.26,False,False
27,False,4,3,PLEASE,"[""P"", ""L"", ""E"", ""A"", ""S"", ""E""]",[5],interrupted,1,"[""7"", ""3"", ""1"", ""3"", ""3"", ""4"", ""4"", ""5""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[4, 6]","[0.32, 0.3, 0.35, 0.31, 0.29, 0.28, 0.27, 0.31]",8,12.03,False,False
28,False,4,4,IMPORTANT,"[""I"", ""M"", ""P"", ""O"", ""R"", ""T"", ""A"", ""N"", ""T""]",[7],interrupted,1,"[""1"", ""7"", ""7"", ""6"", ""4""]","[1.2, 1.2, 1.2, 1.2, 1.2]",[2],"[0.25, 0.26, 0.27, 0.28, 0.25]",5,7.31,False,False
29,False,4,5,SOMEONE,"[""S"", ""O"", ""M"", ""E"", ""O"", ""N"", ""E""]",[5],interrupted,1,"[""7"", ""7"", ""9"", ""6"", ""6"", ""3"", ""7""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[1, 4]","[0.34, 0.31, 0.36, 0.34, 0.3, 0.36, 0.34]",7,10.75,False,False
30,False,4,6,CHILDREN,"[""C"", ""H"", ""I"", ""L"", ""D"", ""R"", ""E"", ""N""]",[],sequential,1,"[""4"", ""7"", ""7"", ""0"", ""1"", ""5"", ""5""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[2, 6]","[0.27, 0.25, 0.26, 0.26, 0.26, 0.28, 0.27]",7,10.25,False,False
31,False,4,7,SOMETHING,"[""S"", ""O"", ""M"", ""E"", ""T"", ""H"", ""I"", ""N"", ""G""]",[7],interrupted,2,"[""3"", ""1"", ""4"", ""8"", ""4"", ""5"", ""1"", ""5"", ""7""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[4, 7]","[0.27, 0.27, 0.28, 0.27, 0.26, 0.27, 0.26, 0.25, 0.26]",9,13.19,False,False
32,False,4,8,PRESIDENT,"[""P"", ""R"", ""E"", ""S"", ""I"", ""D"", ""E"", ""N"", ""T""]",[6],interrupted,1,"[""9"", ""1"", ""6"", ""6"", ""8"", ""6"", ""6"", ""2"", ""8""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[3, 6]","[0.32, 0.34, 0.32, 0.32, 0.34, 0.29, 0.32, 0.32, 0.35]",9,13.72,True,False
33,False,5,1,RESEARCH,"[""R"", ""E"", ""S"", ""E"", ""A"", ""R"", ""C"", ""H""]",[3],interrupted,1,"[""7"", ""1"", ""1"", ""0"", ""9"", ""7"", ""6"", ""6""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[2, 7]","[0.39, 0.36, 0.32, 0.4, 0.33, 0.39, 0.4, 0.37]",8,12.56,False,False
34,False,5,2,DURING,"[""D"", ""U"", ""R"", ""I"", ""N"", ""G""]",[3],interrupted,1,"[""7"", ""5"", ""5"", ""6"", ""6"", ""4""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[2, 4]","[0.35, 0.36, 0.32, 0.33, 0.37, 0.35]",6,9.28,False,False
35,False,5,3,AVAILABLE,"[""A"", ""V"", ""A"", ""I"", ""L"", ""A"", ""B"", ""L"", ""E""]",[],sequential,1,"[""8"", ""2"", ""2"", ""7"", ""0"", ""0"", ""3"", ""6""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[2, 5]","[0.36, 0.4, 0.38, 0.36, 0.4, 0.38, 0.38, 0.4]",8,12.66,False,False
36,False,5,4,EDUCATION,"[""E"", ""D"", ""U"", ""C"", ""A"", ""T"", ""I"", ""O"", ""N""]",[7],interrupted,1,"[""2"", ""8"", ""6"", ""6"", ""3"", ""3""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[3, 5]","[0.32, 0.31, 0.3, 0.34, 0.31, 0.38]",6,9.16,False,False
37,False,5,5,INCLUDING,"[""I"", ""N"", ""C"", ""L"", ""U"", ""D"", ""I"", ""N"", ""G""]",[],sequential,2,"[""2"", ""3"", ""2"", ""9"", ""4"", ""8"", ""4""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[2, 6]","[0.29, 0.29, 0.3, 0.29, 0.27, 0.26, 0.25]",7,10.35,False,False
38,False,5,6,COMPANY,"[""C"", ""O"", ""M"", ""P"", ""A"", ""N"", ""Y""]",[],sequential,2,"[""3"", ""9"", ""3"", ""4"", ""8"", ""4"", ""7"", ""0""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[2, 5]","[0.27, 0.26, 0.25, 0.25, 0.26, 0.25, 0.25, 0.26]",8,11.65,False,False
39,False,5,7,QUESTION,"[""Q"", ""U"", ""E"", ""S"", ""T"", ""I"", ""O"", ""N""]",[],sequential,1,"[""0"", ""0"", ""5"", ""5"", ""1"", ""6""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[1, 3]","[0.35, 0.4, 0.34, 0.34, 0.34, 0.4]",6,9.37,False,False
40,False,5,8,TOGETHER,"[""T"", ""O"", ""G"", ""E"", ""T"", ""H"", ""E"", ""R""]",[7],interrupted,1,"[""3"", ""3"", ""9"", ""3"", ""4"", ""4""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[1, 5]","[0.4, 0.38, 0.4, 0.4, 0.39, 0.38]",6,9.55,False,False
