trial,practice,block,trial_in_block,word,letters,interrupt_pos,interruption_condition,n_back,stim_list,stim_durations,match_positions,isi_times,num_stims,nback_total_duration,short_break,long_break
1,True,0,1,ANYTHING,"[""A"", ""N"", ""Y"", ""T"", ""H"", ""I"", ""N"", ""G""]",[],sequential,1,"[""1"", ""9"", ""9"", ""7"", ""4"", ""4"", ""2""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[2, 5]","[0.4, 0.38, 0.4, 0.32, 0.38, 0.35, 0.39]",7,11.02,False,False
2,True,0,2,THROUGH,"[""T"", ""H"", ""R"", ""O"", ""U"", ""G"", ""H""]",[5],interrupted,2,"[""5"", ""9"", ""5"", ""4"", ""5"", ""8"", ""1"", ""6""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[2, 4]","[0.33, 0.28, 0.34, 0.26, 0.29, 0.3, 0.31, 0.3]",8,12.01,False,False
3,True,0,3,NATIONAL,"[""N"", ""A"", ""T"", ""I"", ""O"", ""N"", ""A"", ""L""]",[6],interrupted,2,"[""6"", ""3"", ""6"", ""6"", ""6"", ""8"", ""7"", ""6""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[2, 4]","[0.34, 0.39, 0.38, 0.39, 0.38, 0.39, 0.4, 0.35]",8,12.62,False,False
4,True,0,4,PEOPLE,"[""P"", ""E"", ""O"", ""P"", ""L"", ""E""]",[],sequential,1,"[""8"", ""5"", ""2"", ""8"", ""8""]","[1.2, 1.2, 1.2, 1.2, 1.2]",[4],"[0.34, 0.34, 0.37, 0.4, 0.35]",5,7.8,False,False
5,True,0,5,SOMETHING,"[""S"", ""O"", ""M"", ""E"", ""T"", ""H"", ""I"", ""N"", ""G""]",[],sequential,2,"[""6"", ""8"", ""3"", ""8"", ""5"", ""6"", ""1"", ""6"", ""8""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[3, 7]","[0.28, 0.27, 0.3, 0.31, 0.27, 0.33, 0.31, 0.29, 0.33]",9,13.49,False,False
6,True,0,6,BECAUSE,"[""B"", ""E"", ""C"", ""A"", ""U"", ""S"", ""E""]",[],sequential,1,"[""9"", ""3"", ""3"", ""4"", ""0"", ""4"", ""4""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[2, 6]","[0.28, 0.29, 0.28, 0.27, 0.29, 0.27, 0.29]",7,10.37,False,False
7,True,0,7,SHOULD,"[""S"", ""H"", ""O"", ""U"", ""L"", ""D""]",[2],interrupted,2,"[""7"", ""0"", ""3"", ""0"", ""6"", ""4"", ""6"", ""2"", ""8""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[3, 6]","[0.37, 0.28, 0.31, 0.35, 0.31, 0.35, 0.32, 0.33, 0.34]",9,13.76,False,False
8,True,0,8,INCLUDING,"[""I"", ""N"", ""C"", ""L"", ""U"", ""D"", ""I"", ""N"", ""G""]",[4],interrupted,1,"[""9"", ""5"", ""6"", ""6"", ""8""]","[1.2, 1.2, 1.2, 1.2, 1.2]",[3],"[0.32, 0.3, 0.29, 0.28, 0.27]",5,7.46,False,False
1,False,1,1,WITHOUT,"[""W"", ""I"", ""T"", ""H"", ""O"", ""U"", ""T""]",[],sequential,1,"[""9"", ""7"", ""7"", ""5"", ""6"", ""9"", ""9"", ""6""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[2, 6]","[0.25, 0.25, 0.25, 0.25, 0.25, 0.26, 0.25, 0.26]",8,11.62,False,False
2,False,1,2,BEAUTIFUL,"[""B"", ""E"", ""A"", ""U"", ""T"", ""I"", ""F"", ""U"", ""L""]",[],sequential,2,"[""6"", ""9"", ""2"", ""9"", ""7""]","[1.2, 1.2, 1.2, 1.2, 1.2]",[3],"[0.34, 0.31, 0.37, 0.39, 0.34]",5,7.75,False,False
