trial,practice,block,trial_in_block,word,letters,interrupt_pos,interruption_condition,n_back,stim_list,stim_durations,match_positions,isi_times,num_stims,nback_total_duration,short_break,long_break
1,True,0,1,INCLUDING,"[""I"", ""N"", ""C"", ""L"", ""U"", ""D"", ""I"", ""N"", ""G""]",[2],interrupted,2,"[""8"", ""5"", ""9"", ""2"", ""9"", ""1"", ""5"", ""3"", ""5""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[4, 8]","[0.32, 0.34, 0.35, 0.33, 0.32, 0.34, 0.4, 0.34, 0.39]",9,13.93,False,False
2,True,0,2,THROUGH,"[""T"", ""H"", ""R"", ""O"", ""U"", ""G"", ""H""]",[],sequential,2,"[""4"", ""0"", ""1"", ""0""]","[1.2, 1.2, 1.2, 1.2]",[3],"[0.33, 0.31, 0.37, 0.36]",4,6.17,False,False
3,True,0,3,SHOULD,"[""S"", ""H"", ""O"", ""U"", ""L"", ""D""]",[5],interrupted,2,"[""7"", ""1"", ""7"", ""9"", ""4"", ""9"", ""5""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[2, 5]","[0.35, 0.34, 0.36, 0.34, 0.37, 0.39, 0.34]",7,10.89,False,False
4,True,0,4,SOMETHING,"[""S"", ""O"", ""M"", ""E"", ""T"", ""H"", ""I"", ""N"", ""G""]",[8],interrupted,2,"[""5"", ""4"", ""3"", ""4"", ""7"", ""6""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2]",[3],"[0.31, 0.28, 0.3, 0.36, 0.34, 0.33]",6,9.12,False,False
5,True,0,5,ANYTHING,"[""A"", ""N"", ""Y"", ""T"", ""H"", ""I"", ""N"", ""G""]",[],sequential,1,"[""6"", ""4"", ""3"", ""6"", ""3"", ""7"", ""7"", ""8"", ""8""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[6, 8]","[0.34, 0.37, 0.31, 0.4, 0.3, 0.29, 0.35, 0.35, 0.31]",9,13.82,False,False
6,True,0,6,NATIONAL,"[""N"", ""A"", ""T"", ""I"", ""O"", ""N"", ""A"", ""L""]",[3],interrupted,1,"[""8"", ""7"", ""8"", ""9"", ""4"", ""4"", ""7"", ""9"", ""9""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[5, 8]","[0.33, 0.33, 0.32, 0.29, 0.3, 0.3, 0.29, 0.3, 0.32]",9,13.58,False,False
7,True,0,7,BECAUSE,"[""B"", ""E"", ""C"", ""A"", ""U"", ""S"", ""E""]",[],sequential,1,"[""1"", ""5"", ""6"", ""6"", ""5"", ""5""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[3, 5]","[0.27, 0.31, 0.32, 0.29, 0.32, 0.33]",6,9.04,False,False
8,True,0,8,PEOPLE,"[""P"", ""E"", ""O"", ""P"", ""L"", ""E""]",[],sequential,1,"[""5"", ""7"", ""9"", ""9"", ""0"", ""2"", ""5"", ""5"", ""0""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[3, 7]","[0.26, 0.26, 0.25, 0.25, 0.25, 0.25, 0.25, 0.26, 0.25]",9,13.08,False,False
1,False,1,1,COMPANY,"[""C"", ""O"", ""M"", ""P"", ""A"", ""N"", ""Y""]",[2],interrupted,2,"[""2"", ""4"", ""3"", ""8"", ""6"", ""8""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2]",[5],"[0.31, 0.35, 0.3, 0.36, 0.32, 0.33]",6,9.17,False,False
2,False,1,2,CHILDREN,"[""C"", ""H"", ""I"", ""L"", ""D"", ""R"", ""E"", ""N""]",[],sequential,1,"[""5"", ""8"", ""8"", ""3"", ""0""]","[1.2, 1.2, 1.2, 1.2, 1.2]",[2],"[0.39, 0.34, 0.4, 0.38, 0.36]",5,7.87,False,False
