trial,practice,block,trial_in_block,word,letters,interrupt_pos,interruption_condition,n_back,stim_list,stim_durations,match_positions,isi_times,num_stims,nback_total_duration,short_break,long_break
3,False,1,3,ANOTHER,"[""A"", ""N"", ""O"", ""T"", ""H"", ""E"", ""R""]",[3],interrupted,1,"[""5"", ""5"", ""7"", ""5"", ""7""]","[1.2, 1.2, 1.2, 1.2, 1.2]",[1],"[0.34, 0.39, 0.36, 0.3, 0.3]",5,7.69,False,False
4,False,1,4,SECOND,"[""S"", ""E"", ""C"", ""O"", ""N"", ""D""]",[],sequential,2,"[""8"", ""4"", ""4"", ""6"", ""4"", ""1"", ""4""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[4, 6]","[0.36, 0.32, 0.36, 0.4, 0.37, 0.4, 0.4]",7,11.01,False,False
5,False,1,5,THOUGHT,"[""T"", ""H"", ""O"", ""U"", ""G"", ""H"", ""T""]",[],sequential,1,"[""8"", ""6"", ""6"", ""8"", ""9"", ""3"", ""3""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[2, 6]","[0.33, 0.4, 0.29, 0.4, 0.39, 0.4, 0.38]",7,10.99,False,False
6,False,1,6,SOMEONE,"[""S"", ""O"", ""M"", ""E"", ""O"", ""N"", ""E""]",[6],interrupted,2,"[""1"", ""8"", ""1"", ""4"", ""2"", ""4"", ""0"", ""2""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[2, 5]","[0.35, 0.37, 0.35, 0.33, 0.35, 0.37, 0.38, 0.31]",8,12.41,False,False
7,False,1,7,POLITICAL,"[""P"", ""O"", ""L"", ""I"", ""T"", ""I"", ""C"", ""A"", ""L""]",[],sequential,1,"[""3"", ""4"", ""3"", ""8"", ""8""]","[1.2, 1.2, 1.2, 1.2, 1.2]",[4],"[0.33, 0.36, 0.37, 0.29, 0.37]",5,7.72,False,False
8,False,1,8,DURING,"[""D"", ""U"", ""R"", ""I"", ""N"", ""G""]",[],sequential,2,"[""7"", ""3"", ""3"", ""6"", ""2"", ""6""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2]",[5],"[0.32, 0.3, 0.3, 0.3, 0.32, 0.3]",6,9.04,True,False
9,False,2,1,ANYTHING,"[""A"", ""N"", ""Y"", ""T"", ""H"", ""I"", ""N"", ""G""]",[],sequential,2,"[""6"", ""8"", ""5"", ""8"", ""6"", ""8"", ""8"", ""1"", ""7""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[3, 5]","[0.28, 0.35, 0.4, 0.31, 0.34, 0.31, 0.39, 0.39, 0.35]",9,13.92,False,False
10,False,2,2,AVAILABLE,"[""A"", ""V"", ""A"", ""I"", ""L"", ""A"", ""B"", ""L"", ""E""]",[4],interrupted,1,"[""5"", ""5"", ""9"", ""5"", ""9""]","[1.2, 1.2, 1.2, 1.2, 1.2]",[1],"[0.4, 0.39, 0.4, 0.38, 0.36]",5,7.93,False,False
11,False,2,3,EVERYONE,"[""E"", ""V"", ""E"", ""R"", ""Y"", ""O"", ""N"", ""E""]",[4],interrupted,1,"[""1"", ""1"", ""3"", ""1""]","[1.2, 1.2, 1.2, 1.2]",[1],"[0.35, 0.38, 0.39, 0.4]",4,6.32,False,False
12,False,2,4,SHOULD,"[""S"", ""H"", ""O"", ""U"", ""L"", ""D""]",[],sequential,1,"[""0"", ""5"", ""4"", ""2"", ""2""]","[1.2, 1.2, 1.2, 1.2, 1.2]",[4],"[0.25, 0.26, 0.26, 0.27, 0.26]",5,7.3,False,False
13,False,2,5,WITHOUT,"[""W"", ""I"", ""T"", ""H"", ""O"", ""U"", ""T""]",[],sequential,2,"[""6"", ""2"", ""2"", ""5"", ""2"", ""4"", ""2"", ""8""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[4, 6]","[0.34, 0.39, 0.34, 0.33, 0.38, 0.4, 0.38, 0.37]",8,12.53,False,False
14,False,2,6,CHILDREN,"[""C"", ""H"", ""I"", ""L"", ""D"", ""R"", ""E"", ""N""]",[],sequential,1,"[""7"", ""7"", ""8"", ""0"", ""0"", ""1"", ""3"", ""6""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[1, 4]","[0.4, 0.36, 0.34, 0.4, 0.4, 0.37, 0.34, 0.4]",8,12.61,False,False
15,False,2,7,COMPANIES,"[""C"", ""O"", ""M"", ""P"", ""A"", ""N"", ""I"", ""E"", ""S""]",[],sequential,2,"[""2"", ""5"", ""2"", ""9"", ""4"", ""5""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2]",[2],"[0.34, 0.33, 0.34, 0.4, 0.39, 0.39]",6,9.39,False,False
16,False,2,8,HOWEVER,"[""H"", ""O"", ""W"", ""E"", ""V"", ""E"", ""R""]",[4],interrupted,2,"[""4"", ""7"", ""1"", ""7"", ""3"", ""8"", ""3"", ""1"", ""8""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[3, 6]","[0.26, 0.29, 0.29, 0.32, 0.34, 0.3, 0.28, 0.27, 0.32]",9,13.47,True,False
17,False,3,1,THINGS,"[""T"", ""H"", ""I"", ""N"", ""G"", ""S""]",[2],interrupted,1,"[""0"", ""8"", ""6"", ""6"", ""5""]","[1.2, 1.2, 1.2, 1.2, 1.2]",[3],"[0.4, 0.4, 0.37, 0.38, 0.33]",5,7.88,False,False
18,False,3,2,PROBABLY,"[""P"", ""R"", ""O"", ""B"", ""A"", ""B"", ""L"", ""Y""]",[],sequential,1,"[""1"", ""1"", ""0"", ""4"", ""6"", ""4"", ""5"", ""5""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[1, 7]","[0.35, 0.31, 0.32, 0.32, 0.39, 0.32, 0.36, 0.36]",8,12.33,False,False
19,False,3,3,IMPORTANT,"[""I"", ""M"", ""P"", ""O"", ""R"", ""T"", ""A"", ""N"", ""T""]",[],sequential,2,"[""2"", ""0"", ""8"", ""0"", ""3"", ""2""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2]",[3],"[0.4, 0.4, 0.4, 0.34, 0.35, 0.39]",6,9.48,False,False
20,False,3,4,PLEASE,"[""P"", ""L"", ""E"", ""A"", ""S"", ""E""]",[2],interrupted,2,"[""8"", ""9"", ""8"", ""7"", ""3"", ""7"", ""0""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[2, 5]","[0.32, 0.32, 0.31, 0.32, 0.3, 0.32, 0.31]",7,10.6,False,True
21,False,3,5,AMERICAN,"[""A"", ""M"", ""E"", ""R"", ""I"", ""C"", ""A"", ""N""]",[],sequential,1,"[""3"", ""3"", ""1"", ""5"", ""6"", ""8"", ""1"", ""1"", ""9""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[1, 7]","[0.3, 0.3, 0.33, 0.33, 0.31, 0.32, 0.32, 0.31, 0.29]",9,13.61,False,False
22,False,3,6,SOMETIMES,"[""S"", ""O"", ""M"", ""E"", ""T"", ""I"", ""M"", ""E"", ""S""]",[6],interrupted,2,"[""9"", ""0"", ""9"", ""7"", ""7"", ""8"", ""2"", ""8""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[2, 7]","[0.33, 0.4, 0.4, 0.37, 0.35, 0.4, 0.4, 0.39]",8,12.64,False,False
23,False,3,7,INCLUDING,"[""I"", ""N"", ""C"", ""L"", ""U"", ""D"", ""I"", ""N"", ""G""]",[],sequential,2,"[""0"", ""4"", ""6"", ""4"", ""4""]","[1.2, 1.2, 1.2, 1.2, 1.2]",[3],"[0.4, 0.4, 0.39, 0.37, 0.38]",5,7.94,False,False
24,False,3,8,AGAINST,"[""A"", ""G"", ""A"", ""I"", ""N"", ""S"", ""T""]",[],sequential,2,"[""6"", ""0"", ""7"", ""6"", ""8"", ""6"", ""3"", ""6""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[5, 7]","[0.33, 0.33, 0.33, 0.27, 0.31, 0.31, 0.31, 0.31]",8,12.1,True,False
25,False,4,1,BEAUTIFUL,"[""B"", ""E"", ""A"", ""U"", ""T"", ""I"", ""F"", ""U"", ""L""]",[],sequential,1,"[""8"", ""7"", ""1"", ""4"", ""4"", ""2"", ""2"", ""9"", ""5""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[4, 6]","[0.32, 0.32, 0.38, 0.38, 0.35, 0.33, 0.37, 0.37, 0.32]",9,13.94,False,False
26,False,4,2,COMPANY,"[""C"", ""O"", ""M"", ""P"", ""A"", ""N"", ""Y""]",[5],interrupted,2,"[""4"", ""2"", ""5"", ""7"", ""5"", ""9"", ""2"", ""2"", ""2""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[4, 8]","[0.3, 0.29, 0.28, 0.32, 0.3, 0.3, 0.26, 0.28, 0.3]",9,13.43,False,False
27,False,4,3,TOGETHER,"[""T"", ""O"", ""G"", ""E"", ""T"", ""H"", ""E"", ""R""]",[],sequential,1,"[""6"", ""3"", ""0"", ""0"", ""3"", ""9"", ""4"", ""4"", ""2""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[3, 7]","[0.36, 0.33, 0.4, 0.36, 0.29, 0.33, 0.4, 0.38, 0.33]",9,13.98,False,False
28,False,4,4,REMEMBER,"[""R"", ""E"", ""M"", ""E"", ""M"", ""B"", ""E"", ""R""]",[],sequential,1,"[""4"", ""9"", ""1"", ""1"", ""2"", ""2""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[3, 5]","[0.4, 0.4, 0.4, 0.35, 0.38, 0.4]",6,9.53,False,False
29,False,4,5,ALWAYS,"[""A"", ""L"", ""W"", ""A"", ""Y"", ""S""]",[3],interrupted,1,"[""0"", ""7"", ""7"", ""6"", ""0"", ""9"", ""9"", ""6"", ""7""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[2, 6]","[0.3, 0.33, 0.38, 0.32, 0.37, 0.37, 0.33, 0.34, 0.37]",9,13.91,False,False
30,False,4,6,PEOPLE,"[""P"", ""E"", ""O"", ""P"", ""L"", ""E""]",[5],interrupted,2,"[""5"", ""5"", ""5"", ""7"", ""1"", ""0"", ""1""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[2, 6]","[0.29, 0.4, 0.4, 0.36, 0.34, 0.39, 0.37]",7,10.95,False,False
31,False,4,7,ALREADY,"[""A"", ""L"", ""R"", ""E"", ""A"", ""D"", ""Y""]",[],sequential,2,"[""6"", ""3"", ""0"", ""4"", ""0"", ""8""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2]",[4],"[0.4, 0.36, 0.32, 0.4, 0.38, 0.4]",6,9.46,False,False
32,False,4,8,THROUGH,"[""T"", ""H"", ""R"", ""O"", ""U"", ""G"", ""H""]",[6],interrupted,2,"[""1"", ""3"", ""5"", ""7"", ""1"", ""7"", ""3"", ""7""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[5, 7]","[0.4, 0.39, 0.4, 0.4, 0.4, 0.39, 0.36, 0.4]",8,12.74,True,False
33,False,5,1,FAMILY,"[""F"", ""A"", ""M"", ""I"", ""L"", ""Y""]",[],sequential,2,"[""7"", ""1"", ""4"", ""1""]","[1.2, 1.2, 1.2, 1.2]",[3],"[0.4, 0.36, 0.37, 0.35]",4,6.28,False,False
34,False,5,2,EDUCATION,"[""E"", ""D"", ""U"", ""C"", ""A"", ""T"", ""I"", ""O"", ""N""]",[],sequential,1,"[""1"", ""4"", ""4"", ""9"", ""8"", ""2"", ""2""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[2, 6]","[0.4, 0.4, 0.36, 0.35, 0.4, 0.39, 0.37]",7,11.07,False,False
35,False,5,3,RESEARCH,"[""R"", ""E"", ""S"", ""E"", ""A"", ""R"", ""C"", ""H""]",[3],interrupted,1,"[""0"", ""0"", ""2"", ""3"", ""8"", ""9"", ""4"", ""9"", ""9""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[1, 8]","[0.36, 0.27, 0.35, 0.29, 0.26, 0.3, 0.32, 0.28, 0.31]",9,13.54,False,False
36,False,5,4,SOMETHING,"[""S"", ""O"", ""M"", ""E"", ""T"", ""H"", ""I"", ""N"", ""G""]",[3],interrupted,1,"[""7"", ""7"", ""5"", ""9"", ""2"", ""2""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[1, 5]","[0.27, 0.25, 0.26, 0.25, 0.25, 0.25]",6,8.73,False,False
37,False,5,5,PRESIDENT,"[""P"", ""R"", ""E"", ""S"", ""I"", ""D"", ""E"", ""N"", ""T""]",[6],interrupted,2,"[""7"", ""8"", ""8"", ""8"", ""6"", ""8"", ""7""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[3, 5]","[0.32, 0.36, 0.35, 0.32, 0.31, 0.28, 0.32]",7,10.66,False,False
38,False,5,6,BEFORE,"[""B"", ""E"", ""F"", ""O"", ""R"", ""E""]",[4],interrupted,1,"[""1"", ""5"", ""5"", ""6"", ""2""]","[1.2, 1.2, 1.2, 1.2, 1.2]",[2],"[0.33, 0.34, 0.35, 0.37, 0.3]",5,7.69,False,False
39,False,5,7,NATIONAL,"[""N"", ""A"", ""T"", ""I"", ""O"", ""N"", ""A"", ""L""]",[3],interrupted,1,"[""2"", ""8"", ""1"", ""9"", ""9"", ""6"", ""6""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[4, 6]","[0.4, 0.39, 0.4, 0.4, 0.4, 0.4, 0.36]",7,11.15,False,False
40,False,5,8,BECAUSE,"[""B"", ""E"", ""C"", ""A"", ""U"", ""S"", ""E""]",[4],interrupted,2,"[""5"", ""7"", ""1"", ""6"", ""1""]","[1.2, 1.2, 1.2, 1.2, 1.2]",[4],"[0.4, 0.36, 0.36, 0.4, 0.34]",5,7.86,False,False
