GLOBAL_TRIAL_NUM,COND_trial,COND_practice,COND_block,COND_trial_in_block,COND_word,COND_letters,COND_interrupt_pos,COND_interruption_condition,COND_nback_level,COND_stim_list,COND_stim_durations,COND_match_positions,COND_isi_times,COND_num_stims,COND_nback_total_duration,COND_short_break,COND_long_break,OUT_experiment_phase,OUT_block_number,OUT_target_word,OUT_target_word_length,OUT_interruption_condition,OUT_interrupt_positions,OUT_resumption_lag,OUT_entered_text,OUT_typing_correct,OUT_time_on_primary_task,OUT_nback_hits,OUT_nback_misses,OUT_nback_false_alarms,OUT_nback_correct_rejections,OUT_nback_accuracy,OUT_time_estimate_seconds,OUT_actual_trial_duration,OUT_actual_trial_duration_sec,OUT_time_estimation_ratio,OUT_gender,OUT_age,OUT_normalized_absolute_error,OUT_estimation_direction,OUT_time_per_letter,OUT_typing_distance
201,201,False,1,1,CHARACTER,"['C', 'H', 'A', 'R', 'A', 'C', 'T', 'E', 'R']",[],sequential,1,[],[],[],[],7,8450.0,False,False,main,1,CHARACTER,9,sequential,[],,CHARACTER,True,12.150000000000002,,,,,1.0,17.472,21600.0,21.6,0.8088888888888889,,,0.1911111111111111,-1,1.3500000000000003,0
202,202,False,1,2,NOTEBOOK,"['N', 'O', 'T', 'E', 'B', 'O', 'O', 'K']",[],sequential,1,[],[],[],[],8,9600.0,False,False,main,1,NOTEBOOK,8,sequential,[],,NOTEBOOK,True,14.500000000000002,,,,,1.0,24.768,25100.0,25.1,0.9867729083665339,,,0.013227091633466165,-1,1.8125000000000002,0
203,203,False,1,3,COMPUTER,"['C', 'O', 'M', 'P', 'U', 'T', 'E', 'R']",[],sequential,1,[],[],[],[],9,10800.0,False,False,main,1,COMPUTER,8,sequential,[],,COMPUTER,True,11.55,,,,,1.0,22.272000000000002,23350.0,23.35,0.9538329764453962,,,0.04616702355460382,-1,1.44375,0
204,204,False,1,4,WITHOUT,"['W', 'I', 'T', 'H', 'O', 'U', 'T']",[],sequential,1,[],[],[],[],9,10850.0,False,False,main,1,WITHOUT,7,sequential,[],,WITHOUT,True,12.1,,,,,1.0,22.848,23950.0,23.95,0.9539874739039665,,,0.046012526096033415,-1,1.7285714285714284,0
205,205,False,1,5,NOTEWORTHY,"['N', 'O', 'T', 'E', 'W', 'O', 'R', 'T', 'H', 'Y']",[],sequential,1,[],[],[],[],5,6000.0,False,False,main,1,NOTEWORTHY,10,sequential,[],,NOTEWORTHY,True,15.149999999999999,,,,,1.0,20.16,22150.0,22.15,0.9101580135440182,,,0.08984198645598188,-1,1.515,0
206,206,False,1,6,MIDDLE,"['M', 'I', 'D', 'D', 'L', 'E']",[],sequential,1,[],[],[],[],7,8400.0,False,False,main,1,MIDDLE,6,sequential,[],,MIDDLE,True,9.700000000000001,,,,,1.0,19.008,19100.0,19.1,0.9951832460732983,,,0.004816753926701691,-1,1.616666666666667,0
207,207,False,1,7,FOREVER,"['F', 'O', 'R', 'E', 'V', 'E', 'R']",[],sequential,1,[],[],[],[],5,6000.0,False,False,main,1,FOREVER,7,sequential,[],,FOREVER,True,10.0,,,,,1.0,16.512,17000.0,17.0,0.9712941176470589,,,0.02870588235294115,-1,1.4285714285714286,0
208,208,False,1,8,MIDDLE,"['M', 'I', 'D', 'D', 'L', 'E']",[],sequential,1,[],[],[],[],7,8400.0,False,False,main,1,MIDDLE,6,sequential,[],,MIDDLE,True,10.4,,,,,1.0,20.16,19800.0,19.8,1.018181818181818,,,0.018181818181818153,1,1.7333333333333334,0
209,209,False,1,9,WITHOUT,"['W', 'I', 'T', 'H', 'O', 'U', 'T']",[],sequential,1,[],[],[],[],7,8400.0,False,False,main,1,WITHOUT,7,sequential,[],,WITHOUT,True,10.35,,,,,1.0,20.16,19750.0,19.75,1.0207594936708861,,,0.020759493670886083,1,1.4785714285714284,0
210,210,False,1,10,ANYTHING,"['A', 'N', 'Y', 'T', 'H', 'I', 'N', 'G']",[],sequential,1,[],[],[],[],6,7200.0,False,False,main,1,ANYTHING,8,sequential,[],,ANYTHING,True,13.2,,,,,1.0,20.352000000000004,21400.0,21.4,0.9510280373831778,,,0.048971962616822184,-1,1.65,0
