GLOBAL_TRIAL_NUM,COND_trial,COND_practice,COND_block,COND_trial_in_block,COND_word,COND_letters,COND_interrupt_pos,COND_interruption_condition,COND_nback_level,COND_stim_list,COND_stim_durations,COND_match_positions,COND_isi_times,COND_num_stims,COND_nback_total_duration,COND_short_break,COND_long_break,OUT_experiment_phase,OUT_block_number,OUT_target_word,OUT_target_word_length,OUT_interruption_condition,OUT_interrupt_positions,OUT_resumption_lag,OUT_entered_text,OUT_typing_correct,OUT_time_on_primary_task,OUT_nback_hits,OUT_nback_misses,OUT_nback_false_alarms,OUT_nback_correct_rejections,OUT_nback_accuracy,OUT_time_estimate_seconds,OUT_actual_trial_duration,OUT_actual_trial_duration_sec,OUT_time_estimation_ratio,OUT_gender,OUT_age,OUT_normalized_absolute_error,OUT_estimation_direction,OUT_time_per_letter,OUT_typing_distance
121,121,False,1,1,WITHOUT,"['W', 'I', 'T', 'H', 'O', 'U', 'T']",[],sequential,1,[],[],[],[],7,8400.0,False,False,main,1,WITHOUT,7,sequential,[],,WITHOUT,True,12.700000000000001,,,,,1.0,22.08,22100.0,22.1,0.9990950226244343,,,0.0009049773755657523,-1,1.8142857142857145,0
122,122,False,1,2,ELEPHANT,"['E', 'L', 'E', 'P', 'H', 'A', 'N', 'T']",[],sequential,1,[],[],[],[],6,7200.0,False,False,main,1,ELEPHANT,8,sequential,[],,ELEPHANT,True,11.8,,,,,1.0,17.088,20000.0,20.0,0.8544,,,0.14559999999999995,-1,1.475,0
123,123,False,1,3,NOTEWORTHY,"['N', 'O', 'T', 'E', 'W', 'O', 'R', 'T', 'H', 'Y']",[],sequential,1,[],[],[],[],9,10800.0,False,False,main,1,NOTEWORTHY,10,sequential,[],,NOTEWORTHY,True,14.05,,,,,1.0,23.808,25850.0,25.85,0.9210058027079303,,,0.07899419729206969,-1,1.405,0
124,124,False,1,4,TEMPLE,"['T', 'E', 'M', 'P', 'L', 'E']",[],sequential,1,[],[],[],[],8,9600.0,False,False,main,1,TEMPLE,6,sequential,[],,TEMPLE,True,11.200000000000001,,,,,1.0,22.464000000000002,21800.0,21.8,1.0304587155963303,,,0.030458715596330344,1,1.866666666666667,0
125,125,False,1,5,CHARACTER,"['C', 'H', 'A', 'R', 'A', 'C', 'T', 'E', 'R']",[],sequential,1,[],[],[],[],8,9600.0,False,False,main,1,CHARACTER,9,sequential,[],,CHARACTER,True,13.65,,,,,1.0,23.424000000000003,24250.0,24.25,0.965938144329897,,,0.03406185567010297,-1,1.5166666666666666,0
126,126,False,1,6,ELEPHANT,"['E', 'L', 'E', 'P', 'H', 'A', 'N', 'T']",[],sequential,1,[],[],[],[],9,10850.0,False,False,main,1,ELEPHANT,8,sequential,[],,ELEPHANT,True,11.750000000000002,,,,,1.0,21.504000000000005,23600.0,23.6,0.9111864406779663,,,0.08881355932203375,-1,1.4687500000000002,0
127,127,False,1,7,TEMPLE,"['T', 'E', 'M', 'P', 'L', 'E']",[],sequential,1,[],[],[],[],7,8400.0,False,False,main,1,TEMPLE,6,sequential,[],,TEMPLE,True,9.9,,,,,1.0,19.392000000000003,19300.0,19.3,1.0047668393782385,,,0.004766839378238461,1,1.6500000000000001,0
128,128,False,1,8,TEMPLE,"['T', 'E', 'M', 'P', 'L', 'E']",[],sequential,1,[],[],[],[],8,9600.0,False,False,main,1,TEMPLE,6,sequential,[],,TEMPLE,True,9.549999999999999,,,,,1.0,19.584000000000003,20150.0,20.15,0.9719106699751864,,,0.028089330024813668,-1,1.5916666666666666,0
129,129,False,1,9,IMPORTANT,"['I', 'M', 'P', 'O', 'R', 'T', 'A', 'N', 'T']",[],sequential,1,[],[],[],[],5,6000.0,False,False,main,1,IMPORTANT,9,sequential,[],,IMPORTANT,True,15.149999999999999,,,,,1.0,22.656,22150.0,22.15,1.022844243792325,,,0.022844243792325067,1,1.6833333333333331,0
130,130,False,1,10,WITHOUT,"['W', 'I', 'T', 'H', 'O', 'U', 'T']",[],sequential,1,[],[],[],[],9,10800.0,False,False,main,1,WITHOUT,7,sequential,[],,WITHOUT,True,13.399999999999999,,,,,0.8888888888888888,25.536,25200.0,25.2,1.0133333333333334,,,0.013333333333333416,1,1.9142857142857141,0
