trial,practice,block,trial_in_block,word,letters,interrupt_pos,interruption_condition,n_back,stim_list,stim_durations,match_positions,isi_times,num_stims,nback_total_duration,short_break,long_break
1,True,0,1,BECAUSE,"[""B"", ""E"", ""C"", ""A"", ""U"", ""S"", ""E""]",[5],interrupted,2,"[""1"", ""3"", ""6"", ""7"", ""6"", ""2""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2]",[4],"[0.26, 0.26, 0.25, 0.25, 0.25, 0.25]",6,8.72,False,False
2,True,0,2,SHOULD,"[""S"", ""H"", ""O"", ""U"", ""L"", ""D""]",[5],interrupted,2,"[""9"", ""3"", ""9"", ""7"", ""2"", ""4""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2]",[2],"[0.3, 0.34, 0.32, 0.37, 0.37, 0.35]",6,9.25,False,False
3,True,0,3,THROUGH,"[""T"", ""H"", ""R"", ""O"", ""U"", ""G"", ""H""]",[],sequential,1,"[""5"", ""5"", ""9"", ""7"", ""6"", ""6"", ""5"", ""1""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[1, 5]","[0.25, 0.25, 0.25, 0.25, 0.25, 0.26, 0.25, 0.26]",8,11.62,False,False
4,True,0,4,ANYTHING,"[""A"", ""N"", ""Y"", ""T"", ""H"", ""I"", ""N"", ""G""]",[],sequential,2,"[""3"", ""6"", ""4"", ""5"", ""4"", ""4"", ""8"", ""4"", ""5""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[4, 7]","[0.36, 0.4, 0.37, 0.33, 0.35, 0.34, 0.38, 0.29, 0.33]",9,13.95,False,False
5,True,0,5,PEOPLE,"[""P"", ""E"", ""O"", ""P"", ""L"", ""E""]",[2],interrupted,1,"[""4"", ""9"", ""9"", ""6"", ""4""]","[1.2, 1.2, 1.2, 1.2, 1.2]",[2],"[0.31, 0.32, 0.29, 0.33, 0.36]",5,7.61,False,False
6,True,0,6,NATIONAL,"[""N"", ""A"", ""T"", ""I"", ""O"", ""N"", ""A"", ""L""]",[],sequential,2,"[""7"", ""7"", ""7"", ""9"", ""2"", ""7"", ""5"", ""7"", ""2""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[2, 7]","[0.34, 0.35, 0.32, 0.29, 0.31, 0.37, 0.29, 0.35, 0.34]",9,13.76,False,False
7,True,0,7,SOMETHING,"[""S"", ""O"", ""M"", ""E"", ""T"", ""H"", ""I"", ""N"", ""G""]",[],sequential,1,"[""2"", ""4"", ""6"", ""6"", ""5"", ""7"", ""6"", ""8"", ""8""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[3, 8]","[0.26, 0.26, 0.3, 0.26, 0.29, 0.32, 0.29, 0.29, 0.3]",9,13.37,False,False
8,True,0,8,INCLUDING,"[""I"", ""N"", ""C"", ""L"", ""U"", ""D"", ""I"", ""N"", ""G""]",[6],interrupted,1,"[""5"", ""5"", ""1"", ""2"", ""9"", ""5"", ""5"", ""3"", ""2""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[1, 6]","[0.3, 0.27, 0.28, 0.32, 0.32, 0.33, 0.32, 0.33, 0.36]",9,13.63,False,False
1,False,1,1,NATIONAL,"[""N"", ""A"", ""T"", ""I"", ""O"", ""N"", ""A"", ""L""]",[],sequential,2,"[""3"", ""9"", ""8"", ""8"", ""4"", ""9"", ""4"", ""2"", ""4""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[6, 8]","[0.29, 0.28, 0.25, 0.27, 0.27, 0.29, 0.28, 0.26, 0.28]",9,13.27,False,False
2,False,1,2,TOGETHER,"[""T"", ""O"", ""G"", ""E"", ""T"", ""H"", ""E"", ""R""]",[7],interrupted,2,"[""2"", ""7"", ""2"", ""0"", ""3"", ""8"", ""9"", ""5"", ""9""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[2, 8]","[0.25, 0.29, 0.27, 0.26, 0.25, 0.28, 0.26, 0.27, 0.26]",9,13.19,False,False
3,False,1,3,EVERYONE,"[""E"", ""V"", ""E"", ""R"", ""Y"", ""O"", ""N"", ""E""]",[],sequential,1,"[""3"", ""3"", ""8"", ""3"", ""4"", ""4"", ""6""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[1, 5]","[0.27, 0.28, 0.3, 0.32, 0.28, 0.3, 0.26]",7,10.41,False,False
4,False,1,4,BECAUSE,"[""B"", ""E"", ""C"", ""A"", ""U"", ""S"", ""E""]",[3],interrupted,2,"[""2"", ""7"", ""2"", ""4""]","[1.2, 1.2, 1.2, 1.2]",[2],"[0.36, 0.4, 0.4, 0.4]",4,6.36,False,False
