trial,practice,block,trial_in_block,word,letters,interrupt_pos,interruption_condition,n_back,stim_list,stim_durations,match_positions,isi_times,num_stims,nback_total_duration,short_break,long_break
4,False,1,4,THINGS,"[""T"", ""H"", ""I"", ""N"", ""G"", ""S""]",[5],interrupted,1,"[""3"", ""6"", ""6"", ""9"", ""4"", ""7"", ""8"", ""9"", ""9""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[2, 8]","[0.26, 0.28, 0.29, 0.27, 0.29, 0.29, 0.29, 0.27, 0.28]",9,13.32,False,False
5,False,1,5,ALREADY,"[""A"", ""L"", ""R"", ""E"", ""A"", ""D"", ""Y""]",[3],interrupted,2,"[""9"", ""0"", ""9"", ""4"", ""3"", ""7"", ""3""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[2, 6]","[0.34, 0.32, 0.31, 0.36, 0.32, 0.35, 0.33]",7,10.73,False,False
6,False,1,6,INCLUDING,"[""I"", ""N"", ""C"", ""L"", ""U"", ""D"", ""I"", ""N"", ""G""]",[],sequential,2,"[""4"", ""6"", ""1"", ""6""]","[1.2, 1.2, 1.2, 1.2]",[3],"[0.28, 0.28, 0.34, 0.34]",4,6.04,False,False
7,False,1,7,IMPORTANT,"[""I"", ""M"", ""P"", ""O"", ""R"", ""T"", ""A"", ""N"", ""T""]",[3],interrupted,1,"[""4"", ""1"", ""0"", ""0"", ""2"", ""2"", ""1""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[3, 5]","[0.27, 0.28, 0.31, 0.29, 0.31, 0.27, 0.27]",7,10.4,False,False
8,False,1,8,ANYTHING,"[""A"", ""N"", ""Y"", ""T"", ""H"", ""I"", ""N"", ""G""]",[],sequential,2,"[""9"", ""1"", ""9"", ""6"", ""1"", ""6"", ""0"", ""5""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[2, 5]","[0.35, 0.37, 0.33, 0.37, 0.35, 0.36, 0.37, 0.36]",8,12.46,True,False
9,False,2,1,PEOPLE,"[""P"", ""E"", ""O"", ""P"", ""L"", ""E""]",[],sequential,2,"[""0"", ""0"", ""8"", ""9"", ""0"", ""9"", ""3"", ""9""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[5, 7]","[0.3, 0.31, 0.27, 0.3, 0.27, 0.31, 0.3, 0.28]",8,11.94,False,False
10,False,2,2,POLITICAL,"[""P"", ""O"", ""L"", ""I"", ""T"", ""I"", ""C"", ""A"", ""L""]",[],sequential,2,"[""2"", ""6"", ""3"", ""8"", ""3""]","[1.2, 1.2, 1.2, 1.2, 1.2]",[4],"[0.25, 0.27, 0.26, 0.25, 0.26]",5,7.29,False,False
11,False,2,3,THROUGH,"[""T"", ""H"", ""R"", ""O"", ""U"", ""G"", ""H""]",[],sequential,2,"[""4"", ""5"", ""4"", ""0"", ""3""]","[1.2, 1.2, 1.2, 1.2, 1.2]",[2],"[0.3, 0.38, 0.31, 0.32, 0.37]",5,7.68,False,False
12,False,2,4,TOGETHER,"[""T"", ""O"", ""G"", ""E"", ""T"", ""H"", ""E"", ""R""]",[],sequential,1,"[""1"", ""1"", ""0"", ""2"", ""3"", ""8"", ""4"", ""7"", ""7""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[1, 8]","[0.33, 0.29, 0.31, 0.32, 0.29, 0.27, 0.27, 0.29, 0.26]",9,13.43,False,False
13,False,2,5,SOMEONE,"[""S"", ""O"", ""M"", ""E"", ""O"", ""N"", ""E""]",[],sequential,1,"[""8"", ""8"", ""4"", ""4"", ""0"", ""6""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[1, 3]","[0.25, 0.32, 0.29, 0.28, 0.26, 0.27]",6,8.87,False,False
14,False,2,6,DURING,"[""D"", ""U"", ""R"", ""I"", ""N"", ""G""]",[3],interrupted,2,"[""8"", ""7"", ""6"", ""9"", ""5"", ""9"", ""1"", ""0"", ""1""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[5, 8]","[0.4, 0.32, 0.33, 0.4, 0.36, 0.3, 0.32, 0.3, 0.34]",9,13.87,False,False
15,False,2,7,EVERYONE,"[""E"", ""V"", ""E"", ""R"", ""Y"", ""O"", ""N"", ""E""]",[],sequential,2,"[""9"", ""0"", ""6"", ""0"", ""9""]","[1.2, 1.2, 1.2, 1.2, 1.2]",[3],"[0.31, 0.3, 0.29, 0.27, 0.26]",5,7.43,False,False
16,False,2,8,SOMETIMES,"[""S"", ""O"", ""M"", ""E"", ""T"", ""I"", ""M"", ""E"", ""S""]",[8],interrupted,2,"[""2"", ""8"", ""7"", ""7"", ""2"", ""7""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2]",[5],"[0.26, 0.25, 0.25, 0.25, 0.25, 0.25]",6,8.71,True,False
17,False,3,1,HOWEVER,"[""H"", ""O"", ""W"", ""E"", ""V"", ""E"", ""R""]",[4],interrupted,1,"[""0"", ""0"", ""7"", ""7"", ""8"", ""5"", ""1""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[1, 3]","[0.32, 0.33, 0.3, 0.29, 0.3, 0.32, 0.33]",7,10.59,False,False
18,False,3,2,BEFORE,"[""B"", ""E"", ""F"", ""O"", ""R"", ""E""]",[4],interrupted,1,"[""7"", ""6"", ""5"", ""2"", ""2""]","[1.2, 1.2, 1.2, 1.2, 1.2]",[4],"[0.37, 0.33, 0.37, 0.29, 0.34]",5,7.7,False,False
19,False,3,3,PROBABLY,"[""P"", ""R"", ""O"", ""B"", ""A"", ""B"", ""L"", ""Y""]",[5],interrupted,1,"[""0"", ""0"", ""5"", ""5"", ""2"", ""1"", ""8"", ""1"", ""5""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[1, 3]","[0.4, 0.33, 0.4, 0.32, 0.37, 0.32, 0.33, 0.34, 0.34]",9,13.95,False,False
20,False,3,4,AMERICAN,"[""A"", ""M"", ""E"", ""R"", ""I"", ""C"", ""A"", ""N""]",[6],interrupted,2,"[""0"", ""9"", ""0"", ""7"", ""3""]","[1.2, 1.2, 1.2, 1.2, 1.2]",[2],"[0.29, 0.27, 0.28, 0.27, 0.25]",5,7.36,False,True
21,False,3,5,QUESTION,"[""Q"", ""U"", ""E"", ""S"", ""T"", ""I"", ""O"", ""N""]",[],sequential,1,"[""2"", ""6"", ""6"", ""1"", ""5""]","[1.2, 1.2, 1.2, 1.2, 1.2]",[2],"[0.34, 0.34, 0.32, 0.35, 0.35]",5,7.7,False,False
22,False,3,6,BEAUTIFUL,"[""B"", ""E"", ""A"", ""U"", ""T"", ""I"", ""F"", ""U"", ""L""]",[5],interrupted,1,"[""7"", ""4"", ""5"", ""5"", ""9""]","[1.2, 1.2, 1.2, 1.2, 1.2]",[3],"[0.32, 0.38, 0.31, 0.3, 0.34]",5,7.65,False,False
23,False,3,7,SHOULD,"[""S"", ""H"", ""O"", ""U"", ""L"", ""D""]",[],sequential,2,"[""5"", ""8"", ""5"", ""4""]","[1.2, 1.2, 1.2, 1.2]",[2],"[0.3, 0.37, 0.33, 0.36]",4,6.16,False,False
24,False,3,8,CHILDREN,"[""C"", ""H"", ""I"", ""L"", ""D"", ""R"", ""E"", ""N""]",[],sequential,1,"[""7"", ""7"", ""2"", ""5"", ""1"", ""7"", ""7"", ""8"", ""9""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[1, 6]","[0.27, 0.31, 0.28, 0.28, 0.32, 0.28, 0.3, 0.31, 0.3]",9,13.45,True,False
25,False,4,1,SECOND,"[""S"", ""E"", ""C"", ""O"", ""N"", ""D""]",[],sequential,1,"[""2"", ""7"", ""7"", ""4"", ""3"", ""3"", ""9"", ""6""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[2, 5]","[0.39, 0.4, 0.4, 0.38, 0.4, 0.4, 0.4, 0.39]",8,12.76,False,False
26,False,4,2,BECAUSE,"[""B"", ""E"", ""C"", ""A"", ""U"", ""S"", ""E""]",[3],interrupted,1,"[""9"", ""7"", ""7"", ""3"", ""6"", ""6""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[2, 5]","[0.4, 0.35, 0.35, 0.4, 0.4, 0.39]",6,9.49,False,False
27,False,4,3,FAMILY,"[""F"", ""A"", ""M"", ""I"", ""L"", ""Y""]",[],sequential,2,"[""0"", ""8"", ""5"", ""9"", ""5"", ""1"", ""2"", ""1""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[4, 7]","[0.27, 0.25, 0.26, 0.25, 0.27, 0.27, 0.26, 0.25]",8,11.68,False,False
28,False,4,4,COMPANIES,"[""C"", ""O"", ""M"", ""P"", ""A"", ""N"", ""I"", ""E"", ""S""]",[8],interrupted,2,"[""4"", ""3"", ""0"", ""3"", ""9"", ""9"", ""7"", ""9"", ""2""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[3, 7]","[0.27, 0.26, 0.27, 0.25, 0.29, 0.3, 0.29, 0.26, 0.28]",9,13.27,False,False
29,False,4,5,ANOTHER,"[""A"", ""N"", ""O"", ""T"", ""H"", ""E"", ""R""]",[6],interrupted,1,"[""6"", ""6"", ""4"", ""1"", ""2"", ""9"", ""9""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[1, 6]","[0.34, 0.31, 0.28, 0.32, 0.3, 0.31, 0.32]",7,10.58,False,False
30,False,4,6,AROUND,"[""A"", ""R"", ""O"", ""U"", ""N"", ""D""]",[4],interrupted,1,"[""0"", ""1"", ""3"", ""3"", ""7""]","[1.2, 1.2, 1.2, 1.2, 1.2]",[3],"[0.36, 0.4, 0.4, 0.4, 0.4]",5,7.96,False,False
31,False,4,7,THOUGHT,"[""T"", ""H"", ""O"", ""U"", ""G"", ""H"", ""T""]",[],sequential,2,"[""3"", ""0"", ""2"", ""0"", ""0"", ""0"", ""4"", ""8""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[3, 5]","[0.3, 0.32, 0.35, 0.36, 0.31, 0.34, 0.36, 0.36]",8,12.3,False,False
32,False,4,8,SOMETHING,"[""S"", ""O"", ""M"", ""E"", ""T"", ""H"", ""I"", ""N"", ""G""]",[2],interrupted,2,"[""7"", ""7"", ""6"", ""1"", ""6"", ""0""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2]",[4],"[0.33, 0.35, 0.38, 0.32, 0.3, 0.34]",6,9.22,True,False
33,False,5,1,AGAINST,"[""A"", ""G"", ""A"", ""I"", ""N"", ""S"", ""T""]",[],sequential,1,"[""9"", ""4"", ""4"", ""2"", ""2"", ""7"", ""2""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[2, 4]","[0.4, 0.4, 0.39, 0.4, 0.4, 0.34, 0.39]",7,11.12,False,False
34,False,5,2,NATIONAL,"[""N"", ""A"", ""T"", ""I"", ""O"", ""N"", ""A"", ""L""]",[],sequential,1,"[""8"", ""6"", ""6"", ""4"", ""6"", ""6"", ""4""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[2, 5]","[0.27, 0.26, 0.27, 0.27, 0.25, 0.26, 0.25]",7,10.23,False,False
35,False,5,3,PRESIDENT,"[""P"", ""R"", ""E"", ""S"", ""I"", ""D"", ""E"", ""N"", ""T""]",[5],interrupted,1,"[""3"", ""3"", ""0"", ""6"", ""0"", ""0"", ""7"", ""4"", ""5""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[1, 5]","[0.36, 0.31, 0.28, 0.33, 0.28, 0.32, 0.35, 0.33, 0.32]",9,13.68,False,False
36,False,5,4,WITHOUT,"[""W"", ""I"", ""T"", ""H"", ""O"", ""U"", ""T""]",[],sequential,1,"[""6"", ""9"", ""7"", ""7"", ""6"", ""6""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[3, 5]","[0.33, 0.38, 0.4, 0.33, 0.29, 0.34]",6,9.27,False,False
37,False,5,5,EDUCATION,"[""E"", ""D"", ""U"", ""C"", ""A"", ""T"", ""I"", ""O"", ""N""]",[],sequential,2,"[""0"", ""4"", ""0"", ""2"", ""0"", ""4"", ""4""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[2, 4]","[0.35, 0.31, 0.3, 0.28, 0.28, 0.32, 0.28]",7,10.52,False,False
38,False,5,6,RESEARCH,"[""R"", ""E"", ""S"", ""E"", ""A"", ""R"", ""C"", ""H""]",[3],interrupted,2,"[""9"", ""8"", ""6"", ""3"", ""6"", ""0"", ""6""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[4, 6]","[0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.39]",7,11.19,False,False
39,False,5,7,COMPANY,"[""C"", ""O"", ""M"", ""P"", ""A"", ""N"", ""Y""]",[],sequential,2,"[""7"", ""5"", ""7"", ""7"", ""7"", ""2"", ""6""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[2, 4]","[0.3, 0.27, 0.29, 0.29, 0.26, 0.26, 0.26]",7,10.33,False,False
40,False,5,8,REMEMBER,"[""R"", ""E"", ""M"", ""E"", ""M"", ""B"", ""E"", ""R""]",[7],interrupted,1,"[""9"", ""0"", ""7"", ""7"", ""9"", ""9""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[3, 5]","[0.28, 0.29, 0.36, 0.34, 0.31, 0.32]",6,9.1,False,False
