GLOBAL_TRIAL_NUM,participant_id,trial_num,word,word_length,letters_typed,completed,accuracy,completion_rate,cycles_used,actual_duration_s,subjective_duration_s,so_ratio,time_per_letter,participant_cv
1,sim_4,1,SIMPLE,6,6,True,1.0,1.0,212,10.6,9.984,94.18867924528303,1.7666666666666666,0.22581547073597996
2,sim_4,2,BUNDLE,6,6,True,1.0,1.0,207,10.35,10.368,100.17391304347827,1.7249999999999999,0.22581547073597996
3,sim_4,3,DIAMETERS,9,9,True,1.0,1.0,245,12.25,10.176000000000002,83.06938775510206,1.3611111111111112,0.22581547073597996
4,sim_4,4,NOTEWORTHY,10,10,True,1.0,1.0,324,16.2,15.36,94.81481481481482,1.6199999999999999,0.22581547073597996
5,sim_4,5,ELEPHANT,8,8,True,1.0,1.0,265,13.25,13.632000000000001,102.88301886792455,1.65625,0.22581547073597996
6,sim_4,6,UNDERSTAND,10,10,True,1.0,1.0,348,17.4,17.664000000000005,101.51724137931038,1.7399999999999998,0.22581547073597996
7,sim_4,7,IMPORTANT,9,9,True,1.0,1.0,292,14.6,13.44,92.05479452054794,1.6222222222222222,0.22581547073597996
8,sim_4,8,FOREVER,7,7,True,1.0,1.0,254,12.7,13.056000000000001,102.80314960629921,1.8142857142857143,0.22581547073597996
9,sim_4,9,IMPORTANT,9,9,True,1.0,1.0,299,14.95,14.4,96.32107023411372,1.661111111111111,0.22581547073597996
10,sim_4,10,NOTEWORTHY,10,10,True,1.0,1.0,343,17.15,18.24,106.35568513119533,1.7149999999999999,0.22581547073597996
11,sim_4,11,IMPORTANT,9,9,True,1.0,1.0,317,15.85,15.744000000000002,99.33123028391168,1.761111111111111,0.22581547073597996
12,sim_4,12,FACTORY,7,7,True,1.0,1.0,244,12.2,12.288,100.72131147540983,1.7428571428571427,0.22581547073597996
13,sim_4,13,MIDDLE,6,6,True,1.0,1.0,196,9.8,9.024,92.0816326530612,1.6333333333333335,0.22581547073597996
14,sim_4,14,MIDDLE,6,6,True,1.0,1.0,164,8.2,6.336000000000001,77.26829268292686,1.3666666666666665,0.22581547073597996
15,sim_4,15,TEMPLE,6,6,True,1.0,1.0,195,9.75,9.6,98.46153846153845,1.625,0.22581547073597996
16,sim_4,16,DIAMETERS,9,9,True,1.0,1.0,295,14.75,14.208,96.32542372881356,1.6388888888888888,0.22581547073597996
17,sim_4,17,IMPORTANT,9,9,True,1.0,1.0,276,13.8,12.48,90.43478260869566,1.5333333333333334,0.22581547073597996
18,sim_4,18,TEMPLE,6,6,True,1.0,1.0,196,9.8,9.216000000000001,94.04081632653062,1.6333333333333335,0.22581547073597996
19,sim_4,19,HANDLE,6,6,True,1.0,1.0,218,10.9,10.56,96.88073394495413,1.8166666666666667,0.22581547073597996
20,sim_4,20,HANDLE,6,6,True,1.0,1.0,207,10.35,9.984,96.46376811594203,1.7249999999999999,0.22581547073597996
21,sim_4,21,ANOTHER,7,7,True,1.0,1.0,238,11.9,10.944,91.96638655462185,1.7,0.22581547073597996
22,sim_4,22,UNDERSTAND,10,10,True,1.0,1.0,350,17.5,15.552,88.86857142857143,1.75,0.22581547073597996
23,sim_4,23,NOTEWORTHY,10,10,True,1.0,1.0,328,16.4,15.552,94.82926829268294,1.64,0.22581547073597996
24,sim_4,24,SIMPLE,6,6,True,1.0,1.0,185,9.25,8.832000000000003,95.48108108108111,1.5416666666666667,0.22581547073597996
25,sim_4,25,HOMEMADE,8,8,True,1.0,1.0,246,12.3,10.368,84.29268292682927,1.5375,0.22581547073597996
26,sim_4,26,DIAMETERS,9,9,True,1.0,1.0,281,14.05,12.864,91.55871886120997,1.5611111111111111,0.22581547073597996
27,sim_4,27,FOREVER,7,7,True,1.0,1.0,253,12.65,12.096000000000002,95.6205533596838,1.8071428571428572,0.22581547073597996
28,sim_4,28,IMPORTANT,9,9,True,1.0,1.0,327,16.35,15.744000000000002,96.29357798165138,1.8166666666666669,0.22581547073597996
29,sim_4,29,ELEPHANT,8,8,True,1.0,1.0,273,13.65,11.904,87.2087912087912,1.70625,0.22581547073597996
30,sim_4,30,HOMEMADE,8,8,True,1.0,1.0,288,14.4,14.208,98.66666666666667,1.8,0.22581547073597996
31,sim_4,31,HANDLE,6,6,True,1.0,1.0,205,10.25,9.792000000000002,95.53170731707318,1.7083333333333333,0.22581547073597996
32,sim_4,32,MIDDLE,6,6,True,1.0,1.0,211,10.55,9.6,90.99526066350711,1.7583333333333335,0.22581547073597996
33,sim_4,33,SIMPLE,6,6,True,1.0,1.0,201,10.05,8.832000000000003,87.88059701492539,1.675,0.22581547073597996
34,sim_4,34,COMPUTER,8,8,True,1.0,1.0,268,13.4,11.904,88.83582089552239,1.675,0.22581547073597996
35,sim_4,35,WITHOUT,7,7,True,1.0,1.0,230,11.5,10.752000000000002,93.49565217391307,1.6428571428571428,0.22581547073597996
36,sim_4,36,HANDLE,6,6,True,1.0,1.0,207,10.35,9.6,92.7536231884058,1.7249999999999999,0.22581547073597996
37,sim_4,37,HANDLE,6,6,True,1.0,1.0,190,9.5,9.216000000000001,97.01052631578948,1.5833333333333333,0.22581547073597996
38,sim_4,38,ELEPHANT,8,8,True,1.0,1.0,243,12.15,11.712000000000002,96.39506172839506,1.51875,0.22581547073597996
39,sim_4,39,ANOTHER,7,7,True,1.0,1.0,227,11.35,10.176000000000002,89.65638766519825,1.6214285714285714,0.22581547073597996
40,sim_4,40,IMPORTANT,9,9,True,1.0,1.0,300,15.0,14.016000000000002,93.44000000000001,1.6666666666666667,0.22581547073597996
