GLOBAL_TRIAL_NUM,participant_id,trial_num,word,word_length,letters_typed,completed,accuracy,completion_rate,cycles_used,actual_duration_s,subjective_duration_s,so_ratio,time_per_letter,participant_cv
1,sim_7,1,COMPUTER,8,8,True,1.0,1.0,243,12.15,11.904,97.9753086419753,1.51875,0.21997982726721824
2,sim_7,2,FACTORY,7,7,True,1.0,1.0,227,11.35,10.56,93.03964757709252,1.6214285714285714,0.21997982726721824
3,sim_7,3,HOMEMADE,8,8,True,1.0,1.0,277,13.85,12.672000000000002,91.49458483754515,1.73125,0.21997982726721824
4,sim_7,4,DIAMETERS,9,9,True,1.0,1.0,303,15.15,13.824,91.24752475247524,1.6833333333333333,0.21997982726721824
5,sim_7,5,NOTEBOOK,8,8,True,1.0,1.0,256,12.8,12.864,100.49999999999999,1.6,0.21997982726721824
6,sim_7,6,CHARACTER,9,9,True,1.0,1.0,365,18.25,18.24,99.94520547945204,2.0277777777777777,0.21997982726721824
7,sim_7,7,WITHOUT,7,7,True,1.0,1.0,214,10.7,9.6,89.7196261682243,1.5285714285714285,0.21997982726721824
8,sim_7,8,IMPORTANT,9,9,True,1.0,1.0,298,14.9,14.208,95.35570469798658,1.6555555555555557,0.21997982726721824
9,sim_7,9,MIDDLE,6,6,True,1.0,1.0,204,10.2,9.408,92.23529411764706,1.7,0.21997982726721824
10,sim_7,10,CHARACTER,9,9,True,1.0,1.0,328,16.4,15.552,94.82926829268294,1.822222222222222,0.21997982726721824
11,sim_7,11,NOTEBOOK,8,8,True,1.0,1.0,245,12.25,10.944,89.33877551020409,1.53125,0.21997982726721824
12,sim_7,12,UNDERSTAND,10,10,True,1.0,1.0,275,13.75,11.712000000000002,85.17818181818183,1.375,0.21997982726721824
13,sim_7,13,COMPUTER,8,8,True,1.0,1.0,270,13.5,12.864,95.28888888888889,1.6875,0.21997982726721824
14,sim_7,14,TEMPLE,6,6,True,1.0,1.0,239,11.95,12.672000000000002,106.04184100418412,1.9916666666666665,0.21997982726721824
15,sim_7,15,IMPORTANT,9,9,True,1.0,1.0,320,16.0,17.28,108.0,1.7777777777777777,0.21997982726721824
16,sim_7,16,ANYTHING,8,8,True,1.0,1.0,244,12.2,10.944,89.70491803278689,1.525,0.21997982726721824
17,sim_7,17,ANOTHER,7,7,True,1.0,1.0,243,12.15,12.288,101.13580246913581,1.7357142857142858,0.21997982726721824
18,sim_7,18,IMPORTANT,9,9,True,1.0,1.0,345,17.25,18.24,105.7391304347826,1.9166666666666667,0.21997982726721824
19,sim_7,19,ELEPHANT,8,8,True,1.0,1.0,236,11.8,10.176000000000002,86.23728813559323,1.475,0.21997982726721824
20,sim_7,20,IMPORTANT,9,9,True,1.0,1.0,298,14.9,12.864,86.33557046979867,1.6555555555555557,0.21997982726721824
21,sim_7,21,HOMEMADE,8,8,True,1.0,1.0,274,13.7,13.44,98.10218978102189,1.7125,0.21997982726721824
22,sim_7,22,NOTEBOOK,8,8,True,1.0,1.0,245,12.25,10.56,86.20408163265306,1.53125,0.21997982726721824
23,sim_7,23,FACTORY,7,7,True,1.0,1.0,227,11.35,10.944,96.4229074889868,1.6214285714285714,0.21997982726721824
24,sim_7,24,NOTEWORTHY,10,10,True,1.0,1.0,300,15.0,13.44,89.60000000000001,1.5,0.21997982726721824
25,sim_7,25,COMPUTER,8,8,True,1.0,1.0,236,11.8,9.792000000000002,82.98305084745763,1.475,0.21997982726721824
26,sim_7,26,CHARACTER,9,9,True,1.0,1.0,299,14.95,15.552,104.02675585284283,1.661111111111111,0.21997982726721824
27,sim_7,27,CHARACTER,9,9,True,1.0,1.0,322,16.1,16.128,100.17391304347825,1.788888888888889,0.21997982726721824
28,sim_7,28,CHARACTER,9,9,True,1.0,1.0,277,13.85,12.288,88.72202166064982,1.5388888888888888,0.21997982726721824
29,sim_7,29,ELEPHANT,8,8,True,1.0,1.0,265,13.25,12.48,94.18867924528303,1.65625,0.21997982726721824
30,sim_7,30,CHARACTER,9,9,True,1.0,1.0,292,14.6,13.632000000000001,93.36986301369863,1.6222222222222222,0.21997982726721824
31,sim_7,31,ELEPHANT,8,8,True,1.0,1.0,287,14.35,13.44,93.65853658536585,1.79375,0.21997982726721824
32,sim_7,32,FOREVER,7,7,True,1.0,1.0,254,12.7,12.288,96.75590551181104,1.8142857142857143,0.21997982726721824
33,sim_7,33,TEMPLE,6,6,True,1.0,1.0,182,9.1,8.448,92.83516483516485,1.5166666666666666,0.21997982726721824
34,sim_7,34,ANOTHER,7,7,True,1.0,1.0,235,11.75,10.56,89.87234042553192,1.6785714285714286,0.21997982726721824
35,sim_7,35,EXAMPLE,7,7,True,1.0,1.0,190,9.5,7.296000000000001,76.80000000000001,1.3571428571428572,0.21997982726721824
36,sim_7,36,ELEPHANT,8,8,True,1.0,1.0,250,12.5,11.712000000000002,93.69600000000001,1.5625,0.21997982726721824
37,sim_7,37,FOREVER,7,7,True,1.0,1.0,194,9.7,7.68,79.17525773195877,1.3857142857142857,0.21997982726721824
38,sim_7,38,FACTORY,7,7,True,1.0,1.0,188,9.4,7.296000000000001,77.61702127659575,1.342857142857143,0.21997982726721824
39,sim_7,39,MIDDLE,6,6,True,1.0,1.0,198,9.9,9.408,95.03030303030302,1.6500000000000001,0.21997982726721824
40,sim_7,40,UNDERSTAND,10,10,True,1.0,1.0,286,14.3,12.096000000000002,84.58741258741259,1.4300000000000002,0.21997982726721824
