GLOBAL_TRIAL_NUM,participant_id,trial_num,word,word_length,letters_typed,completed,accuracy,completion_rate,cycles_used,actual_duration_s,subjective_duration_s,so_ratio,time_per_letter,participant_cv
1,sim_5,1,FACTORY,7,7,True,1.0,1.0,217,10.85,9.984,92.0184331797235,1.55,0.19195879763518428
2,sim_5,2,SIMPLE,6,6,True,1.0,1.0,230,11.5,11.328,98.50434782608694,1.9166666666666667,0.19195879763518428
3,sim_5,3,UNDERSTAND,10,10,True,1.0,1.0,335,16.75,16.512,98.57910447761195,1.675,0.19195879763518428
4,sim_5,4,ANOTHER,7,7,True,1.0,1.0,256,12.8,12.672000000000002,99.00000000000001,1.8285714285714287,0.19195879763518428
5,sim_5,5,DIAMETERS,9,9,True,1.0,1.0,331,16.55,17.856,107.89123867069488,1.838888888888889,0.19195879763518428
6,sim_5,6,CHARACTER,9,9,True,1.0,1.0,324,16.2,15.552,96.0,1.7999999999999998,0.19195879763518428
7,sim_5,7,COMPUTER,8,8,True,1.0,1.0,243,12.15,10.56,86.91358024691358,1.51875,0.19195879763518428
8,sim_5,8,FOREVER,7,7,True,1.0,1.0,237,11.85,10.752000000000002,90.73417721518989,1.6928571428571428,0.19195879763518428
9,sim_5,9,NOTEBOOK,8,8,True,1.0,1.0,230,11.5,9.984,86.81739130434782,1.4375,0.19195879763518428
10,sim_5,10,NOTEWORTHY,10,10,True,1.0,1.0,326,16.3,14.592000000000002,89.52147239263805,1.6300000000000001,0.19195879763518428
11,sim_5,11,ANOTHER,7,7,True,1.0,1.0,219,10.95,10.176000000000002,92.9315068493151,1.5642857142857143,0.19195879763518428
12,sim_5,12,ELEPHANT,8,8,True,1.0,1.0,239,11.95,11.328,94.7949790794979,1.49375,0.19195879763518428
13,sim_5,13,NOTEBOOK,8,8,True,1.0,1.0,249,12.45,10.944,87.90361445783134,1.55625,0.19195879763518428
14,sim_5,14,FACTORY,7,7,True,1.0,1.0,216,10.8,9.6,88.88888888888889,1.542857142857143,0.19195879763518428
15,sim_5,15,CANDLE,6,6,True,1.0,1.0,209,10.45,10.752000000000002,102.88995215311007,1.7416666666666665,0.19195879763518428
16,sim_5,16,FACTORY,7,7,True,1.0,1.0,250,12.5,11.904,95.232,1.7857142857142858,0.19195879763518428
17,sim_5,17,HANDLE,6,6,True,1.0,1.0,201,10.05,8.64,85.97014925373134,1.675,0.19195879763518428
18,sim_5,18,FOREVER,7,7,True,1.0,1.0,208,10.4,9.6,92.3076923076923,1.4857142857142858,0.19195879763518428
19,sim_5,19,NOTEBOOK,8,8,True,1.0,1.0,249,12.45,10.944,87.90361445783134,1.55625,0.19195879763518428
20,sim_5,20,IMPORTANT,9,9,True,1.0,1.0,280,14.0,13.824,98.74285714285715,1.5555555555555556,0.19195879763518428
21,sim_5,21,FOREVER,7,7,True,1.0,1.0,227,11.35,10.368,91.34801762114539,1.6214285714285714,0.19195879763518428
22,sim_5,22,CHARACTER,9,9,True,1.0,1.0,271,13.55,11.904,87.85239852398523,1.5055555555555555,0.19195879763518428
23,sim_5,23,NOTEBOOK,8,8,True,1.0,1.0,237,11.85,11.328,95.59493670886076,1.48125,0.19195879763518428
24,sim_5,24,EXAMPLE,7,7,True,1.0,1.0,268,13.4,13.632000000000001,101.73134328358209,1.9142857142857144,0.19195879763518428
25,sim_5,25,DIAMETERS,9,9,True,1.0,1.0,305,15.25,14.784,96.94426229508197,1.6944444444444444,0.19195879763518428
26,sim_5,26,EXAMPLE,7,7,True,1.0,1.0,253,12.65,11.52,91.06719367588933,1.8071428571428572,0.19195879763518428
27,sim_5,27,HOMEMADE,8,8,True,1.0,1.0,282,14.1,14.016000000000002,99.40425531914894,1.7625,0.19195879763518428
28,sim_5,28,FACTORY,7,7,True,1.0,1.0,228,11.4,10.944,96.00000000000001,1.6285714285714286,0.19195879763518428
29,sim_5,29,NOTEBOOK,8,8,True,1.0,1.0,249,12.45,11.136000000000001,89.44578313253014,1.55625,0.19195879763518428
30,sim_5,30,IMPORTANT,9,9,True,1.0,1.0,270,13.5,12.288,91.02222222222223,1.5,0.19195879763518428
31,sim_5,31,SIMPLE,6,6,True,1.0,1.0,196,9.8,10.176000000000002,103.83673469387756,1.6333333333333335,0.19195879763518428
32,sim_5,32,ANYTHING,8,8,True,1.0,1.0,255,12.75,12.48,97.88235294117648,1.59375,0.19195879763518428
33,sim_5,33,DIAMETERS,9,9,True,1.0,1.0,305,15.25,13.44,88.1311475409836,1.6944444444444444,0.19195879763518428
34,sim_5,34,CHARACTER,9,9,True,1.0,1.0,317,15.85,16.512,104.17665615141955,1.761111111111111,0.19195879763518428
35,sim_5,35,FOREVER,7,7,True,1.0,1.0,258,12.9,12.48,96.74418604651163,1.842857142857143,0.19195879763518428
36,sim_5,36,TEMPLE,6,6,True,1.0,1.0,208,10.4,9.216000000000001,88.61538461538461,1.7333333333333334,0.19195879763518428
37,sim_5,37,ANYTHING,8,8,True,1.0,1.0,251,12.55,10.752000000000002,85.67330677290839,1.56875,0.19195879763518428
38,sim_5,38,HANDLE,6,6,True,1.0,1.0,178,8.9,8.64,97.07865168539325,1.4833333333333334,0.19195879763518428
39,sim_5,39,FACTORY,7,7,True,1.0,1.0,204,10.2,8.448,82.82352941176472,1.457142857142857,0.19195879763518428
40,sim_5,40,FOREVER,7,7,True,1.0,1.0,267,13.35,14.016000000000002,104.98876404494384,1.907142857142857,0.19195879763518428
