GLOBAL_TRIAL_NUM,participant_id,trial_num,word,word_length,letters_typed,completed,accuracy,completion_rate,cycles_used,actual_duration_s,subjective_duration_s,so_ratio,time_per_letter,participant_cv
1,sim_10,1,HOMEMADE,8,8,True,1.0,1.0,289,14.45,14.016000000000002,96.99653979238757,1.80625,0.19911282643536132
2,sim_10,2,ELEPHANT,8,8,True,1.0,1.0,235,11.75,9.792000000000002,83.33617021276596,1.46875,0.19911282643536132
3,sim_10,3,ANYTHING,8,8,True,1.0,1.0,208,10.4,8.64,83.07692307692308,1.3,0.19911282643536132
4,sim_10,4,WITHOUT,7,7,True,1.0,1.0,224,11.2,9.792000000000002,87.42857142857144,1.5999999999999999,0.19911282643536132
5,sim_10,5,EXAMPLE,7,7,True,1.0,1.0,215,10.75,9.6,89.30232558139535,1.5357142857142858,0.19911282643536132
6,sim_10,6,ELEPHANT,8,8,True,1.0,1.0,236,11.8,10.368,87.86440677966102,1.475,0.19911282643536132
7,sim_10,7,WITHOUT,7,7,True,1.0,1.0,222,11.1,9.792000000000002,88.21621621621624,1.5857142857142856,0.19911282643536132
8,sim_10,8,SIMPLE,6,6,True,1.0,1.0,165,8.25,7.296000000000001,88.43636363636365,1.375,0.19911282643536132
9,sim_10,9,SIMPLE,6,6,True,1.0,1.0,192,9.6,8.256,86.00000000000001,1.5999999999999999,0.19911282643536132
10,sim_10,10,BUNDLE,6,6,True,1.0,1.0,211,10.55,10.368,98.27488151658767,1.7583333333333335,0.19911282643536132
11,sim_10,11,NOTEBOOK,8,8,True,1.0,1.0,224,11.2,9.216000000000001,82.28571428571429,1.4,0.19911282643536132
12,sim_10,12,ELEPHANT,8,8,True,1.0,1.0,292,14.6,13.248,90.73972602739727,1.825,0.19911282643536132
13,sim_10,13,HANDLE,6,6,True,1.0,1.0,216,10.8,10.752000000000002,99.55555555555557,1.8,0.19911282643536132
14,sim_10,14,CHARACTER,9,9,True,1.0,1.0,300,15.0,14.4,96.00000000000001,1.6666666666666667,0.19911282643536132
15,sim_10,15,HOMEMADE,8,8,True,1.0,1.0,281,14.05,12.864,91.55871886120997,1.75625,0.19911282643536132
16,sim_10,16,DIAMETERS,9,9,True,1.0,1.0,274,13.7,12.48,91.09489051094891,1.5222222222222221,0.19911282643536132
17,sim_10,17,EXAMPLE,7,7,True,1.0,1.0,263,13.15,12.864,97.82509505703423,1.8785714285714286,0.19911282643536132
18,sim_10,18,FACTORY,7,7,True,1.0,1.0,241,12.05,11.136000000000001,92.4149377593361,1.7214285714285715,0.19911282643536132
19,sim_10,19,MIDDLE,6,6,True,1.0,1.0,241,12.05,11.904,98.78838174273858,2.0083333333333333,0.19911282643536132
20,sim_10,20,CHARACTER,9,9,True,1.0,1.0,305,15.25,15.168,99.46229508196721,1.6944444444444444,0.19911282643536132
21,sim_10,21,CHARACTER,9,9,True,1.0,1.0,277,13.85,13.632000000000001,98.42599277978341,1.5388888888888888,0.19911282643536132
22,sim_10,22,HOMEMADE,8,8,True,1.0,1.0,253,12.65,11.328,89.5494071146245,1.58125,0.19911282643536132
23,sim_10,23,WITHOUT,7,7,True,1.0,1.0,227,11.35,9.792000000000002,86.27312775330398,1.6214285714285714,0.19911282643536132
24,sim_10,24,ELEPHANT,8,8,True,1.0,1.0,280,14.0,13.44,96.0,1.75,0.19911282643536132
25,sim_10,25,CANDLE,6,6,True,1.0,1.0,170,8.5,7.296000000000001,85.83529411764708,1.4166666666666667,0.19911282643536132
26,sim_10,26,CHARACTER,9,9,True,1.0,1.0,307,15.35,14.784,96.3127035830619,1.7055555555555555,0.19911282643536132
27,sim_10,27,HANDLE,6,6,True,1.0,1.0,182,9.1,7.296000000000001,80.17582417582419,1.5166666666666666,0.19911282643536132
28,sim_10,28,CHARACTER,9,9,True,1.0,1.0,289,14.45,13.056000000000001,90.35294117647061,1.6055555555555554,0.19911282643536132
29,sim_10,29,ELEPHANT,8,8,True,1.0,1.0,239,11.95,10.752000000000002,89.97489539748956,1.49375,0.19911282643536132
30,sim_10,30,COMPUTER,8,8,True,1.0,1.0,238,11.9,12.096000000000002,101.64705882352942,1.4875,0.19911282643536132
31,sim_10,31,BUNDLE,6,6,True,1.0,1.0,224,11.2,10.752000000000002,96.00000000000003,1.8666666666666665,0.19911282643536132
32,sim_10,32,NOTEWORTHY,10,10,True,1.0,1.0,340,17.0,15.552,91.48235294117647,1.7,0.19911282643536132
33,sim_10,33,ANYTHING,8,8,True,1.0,1.0,243,12.15,11.136000000000001,91.65432098765433,1.51875,0.19911282643536132
34,sim_10,34,FACTORY,7,7,True,1.0,1.0,197,9.85,8.832000000000003,89.66497461928937,1.407142857142857,0.19911282643536132
35,sim_10,35,NOTEBOOK,8,8,True,1.0,1.0,264,13.2,12.864,97.45454545454547,1.65,0.19911282643536132
36,sim_10,36,BUNDLE,6,6,True,1.0,1.0,214,10.7,10.368,96.89719626168225,1.7833333333333332,0.19911282643536132
37,sim_10,37,IMPORTANT,9,9,True,1.0,1.0,293,14.65,14.4,98.29351535836177,1.6277777777777778,0.19911282643536132
38,sim_10,38,SIMPLE,6,6,True,1.0,1.0,193,9.65,9.024,93.51295336787564,1.6083333333333334,0.19911282643536132
39,sim_10,39,DIAMETERS,9,9,True,1.0,1.0,249,12.45,10.176000000000002,81.73493975903617,1.3833333333333333,0.19911282643536132
40,sim_10,40,CHARACTER,9,9,True,1.0,1.0,254,12.7,10.944,86.17322834645671,1.411111111111111,0.19911282643536132
