GLOBAL_TRIAL_NUM,participant_id,trial_num,word,word_length,letters_typed,completed,accuracy,completion_rate,cycles_used,actual_duration_s,subjective_duration_s,so_ratio,time_per_letter,participant_cv
1,sim_6,1,NOTEBOOK,8,8,True,1.0,1.0,226,11.3,9.792000000000002,86.65486725663717,1.4125,0.19444132962046295
2,sim_6,2,WITHOUT,7,7,True,1.0,1.0,284,14.2,14.592000000000002,102.76056338028172,2.0285714285714285,0.19444132962046295
3,sim_6,3,IMPORTANT,9,9,True,1.0,1.0,258,12.9,11.136000000000001,86.32558139534883,1.4333333333333333,0.19444132962046295
4,sim_6,4,MIDDLE,6,6,True,1.0,1.0,222,11.1,10.368,93.4054054054054,1.8499999999999999,0.19444132962046295
5,sim_6,5,EXAMPLE,7,7,True,1.0,1.0,246,12.3,12.672000000000002,103.02439024390245,1.7571428571428573,0.19444132962046295
6,sim_6,6,EXAMPLE,7,7,True,1.0,1.0,218,10.9,9.792000000000002,89.83486238532112,1.5571428571428572,0.19444132962046295
7,sim_6,7,CHARACTER,9,9,True,1.0,1.0,325,16.25,16.512,101.6123076923077,1.8055555555555556,0.19444132962046295
8,sim_6,8,TEMPLE,6,6,True,1.0,1.0,188,9.4,7.488000000000001,79.65957446808511,1.5666666666666667,0.19444132962046295
9,sim_6,9,ELEPHANT,8,8,True,1.0,1.0,229,11.45,10.176000000000002,88.87336244541487,1.43125,0.19444132962046295
10,sim_6,10,BUNDLE,6,6,True,1.0,1.0,226,11.3,10.944,96.8495575221239,1.8833333333333335,0.19444132962046295
11,sim_6,11,NOTEBOOK,8,8,True,1.0,1.0,268,13.4,12.48,93.13432835820895,1.675,0.19444132962046295
12,sim_6,12,FACTORY,7,7,True,1.0,1.0,224,11.2,9.6,85.71428571428572,1.5999999999999999,0.19444132962046295
13,sim_6,13,COMPUTER,8,8,True,1.0,1.0,280,14.0,12.864,91.88571428571429,1.75,0.19444132962046295
14,sim_6,14,IMPORTANT,9,9,True,1.0,1.0,304,15.2,13.44,88.42105263157895,1.6888888888888889,0.19444132962046295
15,sim_6,15,ANYTHING,8,8,True,1.0,1.0,241,12.05,10.944,90.82157676348548,1.50625,0.19444132962046295
16,sim_6,16,MIDDLE,6,6,True,1.0,1.0,165,8.25,6.5280000000000005,79.12727272727274,1.375,0.19444132962046295
17,sim_6,17,HANDLE,6,6,True,1.0,1.0,191,9.55,9.024,94.49214659685862,1.5916666666666668,0.19444132962046295
18,sim_6,18,FOREVER,7,7,True,1.0,1.0,264,13.2,13.248,100.36363636363636,1.8857142857142857,0.19444132962046295
19,sim_6,19,HANDLE,6,6,True,1.0,1.0,177,8.85,7.68,86.77966101694915,1.4749999999999999,0.19444132962046295
20,sim_6,20,ANYTHING,8,8,True,1.0,1.0,267,13.35,11.904,89.1685393258427,1.66875,0.19444132962046295
21,sim_6,21,WITHOUT,7,7,True,1.0,1.0,218,10.9,9.408,86.31192660550457,1.5571428571428572,0.19444132962046295
22,sim_6,22,CANDLE,6,6,True,1.0,1.0,199,9.95,9.216000000000001,92.62311557788946,1.6583333333333332,0.19444132962046295
23,sim_6,23,EXAMPLE,7,7,True,1.0,1.0,228,11.4,10.368,90.94736842105263,1.6285714285714286,0.19444132962046295
24,sim_6,24,BUNDLE,6,6,True,1.0,1.0,172,8.6,6.72,78.13953488372093,1.4333333333333333,0.19444132962046295
25,sim_6,25,FACTORY,7,7,True,1.0,1.0,231,11.55,10.56,91.42857142857143,1.6500000000000001,0.19444132962046295
26,sim_6,26,CANDLE,6,6,True,1.0,1.0,192,9.6,8.448,88.00000000000001,1.5999999999999999,0.19444132962046295
27,sim_6,27,COMPUTER,8,8,True,1.0,1.0,246,12.3,11.328,92.09756097560975,1.5375,0.19444132962046295
28,sim_6,28,FOREVER,7,7,True,1.0,1.0,222,11.1,10.752000000000002,96.86486486486488,1.5857142857142856,0.19444132962046295
29,sim_6,29,BUNDLE,6,6,True,1.0,1.0,222,11.1,10.944,98.59459459459461,1.8499999999999999,0.19444132962046295
30,sim_6,30,ANOTHER,7,7,True,1.0,1.0,219,10.95,9.408,85.91780821917808,1.5642857142857143,0.19444132962046295
31,sim_6,31,WITHOUT,7,7,True,1.0,1.0,225,11.25,10.56,93.86666666666667,1.6071428571428572,0.19444132962046295
32,sim_6,32,DIAMETERS,9,9,True,1.0,1.0,299,14.95,14.4,96.32107023411372,1.661111111111111,0.19444132962046295
33,sim_6,33,NOTEBOOK,8,8,True,1.0,1.0,235,11.75,11.136000000000001,94.77446808510639,1.46875,0.19444132962046295
34,sim_6,34,BUNDLE,6,6,True,1.0,1.0,207,10.35,9.984,96.46376811594203,1.7249999999999999,0.19444132962046295
35,sim_6,35,COMPUTER,8,8,True,1.0,1.0,245,12.25,11.52,94.0408163265306,1.53125,0.19444132962046295
36,sim_6,36,ELEPHANT,8,8,True,1.0,1.0,245,12.25,11.136000000000001,90.9061224489796,1.53125,0.19444132962046295
37,sim_6,37,FOREVER,7,7,True,1.0,1.0,227,11.35,10.56,93.03964757709252,1.6214285714285714,0.19444132962046295
38,sim_6,38,SIMPLE,6,6,True,1.0,1.0,195,9.75,8.448,86.64615384615385,1.625,0.19444132962046295
39,sim_6,39,MIDDLE,6,6,True,1.0,1.0,237,11.85,11.52,97.21518987341771,1.9749999999999999,0.19444132962046295
40,sim_6,40,HOMEMADE,8,8,True,1.0,1.0,250,12.5,12.48,99.84,1.5625,0.19444132962046295
