GLOBAL_TRIAL_NUM,participant_id,trial_num,word,word_length,letters_typed,completed,accuracy,completion_rate,cycles_used,actual_duration_s,subjective_duration_s,so_ratio,time_per_letter,participant_cv
1,sim_3,1,ANOTHER,7,7,True,1.0,1.0,225,11.25,10.368,92.16,1.6071428571428572,0.2121006089290532
2,sim_3,2,TEMPLE,6,6,True,1.0,1.0,188,9.4,8.448,89.87234042553192,1.5666666666666667,0.2121006089290532
3,sim_3,3,NOTEWORTHY,10,10,True,1.0,1.0,313,15.65,15.36,98.14696485623003,1.565,0.2121006089290532
4,sim_3,4,FACTORY,7,7,True,1.0,1.0,230,11.5,10.944,95.16521739130435,1.6428571428571428,0.2121006089290532
5,sim_3,5,SIMPLE,6,6,True,1.0,1.0,196,9.8,9.024,92.0816326530612,1.6333333333333335,0.2121006089290532
6,sim_3,6,HANDLE,6,6,True,1.0,1.0,231,11.55,11.136000000000001,96.41558441558442,1.925,0.2121006089290532
7,sim_3,7,UNDERSTAND,10,10,True,1.0,1.0,341,17.05,15.552,91.21407624633432,1.705,0.2121006089290532
8,sim_3,8,ANOTHER,7,7,True,1.0,1.0,260,13.0,13.44,103.38461538461539,1.8571428571428572,0.2121006089290532
9,sim_3,9,FACTORY,7,7,True,1.0,1.0,251,12.55,11.136000000000001,88.73306772908367,1.792857142857143,0.2121006089290532
10,sim_3,10,HOMEMADE,8,8,True,1.0,1.0,256,12.8,11.52,89.99999999999999,1.6,0.2121006089290532
11,sim_3,11,UNDERSTAND,10,10,True,1.0,1.0,335,16.75,16.128,96.2865671641791,1.675,0.2121006089290532
12,sim_3,12,BUNDLE,6,6,True,1.0,1.0,179,8.95,7.104,79.37430167597766,1.4916666666666665,0.2121006089290532
13,sim_3,13,ELEPHANT,8,8,True,1.0,1.0,244,12.2,11.328,92.85245901639344,1.525,0.2121006089290532
14,sim_3,14,EXAMPLE,7,7,True,1.0,1.0,240,12.0,11.136000000000001,92.80000000000001,1.7142857142857142,0.2121006089290532
15,sim_3,15,HOMEMADE,8,8,True,1.0,1.0,218,10.9,9.984,91.59633027522935,1.3625,0.2121006089290532
16,sim_3,16,TEMPLE,6,6,True,1.0,1.0,186,9.3,8.64,92.90322580645162,1.55,0.2121006089290532
17,sim_3,17,FOREVER,7,7,True,1.0,1.0,223,11.15,10.368,92.98654708520179,1.592857142857143,0.2121006089290532
18,sim_3,18,CHARACTER,9,9,True,1.0,1.0,291,14.55,13.632000000000001,93.69072164948454,1.6166666666666667,0.2121006089290532
19,sim_3,19,FOREVER,7,7,True,1.0,1.0,238,11.9,11.904,100.03361344537815,1.7,0.2121006089290532
20,sim_3,20,NOTEBOOK,8,8,True,1.0,1.0,250,12.5,11.328,90.624,1.5625,0.2121006089290532
21,sim_3,21,FACTORY,7,7,True,1.0,1.0,199,9.95,7.68,77.18592964824121,1.4214285714285713,0.2121006089290532
22,sim_3,22,IMPORTANT,9,9,True,1.0,1.0,279,13.95,12.48,89.46236559139786,1.5499999999999998,0.2121006089290532
23,sim_3,23,ELEPHANT,8,8,True,1.0,1.0,224,11.2,10.176000000000002,90.85714285714288,1.4,0.2121006089290532
24,sim_3,24,COMPUTER,8,8,True,1.0,1.0,254,12.7,10.752000000000002,84.66141732283467,1.5875,0.2121006089290532
25,sim_3,25,HOMEMADE,8,8,True,1.0,1.0,234,11.7,10.56,90.25641025641026,1.4625,0.2121006089290532
26,sim_3,26,ANOTHER,7,7,True,1.0,1.0,259,12.95,13.44,103.78378378378379,1.8499999999999999,0.2121006089290532
27,sim_3,27,HOMEMADE,8,8,True,1.0,1.0,269,13.45,12.48,92.78810408921933,1.68125,0.2121006089290532
28,sim_3,28,NOTEBOOK,8,8,True,1.0,1.0,251,12.55,11.52,91.79282868525895,1.56875,0.2121006089290532
29,sim_3,29,MIDDLE,6,6,True,1.0,1.0,199,9.95,9.216000000000001,92.62311557788946,1.6583333333333332,0.2121006089290532
30,sim_3,30,WITHOUT,7,7,True,1.0,1.0,254,12.7,13.056000000000001,102.80314960629921,1.8142857142857143,0.2121006089290532
31,sim_3,31,ANOTHER,7,7,True,1.0,1.0,244,12.2,12.096000000000002,99.14754098360658,1.7428571428571427,0.2121006089290532
32,sim_3,32,TEMPLE,6,6,True,1.0,1.0,178,8.9,7.68,86.29213483146067,1.4833333333333334,0.2121006089290532
33,sim_3,33,ANYTHING,8,8,True,1.0,1.0,209,10.45,7.296000000000001,69.81818181818184,1.30625,0.2121006089290532
34,sim_3,34,NOTEWORTHY,10,10,True,1.0,1.0,349,17.45,16.128,92.42406876790832,1.7449999999999999,0.2121006089290532
35,sim_3,35,FACTORY,7,7,True,1.0,1.0,236,11.8,11.52,97.62711864406779,1.6857142857142857,0.2121006089290532
36,sim_3,36,EXAMPLE,7,7,True,1.0,1.0,219,10.95,9.408,85.91780821917808,1.5642857142857143,0.2121006089290532
37,sim_3,37,NOTEWORTHY,10,10,True,1.0,1.0,318,15.9,14.976000000000003,94.18867924528304,1.59,0.2121006089290532
38,sim_3,38,SIMPLE,6,6,True,1.0,1.0,223,11.15,11.712000000000002,105.04035874439464,1.8583333333333334,0.2121006089290532
39,sim_3,39,FACTORY,7,7,True,1.0,1.0,237,11.85,11.904,100.45569620253166,1.6928571428571428,0.2121006089290532
40,sim_3,40,HANDLE,6,6,True,1.0,1.0,188,9.4,7.872000000000001,83.74468085106383,1.5666666666666667,0.2121006089290532
