GLOBAL_TRIAL_NUM,participant_id,trial_num,word,word_length,letters_typed,completed,accuracy,completion_rate,cycles_used,actual_duration_s,subjective_duration_s,so_ratio,time_per_letter,participant_cv
1,sim_8,1,ANOTHER,7,7,True,1.0,1.0,200,10.0,8.448,84.48,1.4285714285714286,0.2293647480994477
2,sim_8,2,FACTORY,7,7,True,1.0,1.0,228,11.4,9.6,84.21052631578947,1.6285714285714286,0.2293647480994477
3,sim_8,3,ANOTHER,7,7,True,1.0,1.0,230,11.5,10.368,90.15652173913044,1.6428571428571428,0.2293647480994477
4,sim_8,4,NOTEWORTHY,10,10,True,1.0,1.0,380,19.0,19.392000000000003,102.06315789473686,1.9,0.2293647480994477
5,sim_8,5,UNDERSTAND,10,10,True,1.0,1.0,351,17.55,17.088,97.36752136752138,1.7550000000000001,0.2293647480994477
6,sim_8,6,TEMPLE,6,6,True,1.0,1.0,223,11.15,10.944,98.152466367713,1.8583333333333334,0.2293647480994477
7,sim_8,7,DIAMETERS,9,9,True,1.0,1.0,311,15.55,14.976000000000003,96.30868167202573,1.7277777777777779,0.2293647480994477
8,sim_8,8,HANDLE,6,6,True,1.0,1.0,190,9.5,7.68,80.84210526315789,1.5833333333333333,0.2293647480994477
9,sim_8,9,BUNDLE,6,6,True,1.0,1.0,200,10.0,9.024,90.23999999999998,1.6666666666666667,0.2293647480994477
10,sim_8,10,ELEPHANT,8,8,True,1.0,1.0,248,12.4,11.712000000000002,94.45161290322581,1.55,0.2293647480994477
11,sim_8,11,CANDLE,6,6,True,1.0,1.0,203,10.15,9.024,88.90640394088669,1.6916666666666667,0.2293647480994477
12,sim_8,12,HOMEMADE,8,8,True,1.0,1.0,245,12.25,11.712000000000002,95.60816326530613,1.53125,0.2293647480994477
13,sim_8,13,IMPORTANT,9,9,True,1.0,1.0,279,13.95,12.288,88.08602150537635,1.5499999999999998,0.2293647480994477
14,sim_8,14,ANOTHER,7,7,True,1.0,1.0,255,12.75,12.48,97.88235294117648,1.8214285714285714,0.2293647480994477
15,sim_8,15,FACTORY,7,7,True,1.0,1.0,223,11.15,9.984,89.54260089686098,1.592857142857143,0.2293647480994477
16,sim_8,16,EXAMPLE,7,7,True,1.0,1.0,229,11.45,10.944,95.58078602620088,1.6357142857142857,0.2293647480994477
17,sim_8,17,CHARACTER,9,9,True,1.0,1.0,293,14.65,13.824,94.3617747440273,1.6277777777777778,0.2293647480994477
18,sim_8,18,FACTORY,7,7,True,1.0,1.0,234,11.7,10.368,88.61538461538461,1.6714285714285713,0.2293647480994477
19,sim_8,19,FOREVER,7,7,True,1.0,1.0,250,12.5,13.248,105.984,1.7857142857142858,0.2293647480994477
20,sim_8,20,NOTEWORTHY,10,10,True,1.0,1.0,326,16.3,16.128,98.94478527607362,1.6300000000000001,0.2293647480994477
21,sim_8,21,ELEPHANT,8,8,True,1.0,1.0,249,12.45,11.52,92.53012048192771,1.55625,0.2293647480994477
22,sim_8,22,ANOTHER,7,7,True,1.0,1.0,250,12.5,11.904,95.232,1.7857142857142858,0.2293647480994477
23,sim_8,23,BUNDLE,6,6,True,1.0,1.0,188,9.4,8.448,89.87234042553192,1.5666666666666667,0.2293647480994477
24,sim_8,24,SIMPLE,6,6,True,1.0,1.0,201,10.05,9.984,99.34328358208955,1.675,0.2293647480994477
25,sim_8,25,WITHOUT,7,7,True,1.0,1.0,213,10.65,9.216000000000001,86.53521126760563,1.5214285714285716,0.2293647480994477
26,sim_8,26,IMPORTANT,9,9,True,1.0,1.0,276,13.8,12.288,89.04347826086956,1.5333333333333334,0.2293647480994477
27,sim_8,27,HOMEMADE,8,8,True,1.0,1.0,235,11.75,10.176000000000002,86.60425531914895,1.46875,0.2293647480994477
28,sim_8,28,NOTEWORTHY,10,10,True,1.0,1.0,300,15.0,12.096000000000002,80.64000000000001,1.5,0.2293647480994477
29,sim_8,29,COMPUTER,8,8,True,1.0,1.0,265,13.25,13.248,99.98490566037735,1.65625,0.2293647480994477
30,sim_8,30,UNDERSTAND,10,10,True,1.0,1.0,344,17.2,15.936000000000002,92.65116279069768,1.72,0.2293647480994477
31,sim_8,31,HANDLE,6,6,True,1.0,1.0,193,9.65,8.64,89.53367875647669,1.6083333333333334,0.2293647480994477
32,sim_8,32,NOTEBOOK,8,8,True,1.0,1.0,279,13.95,13.632000000000001,97.7204301075269,1.74375,0.2293647480994477
33,sim_8,33,UNDERSTAND,10,10,True,1.0,1.0,354,17.7,17.856,100.8813559322034,1.77,0.2293647480994477
34,sim_8,34,IMPORTANT,9,9,True,1.0,1.0,290,14.5,13.44,92.6896551724138,1.6111111111111112,0.2293647480994477
35,sim_8,35,HOMEMADE,8,8,True,1.0,1.0,233,11.65,10.176000000000002,87.34763948497856,1.45625,0.2293647480994477
36,sim_8,36,HOMEMADE,8,8,True,1.0,1.0,238,11.9,10.368,87.12605042016807,1.4875,0.2293647480994477
37,sim_8,37,IMPORTANT,9,9,True,1.0,1.0,291,14.55,13.44,92.37113402061856,1.6166666666666667,0.2293647480994477
38,sim_8,38,DIAMETERS,9,9,True,1.0,1.0,314,15.7,15.36,97.8343949044586,1.7444444444444445,0.2293647480994477
39,sim_8,39,CHARACTER,9,9,True,1.0,1.0,293,14.65,13.056000000000001,89.11945392491468,1.6277777777777778,0.2293647480994477
40,sim_8,40,MIDDLE,6,6,True,1.0,1.0,205,10.25,10.56,103.02439024390245,1.7083333333333333,0.2293647480994477
