trial,practice,block,trial_in_block,word,letters,interrupt_pos,interruption_condition,n_back,stim_list,stim_durations,match_positions,isi_times,num_stims,nback_total_duration,short_break,long_break
1,True,0,1,NATIONAL,"[""N"", ""A"", ""T"", ""I"", ""O"", ""N"", ""A"", ""L""]",[6],interrupted,2,"[""9"", ""0"", ""9"", ""6""]","[1.2, 1.2, 1.2, 1.2]",[2],"[0.4, 0.4, 0.39, 0.4]",4,6.39,False,False
2,True,0,2,INCLUDING,"[""I"", ""N"", ""C"", ""L"", ""U"", ""D"", ""I"", ""N"", ""G""]",[],sequential,1,"[""5"", ""5"", ""7"", ""1"", ""8"", ""8"", ""6"", ""3""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[1, 5]","[0.35, 0.36, 0.37, 0.36, 0.4, 0.4, 0.32, 0.34]",8,12.5,False,False
3,True,0,3,ANYTHING,"[""A"", ""N"", ""Y"", ""T"", ""H"", ""I"", ""N"", ""G""]",[],sequential,1,"[""4"", ""9"", ""6"", ""2"", ""2""]","[1.2, 1.2, 1.2, 1.2, 1.2]",[4],"[0.4, 0.4, 0.4, 0.39, 0.4]",5,7.99,False,False
4,True,0,4,BECAUSE,"[""B"", ""E"", ""C"", ""A"", ""U"", ""S"", ""E""]",[4],interrupted,1,"[""8"", ""0"", ""4"", ""4"", ""7"", ""7"", ""1"", ""4"", ""1""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[3, 5]","[0.31, 0.3, 0.3, 0.28, 0.29, 0.35, 0.25, 0.33, 0.29]",9,13.5,False,False
5,True,0,5,THROUGH,"[""T"", ""H"", ""R"", ""O"", ""U"", ""G"", ""H""]",[],sequential,1,"[""3"", ""1"", ""1"", ""9"", ""9"", ""5"", ""0""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[2, 4]","[0.3, 0.27, 0.28, 0.27, 0.29, 0.27, 0.28]",7,10.36,False,False
6,True,0,6,PEOPLE,"[""P"", ""E"", ""O"", ""P"", ""L"", ""E""]",[],sequential,2,"[""8"", ""4"", ""7"", ""2"", ""5"", ""2"", ""7"", ""2""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[5, 7]","[0.37, 0.4, 0.35, 0.38, 0.39, 0.36, 0.35, 0.38]",8,12.58,False,False
7,True,0,7,SHOULD,"[""S"", ""H"", ""O"", ""U"", ""L"", ""D""]",[2],interrupted,2,"[""2"", ""1"", ""7"", ""1"", ""0"", ""4"", ""3"", ""7"", ""3""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[3, 8]","[0.25, 0.26, 0.25, 0.25, 0.25, 0.26, 0.25, 0.25, 0.25]",9,13.07,False,False
8,True,0,8,SOMETHING,"[""S"", ""O"", ""M"", ""E"", ""T"", ""H"", ""I"", ""N"", ""G""]",[2],interrupted,2,"[""9"", ""7"", ""9"", ""5"", ""6"", ""4"", ""6""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[2, 6]","[0.33, 0.37, 0.37, 0.38, 0.36, 0.38, 0.35]",7,10.94,False,False
1,False,1,1,CHILDREN,"[""C"", ""H"", ""I"", ""L"", ""D"", ""R"", ""E"", ""N""]",[4],interrupted,2,"[""7"", ""7"", ""9"", ""4"", ""6"", ""4"", ""2"", ""4""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[5, 7]","[0.31, 0.29, 0.28, 0.28, 0.29, 0.28, 0.28, 0.29]",8,11.9,False,False
2,False,1,2,THOUGHT,"[""T"", ""H"", ""O"", ""U"", ""G"", ""H"", ""T""]",[4],interrupted,2,"[""6"", ""0"", ""0"", ""7"", ""0"", ""2"", ""0"", ""0""]","[1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[4, 6]","[0.37, 0.37, 0.39, 0.35, 0.38, 0.3, 0.36, 0.36]",8,12.48,False,False
