GLOBAL_TRIAL_NUM,COND_trial,COND_practice,COND_block,COND_trial_in_block,COND_word,COND_letters,COND_interrupt_pos,COND_interruption_condition,COND_nback_level,COND_stim_list,COND_stim_durations,COND_match_positions,COND_isi_times,COND_num_stims,COND_nback_total_duration,COND_short_break,COND_long_break,OUT_experiment_phase,OUT_block_number,OUT_target_word,OUT_target_word_length,OUT_interruption_condition,OUT_interrupt_positions,OUT_resumption_lag,OUT_entered_text,OUT_typing_correct,OUT_time_on_primary_task,OUT_nback_hits,OUT_nback_misses,OUT_nback_false_alarms,OUT_nback_correct_rejections,OUT_nback_accuracy,OUT_time_estimate_seconds,OUT_actual_trial_duration,OUT_actual_trial_duration_sec,OUT_time_estimation_ratio,OUT_gender,OUT_age,OUT_normalized_absolute_error,OUT_estimation_direction,OUT_time_per_letter,OUT_typing_distance
961,961,False,1,1,MIDDLE,"['M', 'I', 'D', 'D', 'L', 'E']",[],sequential,1,[],[],[],[],6,7200.0,False,False,main,1,MIDDLE,6,sequential,[],,MIDDLE,True,9.35,,,,,1.0,17.28,17550.0,17.55,0.9846153846153848,,,0.0153846153846153,-1,1.5583333333333336,0
962,962,False,1,2,DIAMETERS,"['D', 'I', 'A', 'M', 'E', 'T', 'E', 'R', 'S']",[],sequential,1,[],[],[],[],5,6000.0,False,False,main,1,DIAMETERS,9,sequential,[],,DIAMETERS,True,13.6,,,,,1.0,19.392000000000003,20600.0,20.6,0.941359223300971,,,0.058640776699029,-1,1.5111111111111113,0
963,963,False,1,3,ANOTHER,"['A', 'N', 'O', 'T', 'H', 'E', 'R']",[],sequential,1,[],[],[],[],5,6000.0,False,False,main,1,ANOTHER,7,sequential,[],,ANOTHER,True,11.9,,,,,0.8,18.048,18900.0,18.9,0.954920634920635,,,0.0450793650793651,-1,1.6999999999999995,0
964,964,False,1,4,WITHOUT,"['W', 'I', 'T', 'H', 'O', 'U', 'T']",[],sequential,1,[],[],[],[],7,8400.0,False,False,main,1,WITHOUT,7,sequential,[],,WITHOUT,True,9.999999999999998,,,,,1.0,16.512,19400.0,19.4,0.8511340206185568,,,0.1488659793814432,-1,1.4285714285714284,0
965,965,False,1,5,HANDLE,"['H', 'A', 'N', 'D', 'L', 'E']",[],sequential,1,[],[],[],[],9,10800.0,False,False,main,1,HANDLE,6,sequential,[],,HANDLE,True,9.95,,,,,1.0,20.928,21750.0,21.75,0.9622068965517242,,,0.0377931034482758,-1,1.6583333333333332,0
966,966,False,1,6,TEMPLE,"['T', 'E', 'M', 'P', 'L', 'E']",[],sequential,1,[],[],[],[],6,7200.0,False,False,main,1,TEMPLE,6,sequential,[],,TEMPLE,True,10.1,,,,,1.0,18.24,18300.0,18.3,0.9967213114754098,,,0.0032786885245902,-1,1.6833333333333336,0
967,967,False,1,7,SIMPLE,"['S', 'I', 'M', 'P', 'L', 'E']",[],sequential,1,[],[],[],[],8,9600.0,False,False,main,1,SIMPLE,6,sequential,[],,SIMPLE,True,8.500000000000002,,,,,1.0,17.472,19100.0,19.1,0.9147643979057593,,,0.0852356020942408,-1,1.416666666666667,0
968,968,False,1,8,WITHOUT,"['W', 'I', 'T', 'H', 'O', 'U', 'T']",[],sequential,1,[],[],[],[],6,7200.0,False,False,main,1,WITHOUT,7,sequential,[],,WITHOUT,True,14.55,,,,,1.0,23.04,22750.0,22.75,1.0127472527472527,,,0.0127472527472527,1,2.0785714285714287,0
969,969,False,1,9,IMPORTANT,"['I', 'M', 'P', 'O', 'R', 'T', 'A', 'N', 'T']",[],sequential,1,[],[],[],[],9,10800.0,False,False,main,1,IMPORTANT,9,sequential,[],,IMPORTANT,True,15.2,,,,,1.0,26.88,27000.0,27.0,0.9955555555555556,,,0.0044444444444444,-1,1.6888888888888889,0
970,970,False,1,10,COMPUTER,"['C', 'O', 'M', 'P', 'U', 'T', 'E', 'R']",[],sequential,1,[],[],[],[],8,9600.0,False,False,main,1,COMPUTER,8,sequential,[],,COMPUTER,True,12.8,,,,,1.0,21.888,23400.0,23.4,0.9353846153846156,,,0.0646153846153844,-1,1.6,0
971,971,False,2,1,WITHOUT,"['W', 'I', 'T', 'H', 'O', 'U', 'T']",[],sequential,2,[],[],[],[],5,6000.0,False,False,main,2,WITHOUT,7,sequential,[],,WITHOUT,True,12.35,,,,,1.0,16.32,19350.0,19.35,0.8434108527131783,,,0.1565891472868217,-1,1.7642857142857145,0
972,972,False,2,2,FOREVER,"['F', 'O', 'R', 'E', 'V', 'E', 'R']",[],sequential,2,[],[],[],[],6,7250.0,False,False,main,2,FOREVER,7,sequential,[],,FOREVER,True,12.8,,,,,1.0,19.776,21050.0,21.05,0.9394774346793348,,,0.0605225653206651,-1,1.8285714285714287,0
973,973,False,2,3,COMPUTER,"['C', 'O', 'M', 'P', 'U', 'T', 'E', 'R']",[],sequential,2,[],[],[],[],9,10850.0,False,False,main,2,COMPUTER,8,sequential,[],,COMPUTER,True,12.45,,,,,1.0,20.928,24300.0,24.3,0.8612345679012345,,,0.1387654320987654,-1,1.55625,0
974,974,False,2,4,DIAMETERS,"['D', 'I', 'A', 'M', 'E', 'T', 'E', 'R', 'S']",[],sequential,2,[],[],[],[],7,8400.0,False,False,main,2,DIAMETERS,9,sequential,[],,DIAMETERS,True,17.15,,,,,1.0,24.576,26550.0,26.55,0.9256497175141244,,,0.0743502824858757,-1,1.9055555555555557,0
975,975,False,2,5,NOTEBOOK,"['N', 'O', 'T', 'E', 'B', 'O', 'O', 'K']",[],sequential,2,[],[],[],[],4,4800.0,False,False,main,2,NOTEBOOK,8,sequential,[],,NOTEBOOK,True,12.4,,,,,1.0,15.744000000000002,18200.0,18.2,0.8650549450549452,,,0.1349450549450548,-1,1.5499999999999998,0
