GLOBAL_TRIAL_NUM,COND_trial,COND_practice,COND_block,COND_trial_in_block,COND_word,COND_letters,COND_interrupt_pos,COND_interruption_condition,COND_nback_level,COND_stim_list,COND_stim_durations,COND_match_positions,COND_isi_times,COND_num_stims,COND_nback_total_duration,COND_short_break,COND_long_break,OUT_experiment_phase,OUT_block_number,OUT_target_word,OUT_target_word_length,OUT_interruption_condition,OUT_interrupt_positions,OUT_resumption_lag,OUT_entered_text,OUT_typing_correct,OUT_time_on_primary_task,OUT_nback_hits,OUT_nback_misses,OUT_nback_false_alarms,OUT_nback_correct_rejections,OUT_nback_accuracy,OUT_time_estimate_seconds,OUT_actual_trial_duration,OUT_actual_trial_duration_sec,OUT_time_estimation_ratio,OUT_gender,OUT_age,OUT_normalized_absolute_error,OUT_estimation_direction,OUT_time_per_letter,OUT_typing_distance
81,81,False,1,1,CHARACTER,"['C', 'H', 'A', 'R', 'A', 'C', 'T', 'E', 'R']",[],sequential,1,[],[],[],[],7,8400.0,False,False,main,1,CHARACTER,9,sequential,[],,CHARACTER,True,13.9,,,,,1.0,21.504000000000005,23300.0,23.3,0.9229184549356224,,,0.0770815450643775,-1,1.5444444444444445,0
82,82,False,1,2,ANOTHER,"['A', 'N', 'O', 'T', 'H', 'E', 'R']",[],sequential,1,[],[],[],[],6,7200.0,False,False,main,1,ANOTHER,7,sequential,[],,ANOTHER,True,11.25,,,,,1.0,17.472,19450.0,19.45,0.8983033419023138,,,0.1016966580976862,-1,1.6071428571428572,0
83,83,False,1,3,HANDLE,"['H', 'A', 'N', 'D', 'L', 'E']",[],sequential,1,[],[],[],[],9,10800.0,False,False,main,1,HANDLE,6,sequential,[],,HANDLE,True,8.25,,,,,1.0,18.816,20050.0,20.05,0.9384538653366584,,,0.0615461346633417,-1,1.375,0
84,84,False,1,4,ANYTHING,"['A', 'N', 'Y', 'T', 'H', 'I', 'N', 'G']",[],sequential,1,[],[],[],[],9,10800.0,False,False,main,1,ANYTHING,8,sequential,[],,ANYTHING,True,12.2,,,,,1.0,22.272,24000.0,24.0,0.928,,,0.0719999999999999,-1,1.525,0
85,85,False,1,5,HANDLE,"['H', 'A', 'N', 'D', 'L', 'E']",[],sequential,1,[],[],[],[],4,4800.0,False,False,main,1,HANDLE,6,sequential,[],,HANDLE,True,9.75,,,,,1.0,14.4,15550.0,15.55,0.9260450160771704,,,0.0739549839228296,-1,1.625,0
86,86,False,1,6,CANDLE,"['C', 'A', 'N', 'D', 'L', 'E']",[],sequential,1,[],[],[],[],4,4800.0,False,False,main,1,CANDLE,6,sequential,[],,CANDLE,True,10.8,,,,,1.0,16.512,16600.0,16.6,0.9946987951807228,,,0.0053012048192771,-1,1.8,0
87,87,False,1,7,FACTORY,"['F', 'A', 'C', 'T', 'O', 'R', 'Y']",[],sequential,1,[],[],[],[],6,7200.0,False,False,main,1,FACTORY,7,sequential,[],,FACTORY,True,11.75,,,,,1.0,20.352000000000004,19950.0,19.95,1.0201503759398498,,,0.0201503759398498,1,1.6785714285714286,0
88,88,False,1,8,FOREVER,"['F', 'O', 'R', 'E', 'V', 'E', 'R']",[],sequential,1,[],[],[],[],5,6000.0,False,False,main,1,FOREVER,7,sequential,[],,FOREVER,True,12.25,,,,,1.0,18.432,19250.0,19.25,0.9575064935064936,,,0.0424935064935063,-1,1.75,0
89,89,False,1,9,ANYTHING,"['A', 'N', 'Y', 'T', 'H', 'I', 'N', 'G']",[],sequential,1,[],[],[],[],6,7200.0,False,False,main,1,ANYTHING,8,sequential,[],,ANYTHING,True,11.95,,,,,1.0,19.392000000000003,20150.0,20.15,0.9623821339950376,,,0.0376178660049625,-1,1.49375,0
90,90,False,1,10,IMPORTANT,"['I', 'M', 'P', 'O', 'R', 'T', 'A', 'N', 'T']",[],sequential,1,[],[],[],[],9,10800.0,False,False,main,1,IMPORTANT,9,sequential,[],,IMPORTANT,True,13.4,,,,,1.0,22.08,25200.0,25.2,0.8761904761904762,,,0.1238095238095238,-1,1.4888888888888887,0
